Effect,solution,std.error,z.ratio
"vm(PLANT_ID, k_use)_J250.C",-1.1032869239389176,0.6943240319742489,-1.5890086949775006
"vm(PLANT_ID, k_use)_J251.C",-0.21220699393802211,0.6882663039286412,-0.3083210564380957
"vm(PLANT_ID, k_use)_J352.A",1.4250904009518703,0.8586308111243511,1.6597242755425436
"vm(PLANT_ID, k_use)_J344.C",1.3707612635660893,0.8463693191075528,1.6195781588721545
"vm(PLANT_ID, k_use)_J004.B",-0.5441243164417839,0.6910136201932755,-0.7874292206998658
"vm(PLANT_ID, k_use)_J301.A",-0.9871583881861686,0.6750195723772122,-1.4624144670497465
"vm(PLANT_ID, k_use)_J013.C",-0.4765192319548537,0.6917685974944449,-0.6888419533363977
"vm(PLANT_ID, k_use)_J018.C",-1.4294077228987043,0.6777295281262236,-2.1091123576254813
"vm(PLANT_ID, k_use)_J384.C",1.1777702510350379,0.8276992190442453,1.4229447412008243
"vm(PLANT_ID, k_use)_J488.C",0.4997184736342702,0.6933583538884739,0.7207217895793169
"vm(PLANT_ID, k_use)_J022.C",-0.17526983024994264,0.6925174646029276,-0.25309084493694034
"vm(PLANT_ID, k_use)_J065.A",-0.5588565369452344,0.6855326449428791,-0.8152150609717502
"vm(PLANT_ID, k_use)_J311.A",-1.1262553907295687,0.6959881489279099,-1.6182105865802976
"vm(PLANT_ID, k_use)_J016.B",-0.6892700035636058,0.6857101604114811,-1.005191469162406
"vm(PLANT_ID, k_use)_J352.B",1.221129693091566,0.6916922036254433,1.7654235318702787
"vm(PLANT_ID, k_use)_J001.B",0.6916840710790165,0.6924359170070017,0.9989142014307476
"vm(PLANT_ID, k_use)_J008.D",-1.3322786047497814,0.6858768545483664,-1.942445784421542
"vm(PLANT_ID, k_use)_J005.B",-1.4514770279270186,0.6921718493448846,-2.096989395481467
"vm(PLANT_ID, k_use)_J065.B",-0.6864138355031842,0.6382831949730638,-1.0754064040995965
"vm(PLANT_ID, k_use)_J020.B",-1.6429220826116846,0.6742430787304895,-2.4366910605965573
"vm(PLANT_ID, k_use)_J386.B",1.299094713756759,0.8004103610778877,1.6230358537679457
"vm(PLANT_ID, k_use)_J022.D",-0.8576249039028812,0.6806323349145423,-1.2600413760985383
"vm(PLANT_ID, k_use)_J348.A",1.516716993743128,0.828605096589794,1.8304461316800082
"vm(PLANT_ID, k_use)_J005.D",-0.8971233568937165,0.6903640886851485,-1.2994930814005068
"vm(PLANT_ID, k_use)_J316.A",-0.885484790045469,0.6940632417657927,-1.2757984240638842
"vm(PLANT_ID, k_use)_J016.C",0.5466716988333639,0.6845759768190566,0.7985551894086654
"vm(PLANT_ID, k_use)_J352.C",1.4720397128470006,0.8635189754081393,1.7046987440562567
"vm(PLANT_ID, k_use)_J258.A",1.267308644612971,0.8665871758058586,1.4624133382016329
"vm(PLANT_ID, k_use)_J009.C",-0.1566269939008589,0.6829600829749435,-0.229335502623519
"vm(PLANT_ID, k_use)_J023.B",-1.3705976937009627,0.6804163509590017,-2.014351494888676
"vm(PLANT_ID, k_use)_J073.A",-0.9052134427304996,0.6929285866444306,-1.3063589238164899
"vm(PLANT_ID, k_use)_J020.C",-0.6826463990585592,0.6863947625291413,-0.9945390558389888
"vm(PLANT_ID, k_use)_J394.B",1.5588179253194325,0.6910728409615996,2.2556492353981112
"vm(PLANT_ID, k_use)_J348.C",1.496341383076167,0.8312999336838091,1.800001807344437
"vm(PLANT_ID, k_use)_J320.A",-0.24897559696544416,0.6909929248397876,-0.3603156964641443
"vm(PLANT_ID, k_use)_J016.D",-0.3464687515671757,0.6713969707238779,-0.5160415770026853
"vm(PLANT_ID, k_use)_J353.C",2.173485665019184,0.6906682377376931,3.146931545800497
"vm(PLANT_ID, k_use)_J003.D",-0.4733436016052323,0.6609273826673671,-0.7161809512187479
"vm(PLANT_ID, k_use)_J030.C",-1.1785656652700156,0.6745314622558009,-1.7472360167287069
"vm(PLANT_ID, k_use)_J086.A",-0.39233483438919226,0.6838327274229405,-0.5737292449686148
"vm(PLANT_ID, k_use)_J396.A",1.8216780672697674,0.6958190722608522,2.618034112446472
"vm(PLANT_ID, k_use)_J354.C",1.4887400533253217,0.6984706879468001,2.1314281028765425
"vm(PLANT_ID, k_use)_J003.E",-1.0621584659264292,0.680449004359089,-1.560967036650851
"vm(PLANT_ID, k_use)_J296.A",-1.301670002245824,0.6889410516072342,-1.889377907165136
"vm(PLANT_ID, k_use)_J350.B",1.3530998475006917,0.8690399607176682,1.557005326180028
"vm(PLANT_ID, k_use)_J336.A",-0.28174285373163227,0.6987455929426573,-0.4032123516444898
"vm(PLANT_ID, k_use)_J016.E",-0.41914919084706326,0.6828996813166087,-0.6137785714571679
"vm(PLANT_ID, k_use)_J458.C",0.5984270950099909,0.6364918556596012,0.940195997307517
"vm(PLANT_ID, k_use)_J018.B",-1.3336366297740772,0.6862935743136961,-1.9432451063056126
"vm(PLANT_ID, k_use)_J003.F",-0.04352842391501269,0.6911737280533823,-0.06297754406494283
"vm(PLANT_ID, k_use)_J299.A",-0.3243084354357174,0.6826360702437207,-0.4750824774318327
"vm(PLANT_ID, k_use)_J013.B",0.10386071951730112,0.6782789879417601,0.1531238935065154
"vm(PLANT_ID, k_use)_J350.C",1.5807095938961453,0.684485790128941,2.3093388010266467
"vm(PLANT_ID, k_use)_J008.B",-0.3551990405573744,0.6869723155960332,-0.5170500069558049
"vm(PLANT_ID, k_use)_J461.C",-0.6981472321640403,0.6891083584759663,-1.0131167668725778
