PLANT_ID	SUBPOP	Lat_origin	Long_origin	PLOT_GL	SITE	GR50	DOY	DYLN	cgdd_12c_jan2gr	cgdd_8c_jan2gr	GDD_12C_SM	tmax_18d	tmin_18d	tave_18d	cgdd_12c_18d	tmax_10d	tmin_10d	tave_10d	cgdd_12c_10d	tmax_5d	tmin_5d	tave_5d	cgdd_12c_5d
J216.A	Gulf	30.14	96.3658	M1820	KBSM	135	2019-05-16	14.6013518036023	36	133.4	4.6	16.2888888888889	5.65555555555556	10.9722222222222	0.927777777777778	16.83	5.29	11.06	1.01	18.6	5.74	12.17	1.17
J217.A	Gulf	29.99	98.8184	T2116	TMPL	68	2019-03-10	11.7746414256607	105.69	241.43	4.005	14.3933333333333	5.53166666666667	9.9625	1.84972222222222	14.046	5.163	9.6045	2.8535	22.264	10.824	16.544	5.707
J217.A	Gulf	29.99	98.8184	K1304	KING	70	2019-03-12	11.8723578236431	316.1	553.7	13.05	22.7111111111111	11.8777777777778	17.2944444444444	6.18611111111111	22.43	12.45	17.44	7.045	28.54	19.08	23.81	11.81
J217.A	Gulf	29.99	98.8184	P5001	PKLE	60	2019-03-02	11.5390794087582	117.65	277.2	0	17.9	7.59444444444444	12.7472222222222	2.00833333333333	17.22	8.23	12.725	1.885	16.34	7.9	12.12	2.15
J217.A	Gulf	29.99	98.8184	C6014	CLMB	129	2019-05-10	14.1093728213494	108.7	265.2	0	18.9833333333333	9.45555555555556	14.2194444444444	2.51111111111111	19.32	10.34	14.83	3.03	19.86	10.44	15.15	3.55
J217.A	Gulf	29.99	98.8184	M1015	KBSM	136	2019-05-17	14.6352410731026	41.45	142.85	5.45	17.0166666666667	6.23333333333333	11.625	1.23055555555556	17.64	6.24	11.94	1.555	20.28	7.6	13.94	2.26
J217.A	Gulf	29.99	98.8184	F3312	FRMI	162	2019-06-12	15.1704952133928	239.45	458.7	5.75	25.8	13.3944444444444	19.5972222222222	7.59722222222222	26.22	13.77	19.995	7.995	25.56	13.78	19.67	7.67
J218.A	Gulf	30.41	97.8591	P7510	PKLE	37	2019-02-07	10.882819050599	80.75	180.7	1.05	19.0333333333333	8.55	13.7916666666667	2.97777777777778	19.54	12.22	15.88	4.9	24.42	15.78	20.1	8.1
J218.A	Gulf	30.41	97.8591	K1301	KING	56	2019-02-26	11.4941141910495	218.2	411.15	1.45	20.4	9.01666666666667	14.7083333333333	3.58055555555556	21.54	10.51	16.025	4.035	21.52	9.4	15.46	3.46
J218.A	Gulf	30.41	97.8591	T2623	TMPL	49	2019-02-19	11.1902171993976	72.395	170.63	0	16.0994444444444	7.545	11.8222222222222	2.85805555555556	14.998	5.514	10.256	1.361	14.412	5.518	9.965	1.837
J218.A	Gulf	30.41	97.8591	S1604	STIL	133	2019-05-14	14.0177601227865	236.485	479.585	9.905	22.885	11.5727777777778	17.2288888888889	5.35055555555556	23.158	10.955	17.0565	5.2755	22.752	9.64	16.196	4.382
J218.A	Gulf	30.41	97.8591	S3211	STIL	133	2019-05-14	14.0177601227865	236.485	479.585	9.905	22.885	11.5727777777778	17.2288888888889	5.35055555555556	23.158	10.955	17.0565	5.2755	22.752	9.64	16.196	4.382
J218.A	Gulf	30.41	97.8591	C6919	CLMB	168	2019-06-18	14.8905965601083	413.65	721.65	9.55	26.2	15.4166666666667	20.8083333333333	8.80833333333333	24.87	14.87	19.87	7.87	25.24	16.64	20.94	8.94
J218.A	Gulf	30.41	97.8591	F3518	FRMI	162	2019-06-12	15.1704952133928	239.45	458.7	5.75	25.8	13.3944444444444	19.5972222222222	7.59722222222222	26.22	13.77	19.995	7.995	25.56	13.78	19.67	7.67
J218.A	Gulf	30.41	97.8591	M2611	KBSM	145	2019-05-26	14.9091805114169	84.6	216.1	5.65	19.7444444444444	8.48333333333333	14.1138888888889	3.26111111111111	21.56	10.98	16.27	4.86	23.04	12.46	17.75	5.75
J219.A	Gulf	29.24	97.9831	T2517	TMPL	53	2019-02-23	11.3098382365826	76.435	182.925	4.04	14.4238888888889	5.58777777777778	10.0058333333333	1.47194444444444	15.595	6.514	11.0545	1.765	13.114	6.21	9.662	0.808
J219.A	Gulf	29.24	97.9831	C2819	CLMB	162	2019-06-12	14.8506984315608	365.3	649.3	4.75	26.75	15.7944444444444	21.2722222222222	9.27222222222222	26.86	15.66	21.26	9.26	25.58	14.6	20.09	8.09
J219.A	Gulf	29.24	97.9831	P6417	PKLE	22	2019-01-23	10.5298683453533	28.25	81.65	0	17.2555555555556	6.61666666666667	11.9361111111111	1.49444444444444	16.17	5.5	10.835	0.99	16.44	2.56	9.5	0.22
J220.A	Gulf	29.27	98.1844	M4409	KBSM	137	2019-05-18	14.6684902370718	49.15	154.55	7.7	18.0944444444444	6.57222222222222	12.3333333333333	1.65833333333333	18.79	6.91	12.85	2.325	22.8	8.7	15.75	3.8
J220.A	Gulf	29.27	98.1844	T2023	TMPL	53	2019-02-23	11.3098382365826	76.435	182.925	4.04	14.4238888888889	5.58777777777778	10.0058333333333	1.47194444444444	15.595	6.514	11.0545	1.765	13.114	6.21	9.662	0.808
J222.A	Gulf	30.46	96.7849	P2808	PKLE	24	2019-01-25	10.5717423132009	28.25	84.8	0	16.5166666666667	5.71666666666667	11.1166666666667	0.944444444444445	17.39	4.89	11.14	0.99	17.44	2.66	10.05	0.22
J222.A	Gulf	30.46	96.7849	C6915	CLMB	162	2019-06-12	14.8506984315608	365.3	649.3	4.75	26.75	15.7944444444444	21.2722222222222	9.27222222222222	26.86	15.66	21.26	9.26	25.58	14.6	20.09	8.09
J222.A	Gulf	30.46	96.7849	L1810	LINC	148	2019-05-29	14.8543583951625	131.45	290.35	1.65	21.7666666666667	9.85	15.8083333333333	4.39444444444444	19.34	9.23	14.285	3.22	23.68	12.46	18.07	6.07
J222.A	Gulf	30.46	96.7849	T2021	TMPL	49	2019-02-19	11.1902171993976	72.395	170.63	0	16.0994444444444	7.545	11.8222222222222	2.85805555555556	14.998	5.514	10.256	1.361	14.412	5.518	9.965	1.837
J222.A	Gulf	30.46	96.7849	M2614	KBSM	154	2019-06-04	15.1176709403229	129.35	296.85	3.7	22.45	10.6611111111111	16.5555555555556	4.88333333333333	23.14	10.94	17.04	5.04	23.46	9.34	16.4	4.4
J223.A	Gulf	28.35	98.12	P2203	PKLE	60	2019-03-02	11.5390794087582	117.65	277.2	0	17.9	7.59444444444444	12.7472222222222	2.00833333333333	17.22	8.23	12.725	1.885	16.34	7.9	12.12	2.15
J223.A	Gulf	28.35	98.12	T1411	TMPL	70	2019-03-12	11.8377887184437	113.33	257.07	6.68	15.2333333333333	6.11944444444444	10.6763888888889	2.27416666666667	16.237	6.891	11.564	3.6175	22.47	14.35	18.41	6.41
J223.A	Gulf	28.35	98.12	C1019	CLMB	116	2019-04-27	13.6484504460942	72.4	182.15	2.85	20.1888888888889	6.95555555555556	13.5722222222222	2.675	20.06	7.98	14.02	2.3	19.34	8.22	13.78	1.78
J223.A	Gulf	28.35	98.12	L1113	LINC	130	2019-05-11	14.318137260029	52.35	149.3	0	16.9388888888889	4.33888888888889	10.6388888888889	0.536111111111111	16.45	4.66	10.555	0.705	14.12	4.44	9.28	0
J223.A	Gulf	28.35	98.12	B1918	BRKG	156	2019-06-06	15.3770493827741	97.7	217.65	7.45	19.7444444444444	9.41666666666667	14.5805555555556	3.54722222222222	23.49	11.4	17.445	5.51	25.34	12.58	18.96	6.96
J223.A	Gulf	28.35	98.12	M1106	KBSM	134	2019-05-15	14.5668410415973	31.4	124.8	1.25	15.7444444444444	5.15555555555556	10.45	0.672222222222222	16.81	5.22	11.015	0.965	16.2	4.06	10.13	0.25
J224.A	Gulf	28.34	99.09	P3816	PKLE	18	2019-01-19	10.4518893220175	27.15	73.75	0	16.8888888888889	6.46111111111111	11.675	1.50833333333333	15.62	7.01	11.315	0.93	17.02	8.56	12.79	1.76
J224.A	Gulf	28.34	99.09	M5018	KBSM	133	2019-05-14	14.531727254189	30.15	119.55	0	15.0333333333333	4.9	9.96666666666667	0.602777777777778	16.8	5.12	10.96	0.91	14.24	3.86	9.05	0
J224.A	Gulf	28.34	99.09	T3013	TMPL	53	2019-02-23	11.3098382365826	76.435	182.925	4.04	14.4238888888889	5.58777777777778	10.0058333333333	1.47194444444444	15.595	6.514	11.0545	1.765	13.114	6.21	9.662	0.808
J225.A	Gulf	30.05	99.4499	P7007	PKLE	48	2019-02-18	11.1850569298345	98.8	225.55	0	18.6333333333333	9.41666666666667	14.025	3.725	17.33	6.11	11.72	1.805	21.12	9	15.06	3.46
J225.A	Gulf	30.05	99.4499	C1821	CLMB	122	2019-05-03	13.868909256626	86.95	217.45	0.0999999999999996	19.8277777777778	9.44444444444444	14.6361111111111	2.97222222222222	18.59	9.34	13.965	2.29	17.98	11.84	14.91	2.91
J225.A	Gulf	30.05	99.4499	S1412	STIL	109	2019-04-20	13.2485322744682	108.53	257.82	3.225	22.2694444444444	9.06222222222222	15.6658333333333	4.26361111111111	20.344	7.158	13.751	2.827	22.674	9.69	16.182	4.182
J225.A	Gulf	30.05	99.4499	M1603	KBSM	129	2019-05-10	14.3856047474734	30.15	112.55	0	15.8111111111111	5.16111111111111	10.4861111111111	0.8	17.32	6.2	11.76	1.085	17.42	6.38	11.9	1.68
J226.A	Gulf	32.48	97.9092	P2706	PKLE	34	2019-02-04	10.8058004584562	58.75	146.7	9.95	17.65	6.91666666666667	12.2833333333333	1.89166666666667	18.27	9.73	14	3.05	19.98	14.46	17.22	5.4
J226.A	Gulf	32.48	97.9092	C5419	CLMB	170	2019-06-20	14.8963311030275	432.1	748.1	9.5	26.0055555555556	15.7055555555556	20.8555555555556	8.85555555555556	24.58	15.07	19.825	7.825	25.1	17.2	21.15	9.15
J226.A	Gulf	32.48	97.9092	T1522	TMPL	53	2019-02-23	11.3098382365826	76.435	182.925	4.04	14.4238888888889	5.58777777777778	10.0058333333333	1.47194444444444	15.595	6.514	11.0545	1.765	13.114	6.21	9.662	0.808
J226.A	Gulf	32.48	97.9092	L1308	LINC	148	2019-05-29	14.8543583951625	131.45	290.35	1.65	21.7666666666667	9.85	15.8083333333333	4.39444444444444	19.34	9.23	14.285	3.22	23.68	12.46	18.07	6.07
J226.A	Gulf	32.48	97.9092	F2924	FRMI	156	2019-06-06	15.0882365583511	192.55	387.8	8.85	24.5555555555556	12.9	18.7277777777778	6.875	26.05	13.66	19.855	7.855	26.1	13.32	19.71	7.71
J226.A	Gulf	32.48	97.9092	M1616	KBSM	134	2019-05-15	14.5668410415973	31.4	124.8	1.25	15.7444444444444	5.15555555555556	10.45	0.672222222222222	16.81	5.22	11.015	0.965	16.2	4.06	10.13	0.25
J228.A	Gulf	28.24	96.8092	T2510	TMPL	51	2019-02-21	11.2497175832513	72.395	172.74	0	15.2622222222222	6.52333333333333	10.8927777777778	2.25583333333333	15.359	5.649	10.504	1.361	11.21	4.696	7.953	0
J228.A	Gulf	28.24	96.8092	S1701	STIL	102	2019-04-13	12.9962780382886	82.305	204.94	0	20.44	7.505	13.9725	3.55138888888889	22.378	9.288	15.833	4.7745	21.384	7.528	14.456	4.339
J228.A	Gulf	28.24	96.8092	P2806	PKLE	32	2019-02-02	10.7560361410991	40.25	120.2	4.4	17.0666666666667	6.14444444444444	11.6055555555556	1.21666666666667	16.72	6.61	11.665	1.2	14.66	8.66	11.66	1.7
J229.A	Gulf	29.82	99.5749	P7518	PKLE	34	2019-02-04	10.8058004584562	58.75	146.7	9.95	17.65	6.91666666666667	12.2833333333333	1.89166666666667	18.27	9.73	14	3.05	19.98	14.46	17.22	5.4
J229.A	Gulf	29.82	99.5749	P5419	PKLE	28	2019-01-29	10.6607358457731	31.75	100	0	16.3277777777778	4.97222222222222	10.65	0.744444444444445	16.94	3.39	10.165	0.46	17.22	5	11.11	0.7
J229.A	Gulf	29.82	99.5749	P6016	PKLE	27	2019-01-28	10.6378642693235	31.75	100	2.75	16.6666666666667	5.34444444444444	11.0055555555556	0.772222222222222	17.61	3.56	10.585	0.46	18.78	4.56	11.67	0.7
J229.A	Gulf	29.82	99.5749	C6618	CLMB	122	2019-05-03	13.868909256626	86.95	217.45	0.0999999999999996	19.8277777777778	9.44444444444444	14.6361111111111	2.97222222222222	18.59	9.34	13.965	2.29	17.98	11.84	14.91	2.91
J229.A	Gulf	29.82	99.5749	L1708	LINC	142	2019-05-23	14.700264093275	100.3	235.2	1.05	19.4833333333333	7.71111111111111	13.5972222222222	2.93888888888889	22.06	9.66	15.86	4.795	15.78	6.88	11.33	1.2
J229.A	Gulf	29.82	99.5749	F3513	FRMI	149	2019-05-30	14.9484902638801	135.25	302.5	9.4	23.2666666666667	10.8777777777778	17.0722222222222	5.21944444444444	23.99	13.01	18.5	6.645	24.22	12.8	18.51	6.51
J229.A	Gulf	29.82	99.5749	S1014	STIL	137	2019-05-18	14.1242245524287	279.3	538.4	7.075	23.8494444444444	12.5544444444444	18.2019444444444	6.32361111111111	24.471	12.036	18.2535	6.4725	28.868	16.22	22.544	10.544
J229.A	Gulf	29.82	99.5749	B1905	BRKG	158	2019-06-08	15.4118944810735	122.05	250	13	22.0277777777778	11.1166666666667	16.5722222222222	4.9	26.44	13.24	19.84	7.84	29	15.58	22.29	10.29
J229.A	Gulf	29.82	99.5749	M3611	KBSM	137	2019-05-18	14.6684902370718	49.15	154.55	7.7	18.0944444444444	6.57222222222222	12.3333333333333	1.65833333333333	18.79	6.91	12.85	2.325	22.8	8.7	15.75	3.8
J229.A	Gulf	29.82	99.5749	T2211	TMPL	51	2019-02-21	11.2497175832513	72.395	172.74	0	15.2622222222222	6.52333333333333	10.8927777777778	2.25583333333333	15.359	5.649	10.504	1.361	11.21	4.696	7.953	0
J230.A	Gulf	30.32	97.9823	C6806	CLMB	126	2019-05-07	14.0087935789328	103.15	249.65	5.85	20.0222222222222	9.44444444444444	14.7333333333333	2.95	19.17	10.33	14.75	3.075	20.22	10.3	15.26	3.26
J230.A	Gulf	30.32	97.9823	T2821	TMPL	46	2019-02-16	11.1022774229525	72.395	168.62	0	16.9105555555556	7.95444444444444	12.4325	3.03916666666667	14.711	3.951	9.331	1.361	19.508	6.602	13.055	2.722
J230.A	Gulf	30.32	97.9823	P4205	PKLE	24	2019-01-25	10.5717423132009	28.25	84.8	0	16.5166666666667	5.71666666666667	11.1166666666667	0.944444444444445	17.39	4.89	11.14	0.99	17.44	2.66	10.05	0.22
J230.A	Gulf	30.32	97.9823	L3905	LINC	146	2019-05-27	14.8061065771603	122.9	273.8	7.75	21.0555555555556	8.82777777777778	14.9416666666667	3.91944444444444	20.51	9.67	15.09	4.025	23	10.46	16.73	4.73
J230.A	Gulf	30.32	97.9823	B1212	BRKG	154	2019-06-04	15.3379246894599	78.6	190.55	8	18.2	8.7	13.45	2.60555555555556	21.65	10.34	15.995	4.095	24.66	12.02	18.34	6.34
J230.A	Gulf	30.32	97.9823	F3701	FRMI	149	2019-05-30	14.9484902638801	135.25	302.5	9.4	23.2666666666667	10.8777777777778	17.0722222222222	5.21944444444444	23.99	13.01	18.5	6.645	24.22	12.8	18.51	6.51
J230.A	Gulf	30.32	97.9823	M6719	KBSM	130	2019-05-11	14.4229497140553	30.15	112.55	0	15.4444444444444	4.95	10.1972222222222	0.8	16.83	5.68	11.255	1.085	15.06	4.84	9.95	0.85
J231.A	Gulf	30.75	99.22	T2415	TMPL	58	2019-02-28	11.462445539876	77.155	196.895	0	15.4122222222222	5.81611111111111	10.6141666666667	1.02055555555556	13.955	5.397	9.676	0.476	14.796	4.584	9.69	0.144
J231.A	Gulf	30.75	99.22	K2206	KING	56	2019-02-26	11.4941141910495	218.2	411.15	1.45	20.4	9.01666666666667	14.7083333333333	3.58055555555556	21.54	10.51	16.025	4.035	21.52	9.4	15.46	3.46
J231.A	Gulf	30.75	99.22	F1318	FRMI	162	2019-06-12	15.1704952133928	239.45	458.7	5.75	25.8	13.3944444444444	19.5972222222222	7.59722222222222	26.22	13.77	19.995	7.995	25.56	13.78	19.67	7.67
J231.A	Gulf	30.75	99.22	M4604	KBSM	133	2019-05-14	14.531727254189	30.15	119.55	0	15.0333333333333	4.9	9.96666666666667	0.602777777777778	16.8	5.12	10.96	0.91	14.24	3.86	9.05	0
J234.A	Gulf	30.35	97.76	K2014	KING	58	2019-02-28	11.5472634754954	238.55	439.5	11.95	22.2888888888889	10.6555555555556	16.4722222222222	4.71111111111111	21.4	11.12	16.26	4.27	23.9	11.48	17.69	5.69
J234.A	Gulf	30.35	97.76	P1608	PKLE	53	2019-02-23	11.3302594433159	105.1	246.05	5.8	16.75	6.91666666666667	11.8333333333333	1.97777777777778	18.33	8.39	13.36	2.36	15.54	7.78	11.66	1.26
J234.A	Gulf	30.35	97.76	T1120	TMPL	67	2019-03-09	11.7431315461924	101.685	233.425	11.155	14.135	5.06333333333333	9.59916666666667	1.62722222222222	12.526	3.978	8.252	2.453	19.49	7.46	13.475	4.906
J234.A	Gulf	30.35	97.76	S2001	STIL	100	2019-04-11	12.9227987017719	82.305	204.94	2.045	20.9294444444444	7.61166666666667	14.2705555555556	3.55138888888889	24.427	9.823	17.125	5.125	26.802	11.178	18.99	6.99
J234.A	Gulf	30.35	97.76	M5216	KBSM	129	2019-05-10	14.3856047474734	30.15	112.55	0	15.8111111111111	5.16111111111111	10.4861111111111	0.8	17.32	6.2	11.76	1.085	17.42	6.38	11.9	1.68
J234.A	Gulf	30.35	97.76	M3320	KBSM	127	2019-05-08	14.3093908911833	25.9	104.3	0	16.4777777777778	5	10.7388888888889	0.861111111111111	15.34	5.89	10.615	0.66	18.92	5.82	12.37	1.32
J235.A	Gulf	30.53	96.2261	P3402	PKLE	20	2019-01-21	10.4898824362249	27.15	76.55	0	17.75	6.4	12.075	1.50833333333333	15.61	5.78	10.695	0.88	18.44	5.56	12	1.76
J235.A	Gulf	30.53	96.2261	K2015	KING	53	2019-02-23	11.4151866638652	210.1	391.05	5.35	21.2611111111111	10.8333333333333	16.0472222222222	4.91944444444444	22.6	10.94	16.77	4.965	18.9	10.76	14.83	2.85
J235.A	Gulf	30.53	96.2261	L1711	LINC	154	2019-06-04	14.9788405311572	169.75	352.65	6.35	21.9833333333333	10.6555555555556	16.3194444444444	4.83888888888889	24.29	12.12	18.205	6.205	25.56	11.78	18.67	6.67
J235.A	Gulf	30.53	96.2261	T2613	TMPL	51	2019-02-21	11.2497175832513	72.395	172.74	0	15.2622222222222	6.52333333333333	10.8927777777778	2.25583333333333	15.359	5.649	10.504	1.361	11.21	4.696	7.953	0
J235.A	Gulf	30.53	96.2261	C6004	CLMB	162	2019-06-12	14.8506984315608	365.3	649.3	4.75	26.75	15.7944444444444	21.2722222222222	9.27222222222222	26.86	15.66	21.26	9.26	25.58	14.6	20.09	8.09
J235.A	Gulf	30.53	96.2261	T3022	TMPL	51	2019-02-21	11.2497175832513	72.395	172.74	0	15.2622222222222	6.52333333333333	10.8927777777778	2.25583333333333	15.359	5.649	10.504	1.361	11.21	4.696	7.953	0
J235.A	Gulf	30.53	96.2261	M2410	KBSM	131	2019-05-12	14.4597635951941	30.15	113.15	0	15.0666666666667	5.22222222222222	10.1444444444444	0.8	16.49	5.51	11	1.085	15	4.88	9.94	0.85
J237.A	Gulf	28.32	99.1231	P4214	PKLE	18	2019-01-19	10.4518893220175	27.15	73.75	0	16.8888888888889	6.46111111111111	11.675	1.50833333333333	15.62	7.01	11.315	0.93	17.02	8.56	12.79	1.76
J237.A	Gulf	28.32	99.1231	T1019	TMPL	53	2019-02-23	11.3098382365826	76.435	182.925	4.04	14.4238888888889	5.58777777777778	10.0058333333333	1.47194444444444	15.595	6.514	11.0545	1.765	13.114	6.21	9.662	0.808
J237.A	Gulf	28.32	99.1231	M1811	KBSM	140	2019-05-21	14.7642093439012	55.85	167.35	0	18.6	6.63888888888889	12.6194444444444	2.03055555555556	19.34	7.62	13.48	2.57	20.08	9.5	14.79	3.97
J238.A	Gulf	32.05	98.6417	P3817	PKLE	39	2019-02-09	10.9356120704512	80.75	180.7	0	17.3055555555556	8.18333333333333	12.7444444444444	2.91666666666667	18.15	11.68	14.915	4.9	16.32	8.9	12.61	4.4
J238.A	Gulf	32.05	98.6417	T1810	TMPL	53	2019-02-23	11.3098382365826	76.435	182.925	4.04	14.4238888888889	5.58777777777778	10.0058333333333	1.47194444444444	15.595	6.514	11.0545	1.765	13.114	6.21	9.662	0.808
J238.A	Gulf	32.05	98.6417	M1220	KBSM	129	2019-05-10	14.3856047474734	30.15	112.55	0	15.8111111111111	5.16111111111111	10.4861111111111	0.8	17.32	6.2	11.76	1.085	17.42	6.38	11.9	1.68
J238.A	Gulf	32.05	98.6417	F3901	FRMI	149	2019-05-30	14.9484902638801	135.25	302.5	9.4	23.2666666666667	10.8777777777778	17.0722222222222	5.21944444444444	23.99	13.01	18.5	6.645	24.22	12.8	18.51	6.51
J240.A	Gulf	28.12	97.2342	C5412	CLMB	168	2019-06-18	14.8905965601083	413.65	721.65	9.55	26.2	15.4166666666667	20.8083333333333	8.80833333333333	24.87	14.87	19.87	7.87	25.24	16.64	20.94	8.94
J240.A	Gulf	28.12	97.2342	P7513	PKLE	20	2019-01-21	10.4898824362249	27.15	76.55	0	17.75	6.4	12.075	1.50833333333333	15.61	5.78	10.695	0.88	18.44	5.56	12	1.76
J241.A	Gulf	30.29	99.3969	K1216	KING	58	2019-02-28	11.5472634754954	238.55	439.5	11.95	22.2888888888889	10.6555555555556	16.4722222222222	4.71111111111111	21.4	11.12	16.26	4.27	23.9	11.48	17.69	5.69
J241.A	Gulf	30.29	99.3969	T1904	TMPL	58	2019-02-28	11.462445539876	77.155	196.895	0	15.4122222222222	5.81611111111111	10.6141666666667	1.02055555555556	13.955	5.397	9.676	0.476	14.796	4.584	9.69	0.144
J241.A	Gulf	30.29	99.3969	P2817	PKLE	46	2019-02-16	11.1281536043689	97.5	217.4	0	18.3555555555556	9.2	13.7777777777778	3.65277777777778	16.72	4.95	10.835	1.78	22.12	6.66	14.39	3.2
J241.A	Gulf	30.29	99.3969	M3403	KBSM	137	2019-05-18	14.6684902370718	49.15	154.55	7.7	18.0944444444444	6.57222222222222	12.3333333333333	1.65833333333333	18.79	6.91	12.85	2.325	22.8	8.7	15.75	3.8
J241.A	Gulf	30.29	99.3969	T2711	TMPL	56	2019-02-26	11.4010443412188	77.155	193.025	0.720000000000001	14.5161111111111	5.705	10.1105555555556	1.02055555555556	13.774	6.236	10.005	0.476	16.338	7.776	12.057	0.952
J245.A	Gulf	32.86	98.42	K1811	KING	74	2019-03-16	11.9821177565813	359.6	613.2	3.75	23.6611111111111	14.2666666666667	18.9638888888889	7.85555555555556	26.56	17.28	21.92	10.255	27.14	19.48	23.31	11.31
J245.A	Gulf	32.86	98.42	P1421	PKLE	57	2019-02-27	11.4489242845384	117.65	274.6	6.35	18.3888888888889	7.52777777777778	12.9583333333333	2.05	17.77	8.17	12.97	1.885	21.78	9.56	15.67	3.67
J245.A	Gulf	32.86	98.42	T2412	TMPL	60	2019-03-02	11.5242596453853	77.155	196.895	0	14.605	5.50777777777778	10.0563888888889	1.02055555555556	13.474	5.591	9.5325	0.476	11.476	4.17	7.823	0.144
J245.A	Gulf	32.86	98.42	C5808	CLMB	119	2019-04-30	13.7601402583932	78.4	196.9	3.3	19.5388888888889	7.43333333333333	13.4861111111111	2.49722222222222	20.05	8.97	14.51	2.835	19.2	7.36	13.28	1.93
J245.A	Gulf	32.86	98.42	F2514	FRMI	149	2019-05-30	14.9484902638801	135.25	302.5	9.4	23.2666666666667	10.8777777777778	17.0722222222222	5.21944444444444	23.99	13.01	18.5	6.645	24.22	12.8	18.51	6.51
J245.A	Gulf	32.86	98.42	B3107	BRKG	163	2019-06-13	15.4795436314182	140.65	288.6	0.799999999999999	23.9055555555556	11.4666666666667	17.6861111111111	5.72222222222222	25.6	12.41	19.005	7.005	22.2	9.24	15.72	3.72
J245.A	Gulf	32.86	98.42	M3606	KBSM	135	2019-05-16	14.6013518036023	36	133.4	4.6	16.2888888888889	5.65555555555556	10.9722222222222	0.927777777777778	16.83	5.29	11.06	1.01	18.6	5.74	12.17	1.17
J246.A	Gulf	32.65	98.2603	K1206	KING	56	2019-02-26	11.4941141910495	218.2	411.15	1.45	20.4	9.01666666666667	14.7083333333333	3.58055555555556	21.54	10.51	16.025	4.035	21.52	9.4	15.46	3.46
J246.A	Gulf	32.65	98.2603	P2620	PKLE	44	2019-02-14	11.0720275323267	87	199.75	5.5	17.4277777777778	8.70555555555556	13.0666666666667	3.22222222222222	16.82	7.11	11.965	2.825	17.32	5.32	11.32	1.25
J246.A	Gulf	32.65	98.2603	C1209	CLMB	119	2019-04-30	13.7601402583932	78.4	196.9	3.3	19.5388888888889	7.43333333333333	13.4861111111111	2.49722222222222	20.05	8.97	14.51	2.835	19.2	7.36	13.28	1.93
J246.A	Gulf	32.65	98.2603	L1809	LINC	136	2019-05-17	14.5202540719427	82.65	202.4	13.55	18.9833333333333	6.44444444444444	12.7138888888889	2.075	19.89	7.22	13.555	3.03	25.56	10.1	17.83	6.06
J246.A	Gulf	32.65	98.2603	T1202	TMPL	58	2019-02-28	11.462445539876	77.155	196.895	0	15.4122222222222	5.81611111111111	10.6141666666667	1.02055555555556	13.955	5.397	9.676	0.476	14.796	4.584	9.69	0.144
J246.A	Gulf	32.65	98.2603	F3315	FRMI	156	2019-06-06	15.0882365583511	192.55	387.8	8.85	24.5555555555556	12.9	18.7277777777778	6.875	26.05	13.66	19.855	7.855	26.1	13.32	19.71	7.71
J246.A	Gulf	32.65	98.2603	M4010	KBSM	136	2019-05-17	14.6352410731026	41.45	142.85	5.45	17.0166666666667	6.23333333333333	11.625	1.23055555555556	17.64	6.24	11.94	1.555	20.28	7.6	13.94	2.26
J247.A	Gulf	32.64	98.26	P7520	PKLE	31	2019-02-01	10.7316640867453	35.85	111.8	4.1	16.6666666666667	5.71111111111111	11.1888888888889	0.972222222222222	16.27	5.22	10.745	0.76	15.66	7	11.33	1.37
J247.A	Gulf	32.64	98.26	T1616	TMPL	49	2019-02-19	11.1902171993976	72.395	170.63	0	16.0994444444444	7.545	11.8222222222222	2.85805555555556	14.998	5.514	10.256	1.361	14.412	5.518	9.965	1.837
J247.A	Gulf	32.64	98.26	M1101	KBSM	139	2019-05-20	14.7329932270777	55.85	166.6	0	18.4055555555556	6.86666666666667	12.6361111111111	2.03055555555556	18.99	7.5	13.245	2.57	21.78	10.94	16.36	4.89
J248.A	Gulf	26.94	97.6836	T3006	TMPL	51	2019-02-21	11.2497175832513	72.395	172.74	0	15.2622222222222	6.52333333333333	10.8927777777778	2.25583333333333	15.359	5.649	10.504	1.361	11.21	4.696	7.953	0
J249.C	Gulf	30.15	97.69	K2506	KING	53	2019-02-23	11.4151866638652	210.1	391.05	5.35	21.2611111111111	10.8333333333333	16.0472222222222	4.91944444444444	22.6	10.94	16.77	4.965	18.9	10.76	14.83	2.85
J249.C	Gulf	30.15	97.69	P1817	PKLE	35	2019-02-05	10.8311687420385	69.5	161.45	10.75	18.05	7.43888888888889	12.7444444444444	2.35277777777778	19.1	11.11	15.105	4.125	22.32	16.78	19.55	7.55
J249.C	Gulf	30.15	97.69	C4203	CLMB	122	2019-05-03	13.868909256626	86.95	217.45	0.0999999999999996	19.8277777777778	9.44444444444444	14.6361111111111	2.97222222222222	18.59	9.34	13.965	2.29	17.98	11.84	14.91	2.91
J249.C	Gulf	30.15	97.69	L2207	LINC	144	2019-05-25	14.7546957814113	107.7	250.6	6.6	19.5388888888889	7.93333333333333	13.7361111111111	3.075	21.39	10	15.695	4.63	17.1	7.68	12.39	1.69
J249.C	Gulf	30.15	97.69	T2609	TMPL	49	2019-02-19	11.1902171993976	72.395	170.63	0	16.0994444444444	7.545	11.8222222222222	2.85805555555556	14.998	5.514	10.256	1.361	14.412	5.518	9.965	1.837
