"PLANT_ID" "SUBPOP" "Lat_origin" "Long_origin" "PLOT_GL" "SITE" "FL50" "GR50" "cgdd_12c_gr2fl" "crain_gr2fl" "crain_5d" "dyln_fl50" "dyln_change_sec" "DOY" "crain_1d" "crain_2d" "crain_3d" "crain_7d"
"1880" "J542.B" "Atlantic" 41.032321 72.196464 "P4217" "PKLE" 146 83 644.55 363.9 4.1 13.8752043500388 60.8675473457602 2019-05-27 0 0 0 4.1
"1881" "J542.B" "Atlantic" 41.032321 72.196464 "T2202" "TMPL" 147 86 523.89 404.66 0 13.9401207478593 60.6761279049501 2019-05-28 0 0 0 0
"1882" "J542.B" "Atlantic" 41.032321 72.196464 "C5206" "CLMB" 189 126 561.45 288.29 24.64 14.7782356026609 -51.4489732527885 2019-07-09 1.02 1.02 1.02 25.66
"1883" "J542.B" "Atlantic" 41.032321 72.196464 "L4101" "LINC" 200 132 628.4 259.9 6.6 14.7830472494685 -90.338431329765 2019-07-20 0 0 0 6.6
"1884" "J542.B" "Atlantic" 41.032321 72.196464 "M4819" "KBSM" 203 133 585.2 294 22 14.8276514413897 -103.436755216518 2019-07-23 0 0 14 22
"1885" "J542.B" "Atlantic" 41.032321 72.196464 "F3121" "FRMI" 207 149 642.3 180.2 2 14.6503490468191 -111.075381009289 2019-07-27 0 0 0 2
"1886" "J542.B" "Atlantic" 41.032321 72.196464 "S2818" "STIL" 210 144 901.89 232.15 0 14.0763133239876 -93.8608207897076 2019-07-30 0 0 0 0
"1887" "J542.B" "Atlantic" 41.032321 72.196464 "B3113" "BRKG" 217 142 601.6 303.5 0.3 14.516913405713 -144.737105560407 2019-08-06 0 0 0 0.3
"1888" "J542.C" "Atlantic" 41.032321 72.196464 "P7209" "PKLE" 136 66 586.25 368.7 3.3 13.6848026128083 77.2216964031642 2019-05-17 0 0 0 3.3
"1889" "J574.A" "Atlantic" 40.981698 72.616528 "P5812" "PKLE" 139 48 653.4 378.5 1.5 13.7466750839437 72.7208383076665 2019-05-20 0 0 1.5 1.5
"1890" "J574.A" "Atlantic" 40.981698 72.616528 "C3611" "CLMB" 199 119 709.85 356.12 10.42 14.5905823740938 -79.990369546509 2019-07-19 0 0 9.91 10.42
"1891" "J574.A" "Atlantic" 40.981698 72.616528 "L2313" "LINC" 208 134 715.2 303.5 29.7 14.5564601139837 -110.412964917818 2019-07-28 0 0 0 29.7
"1892" "J574.A" "Atlantic" 40.981698 72.616528 "M5410" "KBSM" 212 136 673.4 291 4 14.5380871129508 -124.928887733419 2019-08-01 0 0 0 4
"1893" "J574.A" "Atlantic" 40.981698 72.616528 "B3101" "BRKG" 221 140 634.1 305.3 0 14.3511643485928 -151.709603902621 2019-08-10 5.1 5.1 5.1 5.1
"1894" "J574.B" "Atlantic" 40.981698 72.616528 "K1218" "KING" 135 93 491.05 126.22 16.25 13.4890142070282 69.703599302828 2019-05-16 0 0.25 1.01 16.25
"1895" "J574.B" "Atlantic" 40.981698 72.616528 "P5407" "PKLE" 144 80 633.4 363.9 4.1 13.8408869367646 64.4451540245257 2019-05-25 0 0 0 4.1
"1896" "J574.B" "Atlantic" 40.981698 72.616528 "T1003" "TMPL" 158 88 667.48 451.91 17.53 14.0879323840344 37.5139360961022 2019-06-08 0 0 10.28 17.53
"1897" "J574.B" "Atlantic" 40.981698 72.616528 "S2618" "STIL" 193 142 661.935 223.76 0 14.44187938518 -56.4458469257744 2019-07-13 0 0 0 0
"1898" "J574.B" "Atlantic" 40.981698 72.616528 "C6416" "CLMB" 199 119 709.85 356.12 10.42 14.5905823740938 -79.990369546509 2019-07-19 0 0 9.91 10.42
"1899" "J574.B" "Atlantic" 40.981698 72.616528 "L2412" "LINC" 208 130 715.2 314.2 29.7 14.5564601139837 -110.412964917818 2019-07-28 0 0 0 29.7
"1900" "J574.B" "Atlantic" 40.981698 72.616528 "M4009" "KBSM" 214 129 694 314 4 14.4669873822673 -128.974924670499 2019-08-03 0 0 0 4
"1901" "J574.B" "Atlantic" 40.981698 72.616528 "B2918" "BRKG" 219 142 620.3 303.5 0.3 14.4349894913279 -148.350133544479 2019-08-08 0 0 0 0.3
"1902" "J574.C" "Atlantic" 40.981698 72.616528 "P6217" "PKLE" 158 74 869.35 403.8 27.7 14.0353629655423 36.4819861356935 2019-06-08 0 0 14.7 27.7
"1903" "J574.C" "Atlantic" 40.981698 72.616528 "T1906" "TMPL" 168 98 762.12 475.32 66.04 14.1561209601135 13.6561071174732 2019-06-18 1.96 5.11 68 68
"1904" "J574.C" "Atlantic" 40.981698 72.616528 "C5803" "CLMB" 199 122 698.05 302.52 10.42 14.5905823740938 -79.990369546509 2019-07-19 0 0 9.91 10.42
"1905" "J574.C" "Atlantic" 40.981698 72.616528 "L4111" "LINC" 208 126 720.15 347.4 29.7 14.5564601139837 -110.412964917818 2019-07-28 0 0 0 29.7
"1906" "J574.C" "Atlantic" 40.981698 72.616528 "M5421" "KBSM" 217 132 720.9 300 0 14.3563655510715 -134.569647903288 2019-08-06 4 4 4 4
"1907" "J574.C" "Atlantic" 40.981698 72.616528 "B2112" "BRKG" 221 140 634.1 305.3 0 14.3511643485928 -151.709603902621 2019-08-10 5.1 5.1 5.1 5.1
"1908" "J576.A" "Atlantic" 31.82015 81.25658333 "P3608" "PKLE" 153 44 890.95 394.8 12.2 13.9786531813311 47.2089433414425 2019-06-03 0 0 0 12.2
"1909" "J576.A" "Atlantic" 31.82015 81.25658333 "M3018" "KBSM" 217 144 684.05 275 0 14.3563655510715 -134.569647903288 2019-08-06 4 4 4 4
"1910" "J576.A" "Atlantic" 31.82015 81.25658333 "T1118" "TMPL" 247 70 2207.435 665.92 0 12.7369858801096 -108.697233742419 2019-09-05 0 0 0 0
"1911" "J576.B" "Atlantic" 31.82015 81.25658333 "P3407" "PKLE" 168 66 1084.8 452 10.6 14.1016708611948 13.278644387006 2019-06-18 0 4.8 10.6 10.6
"1912" "J576.B" "Atlantic" 31.82015 81.25658333 "T2908" "TMPL" 214 86 1549.825 639.42 0 13.641628601562 -82.5925031687298 2019-08-03 0.48 0.48 0.48 0.48
"1913" "J576.B" "Atlantic" 31.82015 81.25658333 "K1312" "KING" 226 77 2226.6 349.45 0 13.1742008284995 -82.8672928056754 2019-08-15 0 0 0 0
"1914" "J576.B" "Atlantic" 31.82015 81.25658333 "F3511" "FRMI" 242 162 907.1 224.3 17.5 13.277779701051 -159.623314314917 2019-08-31 1.5 1.5 1.5 19
"1915" "J576.B" "Atlantic" 31.82015 81.25658333 "M2006" "KBSM" 261 135 1082.9 377 14 12.4184916815375 -170.23170757799 2019-09-19 0 0 0 14
"1916" "J576.C" "Atlantic" 31.82015 81.25658333 "P4620" "PKLE" 151 49 840.2 394.8 12.2 13.9518554312612 51.2840743376067 2019-06-01 0 0 12.2 12.2
"1917" "J576.C" "Atlantic" 31.82015 81.25658333 "K2112" "KING" 165 56 1251.35 309.58 60.2 13.8654110975231 18.047726917851 2019-06-15 0 0 0 60.2
"1918" "J576.C" "Atlantic" 31.82015 81.25658333 "T1605" "TMPL" 205 67 1493.795 663.03 0 13.8337172777812 -69.0452099951408 2019-07-25 0 0 0 0
"1919" "J576.C" "Atlantic" 31.82015 81.25658333 "F1506" "FRMI" 225 162 747.6 182.4 19.5 14.0007669942416 -143.72827706758 2019-08-14 0 8.1 13.7 19.5
"1920" "J576.C" "Atlantic" 31.82015 81.25658333 "M1421" "KBSM" 242 147 888.55 315 25 13.302667795408 -163.006213898205 2019-08-31 0 0 8 25
"1921" "J577.A" "Atlantic" 32.29675 81.10216667 "K2412" "KING" 147 58 938.25 163.79 0 13.6911640483097 52.2398630361295 2019-05-28 0 0 0 0
"1922" "J577.A" "Atlantic" 32.29675 81.10216667 "P2811" "PKLE" 153 44 890.95 394.8 12.2 13.9786531813311 47.2089433414425 2019-06-03 0 0 0 12.2
"1923" "J577.A" "Atlantic" 32.29675 81.10216667 "T1102" "TMPL" 189 81 1169.395 639.42 17.12 14.0778474869864 -37.3058325244664 2019-07-09 0 16.26 16.26 17.12
"1924" "J577.A" "Atlantic" 32.29675 81.10216667 "C2820" "CLMB" 218 175 537.2 99.58 0 14.0507219098991 -119.157906152061 2019-08-07 0 0 0 0
"1925" "J577.A" "Atlantic" 32.29675 81.10216667 "F1924" "FRMI" 220 156 744.3 169 4.6 14.1965544915265 -136.55937332491 2019-08-09 0 0 0 4.6
"1926" "J577.A" "Atlantic" 32.29675 81.10216667 "M6211" "KBSM" 231 140 835 297 7 13.7893189248921 -153.963463285532 2019-08-20 0 0 3 7
"1927" "J577.B" "Atlantic" 32.29675 81.10216667 "P5622" "PKLE" 150 69 779.05 385.5 12.2 13.9376098550563 53.2714007404145 2019-05-31 0 12.2 12.2 12.2
"1928" "J577.B" "Atlantic" 32.29675 81.10216667 "K1505" "KING" 161 84 1004.3 233.9 84.83 13.8419072044375 26.2767121428546 2019-06-11 0 0 0 84.83
"1929" "J577.B" "Atlantic" 32.29675 81.10216667 "T1920" "TMPL" 175 77 971.275 607.66 78.32 14.1633764292242 -3.73341999432739 2019-06-25 0 59.69 59.69 78.32
"1930" "J577.B" "Atlantic" 32.29675 81.10216667 "C6810" "CLMB" 213 140 784.65 338.09 32.26 14.211725606504 -110.803261422527 2019-08-02 0 0 3.3 32.26
"1931" "J577.B" "Atlantic" 32.29675 81.10216667 "L3209" "LINC" 230 154 848.55 221.2 6.4 13.7547748998993 -145.911287745329 2019-08-19 0 0 0 6.4
"1932" "J577.B" "Atlantic" 32.29675 81.10216667 "F2523" "FRMI" 254 183 817.9 175.8 6.3 12.7347575062536 -165.116742037122 2019-09-12 3.3 5.3 5.3 9.6
"1933" "J578.A" "Atlantic" 35.59595 76.82933333 "P2002" "PKLE" 199 70 1593.65 508.6 0 13.8929166174436 -56.6462649689534 2019-07-19 0 0 0 0
"1934" "J578.A" "Atlantic" 35.59595 76.82933333 "S3311" "STIL" 243 112 1613.125 859.51 29.96 13.0157045196006 -129.481634515711 2019-09-01 0 0 28.19 29.96
"1935" "J578.A" "Atlantic" 35.59595 76.82933333 "M6612" "KBSM" 261 129 1087.15 400 14 12.4184916815375 -170.23170757799 2019-09-19 0 0 0 14
"1936" "J578.A" "Atlantic" 35.59595 76.82933333 "T1322" "TMPL" 269 77 2559.91 662.78 0 12.0562742758235 -112.605091999071 2019-09-27 0 0 0 0
"1937" "J578.A" "Atlantic" 35.59595 76.82933333 "F2721" "FRMI" 273 176 1089.25 361.3 72.9 11.8538654501433 -167.402276077924 2019-10-01 0 0 17.5 72.9
"1938" "J580.A" "Midwest" 41.8610833 88.2540556 "P4018" "PKLE" 134 81 477.15 358.3 3.6 13.6415064097483 80.029152833734 2019-05-15 0 0 0 3.6
"1939" "J580.A" "Midwest" 41.8610833 88.2540556 "T1922" "TMPL" 147 91 504.89 404.66 0 13.9401207478593 60.6761279049501 2019-05-28 0 0 0 0
"1940" "J580.A" "Midwest" 41.8610833 88.2540556 "S1510" "STIL" 183 137 548.53 386.06 0 14.5646904373301 -28.6380276400564 2019-07-03 10.92 10.92 10.92 10.92
"1941" "J580.A" "Midwest" 41.8610833 88.2540556 "C6405" "CLMB" 184 116 520.45 322.33 0 14.8409463954446 -35.524039585718 2019-07-04 22.1 22.1 22.1 22.1
"1942" "J580.A" "Midwest" 41.8610833 88.2540556 "L2614" "LINC" 196 126 566.9 287 0 14.8786992316213 -78.7982934348435 2019-07-16 5.1 5.1 5.1 5.1
"1943" "J580.A" "Midwest" 41.8610833 88.2540556 "M3205" "KBSM" 203 127 589.45 326 22 14.8276514413897 -103.436755216518 2019-07-23 0 0 14 22
"1944" "J580.A" "Midwest" 41.8610833 88.2540556 "B1620" "BRKG" 214 137 576.65 343.4 55.4 14.6359217188168 -138.820396647834 2019-08-03 0.3 0.3 0.3 55.7
"1945" "J581.C" "Midwest" 42.0595833 87.8422222 "K2618" "KING" 116 72 398.95 97.77 2.79 13.0711341297206 87.7724728743935 2019-04-27 0 0 2.79 2.79
"1946" "J581.C" "Midwest" 42.0595833 87.8422222 "P1805" "PKLE" 131 85 411.1 358.3 86.4 13.5737040444933 83.9546858985372 2019-05-12 0 3.3 3.3 86.4
"1947" "J581.C" "Midwest" 42.0595833 87.8422222 "T1912" "TMPL" 142 86 448.475 404.66 32.52 13.85069260343 69.7618140715392 2019-05-23 0 0 4.97 32.52
"1948" "J581.C" "Midwest" 42.0595833 87.8422222 "S3808" "STIL" 182 154 364.425 119.11 0 14.5726454450079 -25.6915635058157 2019-07-02 0 0 0 0
"1949" "J581.C" "Midwest" 42.0595833 87.8422222 "C3618" "CLMB" 186 116 545 346.97 24.64 14.8185070458734 -42.0020874776981 2019-07-06 0 2.54 24.64 24.64
"1950" "J581.C" "Midwest" 42.0595833 87.8422222 "L3706" "LINC" 196 124 569 288.3 0 14.8786992316213 -78.7982934348435 2019-07-16 5.1 5.1 5.1 5.1
"1951" "J581.C" "Midwest" 42.0595833 87.8422222 "F1504" "FRMI" 197 123 597.75 290.9 45.9 14.9266213742991 -84.0637850858343 2019-07-17 0 25.1 25.1 45.9
"1952" "J581.C" "Midwest" 42.0595833 87.8422222 "M2820" "KBSM" 203 129 589.45 310 22 14.8276514413897 -103.436755216518 2019-07-23 0 0 14 22
"1953" "J581.C" "Midwest" 42.0595833 87.8422222 "B2503" "BRKG" 219 137 626.55 343.7 0.3 14.4349894913279 -148.350133544479 2019-08-08 0 0 0 0.3
"1954" "J582.A" "Midwest" 41.365 88.1866944 "C1818" "CLMB" 203 116 769.05 389.65 41.15 14.4947233403686 -89.9305705717403 2019-07-23 0 21.84 27.94 41.15
"1955" "J582.A" "Midwest" 41.365 88.1866944 "M6718" "KBSM" 224 121 800.05 354 3 14.0820575613756 -145.552580036365 2019-08-13 0 0 0 3
"1956" "J582.C" "Midwest" 41.365 88.1866944 "P2420" "PKLE" 132 67 536.8 368.7 86.4 13.5966717900106 82.6838838620908 2019-05-13 0 0 3.3 86.4
"1957" "J582.C" "Midwest" 41.365 88.1866944 "C5007" "CLMB" 184 116 520.45 322.33 0 14.8409463954446 -35.524039585718 2019-07-04 22.1 22.1 22.1 22.1
"1958" "J582.C" "Midwest" 41.365 88.1866944 "M3220" "KBSM" 198 123 527.85 304 8 14.9635537749594 -89.1353426794488 2019-07-18 3 3 11 11
"1959" "J582.C" "Midwest" 41.365 88.1866944 "B1006" "BRKG" 214 140 570.4 305 55.4 14.6359217188168 -138.820396647834 2019-08-03 0.3 0.3 0.3 55.7
"1960" "J583.C" "Midwest" 41.6361111 87.4364722 "P5801" "PKLE" 120 56 434.7 197.9 0.5 13.2999760634073 95.5765850787913 2019-05-01 0.3 0.8 0.8 0.8
"1961" "J583.C" "Midwest" 41.6361111 87.4364722 "C2201" "CLMB" 186 112 557.9 349.76 24.64 14.8185070458734 -42.0020874776981 2019-07-06 0 2.54 24.64 24.64
"1962" "J583.C" "Midwest" 41.6361111 87.4364722 "C6803" "CLMB" 218 119 924.5 419.62 0 14.0507219098991 -119.157906152061 2019-08-07 0 0 0 0
"1963" "J584.A" "Atlantic" 32.34363 80.45525 "P5002" "PKLE" 197 38 1626.2 524.3 0 13.9238632057367 -52.8407622725339 2019-07-17 0 0 0 0
"1964" "J584.A" "Atlantic" 32.34363 80.45525 "S2505" "STIL" 233 102 1522.515 757.67 7.62 13.3678314133877 -122.914013436687 2019-08-22 34.8 34.8 34.8 42.42
"1965" "J584.A" "Atlantic" 32.34363 80.45525 "L1703" "LINC" 246 144 1039.15 366.3 1.3 13.0745806394372 -157.965751111602 2019-09-04 0 0 0 1.3
"1966" "J584.A" "Atlantic" 32.34363 80.45525 "M1204" "KBSM" 261 140 1057.2 369 14 12.4184916815375 -170.23170757799 2019-09-19 0 0 0 14
"1967" "J584.A" "Atlantic" 32.34363 80.45525 "T2706" "TMPL" 266 51 2562.25 690.39 0 12.1500965199492 -112.519571194751 2019-09-24 0 0 0 0
"1968" "J584.B" "Atlantic" 32.34363 80.45525 "K1203" "KING" 196 72 1705.65 321.01 0 13.732702401109 -45.0184654865708 2019-07-16 0 0 0 0
"1969" "J584.B" "Atlantic" 32.34363 80.45525 "P3214" "PKLE" 201 44 1702.9 517.9 0 13.8599164616552 -60.3059553555688 2019-07-21 0 0 0 0
"1970" "J584.B" "Atlantic" 32.34363 80.45525 "P3410" "PKLE" 218 46 2010.9 523 5.1 13.5084256379582 -85.2614354764007 2019-08-07 0 0 0 5.1
"1971" "J584.B" "Atlantic" 32.34363 80.45525 "S2503" "STIL" 233 98 1551.19 757.67 7.62 13.3678314133877 -122.914013436687 2019-08-22 34.8 34.8 34.8 42.42
"1972" "J584.B" "Atlantic" 32.34363 80.45525 "F3922" "FRMI" 242 156 960.7 230.4 17.5 13.277779701051 -159.623314314917 2019-08-31 1.5 1.5 1.5 19
"1973" "J584.B" "Atlantic" 32.34363 80.45525 "F3519" "FRMI" 249 162 962.25 234 8.2 12.9631280898302 -163.275105804553 2019-09-07 0 0 0 8.2
"1974" "J584.B" "Atlantic" 32.34363 80.45525 "T2219" "TMPL" 256 60 2389.515 686.79 19.05 12.4614102065069 -111.244539938323 2019-09-14 0 0 0 19.05
"1975" "J584.B" "Atlantic" 32.34363 80.45525 "M5814" "KBSM" 259 140 1042.8 369 35 12.513015249613 -169.854685275952 2019-09-17 0 0 2 35
"1976" "J584.C" "Atlantic" 32.34363 80.45525 "P5604" "PKLE" 205 43 1776.25 517.9 0 13.7880877446038 -67.1735878633484 2019-07-25 0 0 0 0
"1977" "J584.C" "Atlantic" 32.34363 80.45525 "S2020" "STIL" 228 121 1351.155 642.6 0 13.536157313492 -118.439254387192 2019-08-17 0 0 0 0
"1978" "J584.C" "Atlantic" 32.34363 80.45525 "C6802" "CLMB" 232 126 1079.25 393.2 3.05 13.5492093287449 -136.0984033927 2019-08-21 0.76 0.76 0.76 3.81
"1979" "J584.C" "Atlantic" 32.34363 80.45525 "K1606" "KING" 233 60 2488.3 351.48 0 13.0074511915663 -87.7431307679529 2019-08-22 0 0 0 0
"1980" "J584.C" "Atlantic" 32.34363 80.45525 "F2505" "FRMI" 235 149 956.8 231.5 15.5 13.584120258329 -154.457245254567 2019-08-24 0 0 0 15.5
"1981" "J584.C" "Atlantic" 32.34363 80.45525 "F3913" "FRMI" 235 140 1007.25 316.2 15.5 13.584120258329 -154.457245254567 2019-08-24 0 0 0 15.5
"1982" "J584.C" "Atlantic" 32.34363 80.45525 "T1508" "TMPL" 247 58 2235.97 668.14 0 12.7369858801096 -108.697233742419 2019-09-05 0 0 0 0
"1983" "J584.C" "Atlantic" 32.34363 80.45525 "M5206" "KBSM" 252 136 999.5 341 2 12.8418102030715 -167.880269837397 2019-09-10 1 2 2 3
"1984" "J584.C" "Atlantic" 32.34363 80.45525 "B1118" "BRKG" 256 158 780.15 502 157.7 12.6935875262716 -180.754341848579 2019-09-14 0 1.3 81.1 157.7
"1985" "J585.A" "Atlantic" 32.86471 79.83733 "T2513" "TMPL" 182 84 1035.92 622.3 14.64 14.136921865379 -20.9344340135488 2019-07-02 0 3.16 6.32 14.64
"1986" "J585.A" "Atlantic" 32.86471 79.83733 "P7011" "PKLE" 184 66 1348.35 499.9 22.9 14.0697503235406 -25.0128754500956 2019-07-04 0 0.3 0.3 22.9
"1987" "J585.A" "Atlantic" 32.86471 79.83733 "K1706" "KING" 189 84 1489.2 310.6 0.76 13.8096656160198 -32.0779339148402 2019-07-09 0 0 0 0.76
"1988" "J585.A" "Atlantic" 32.86471 79.83733 "C6819" "CLMB" 218 116 928.15 421.91 0 14.0507219098991 -119.157906152061 2019-08-07 0 0 0 0
"1989" "J585.A" "Atlantic" 32.86471 79.83733 "S3516" "STIL" 219 114 1241.795 651.49 66.8 13.8212937460803 -107.954992516568 2019-08-08 12.95 12.95 12.95 79.75
"1990" "J585.A" "Atlantic" 32.86471 79.83733 "S1406" "STIL" 224 96 1411.165 752.08 33.02 13.6660406747522 -114.190745817994 2019-08-13 0 0 0 33.02
"1991" "J585.A" "Atlantic" 32.86471 79.83733 "F1708" "FRMI" 235 149 956.8 231.5 15.5 13.584120258329 -154.457245254567 2019-08-24 0 0 0 15.5
"1992" "J585.A" "Atlantic" 32.86471 79.83733 "M1107" "KBSM" 252 137 994.9 340 2 12.8418102030715 -167.880269837397 2019-09-10 1 2 2 3
"1993" "J585.B" "Atlantic" 32.86471 79.83733 "P1402" "PKLE" 169 45 1137.55 460.3 10.6 14.1046921586474 10.8766708294617 2019-06-19 0 0 4.8 10.6
"1994" "J585.B" "Atlantic" 32.86471 79.83733 "K2005" "KING" 207 70 1931.8 325.32 4.31 13.5652816570973 -62.3377534102353 2019-07-27 0 0 0.25 4.31
"1995" "J585.B" "Atlantic" 32.86471 79.83733 "F2312" "FRMI" 235 168 815.4 193.1 15.5 13.584120258329 -154.457245254567 2019-08-24 0 0 0 15.5
"1996" "J585.B" "Atlantic" 32.86471 79.83733 "F3912" "FRMI" 235 162 849.8 206.8 15.5 13.584120258329 -154.457245254567 2019-08-24 0 0 0 15.5
"1997" "J585.B" "Atlantic" 32.86471 79.83733 "M1609" "KBSM" 242 133 943 342 25 13.302667795408 -163.006213898205 2019-08-31 0 0 8 25
"1998" "J585.B" "Atlantic" 32.86471 79.83733 "T2521" "TMPL" 262 56 2489.015 687.59 0 12.2750035663675 -112.193888528821 2019-09-20 0 0 0 0
"1999" "J585.C" "Atlantic" 32.86471 79.83733 "P3017" "PKLE" 159 52 967.45 418.2 27.7 14.0448778394481 34.2535460609646 2019-06-09 26.4 26.4 26.4 54.1
"2000" "J585.C" "Atlantic" 32.86471 79.83733 "K2313" "KING" 177 65 1419.55 320.25 15.74 13.8796241999357 -7.47260301132826 2019-06-27 0 0.25 15.74 15.74
"2001" "J585.C" "Atlantic" 32.86471 79.83733 "T1403" "TMPL" 205 81 1436.5 639.42 0 13.8337172777812 -69.0452099951408 2019-07-25 0 0 0 0
"2002" "J585.C" "Atlantic" 32.86471 79.83733 "C4005" "CLMB" 206 129 757 323.61 31.24 14.4159384595009 -96.7903197542697 2019-07-26 0 0 0 31.24
"2003" "J585.C" "Atlantic" 32.86471 79.83733 "S2214" "STIL" 213 100 1204.51 650.23 0.25 13.9952196753846 -98.9891649043628 2019-08-02 4.32 4.57 4.57 4.57
"2004" "J585.C" "Atlantic" 32.86471 79.83733 "F1501" "FRMI" 220 156 744.3 169 4.6 14.1965544915265 -136.55937332491 2019-08-09 0 0 0 4.6
"2005" "J585.C" "Atlantic" 32.86471 79.83733 "F3905" "FRMI" 220 140 848.15 272.3 4.6 14.1965544915265 -136.55937332491 2019-08-09 0 0 0 4.6
"2006" "J585.C" "Atlantic" 32.86471 79.83733 "M4618" "KBSM" 247 124 987.3 378 4 13.0738791979669 -165.779093062093 2019-09-05 0 0 1 4
"2007" "J586.A" "Atlantic" 33.50804 79.06522 "P3219" "PKLE" 198 72 1561.85 508.3 0 13.9086516910461 -54.7614528860073 2019-07-18 0 0 0 0
"2008" "J586.A" "Atlantic" 33.50804 79.06522 "C5812" "CLMB" 232 133 1061.5 376.7 3.05 13.5492093287449 -136.0984033927 2019-08-21 0.76 0.76 0.76 3.81
"2009" "J586.A" "Atlantic" 33.50804 79.06522 "L4212" "LINC" 244 138 1036.9 386.4 34.3 13.1621967214212 -156.910927936172 2019-09-02 0 0 0.5 34.3
"2010" "J586.A" "Atlantic" 33.50804 79.06522 "F3523" "FRMI" 249 149 1069.25 258.7 8.2 12.9631280898302 -163.275105804553 2019-09-07 0 0 0 8.2
"2011" "J586.A" "Atlantic" 33.50804 79.06522 "M1118" "KBSM" 259 133 1068.5 384 35 12.513015249613 -169.854685275952 2019-09-17 0 0 2 35
"2012" "J586.A" "Atlantic" 33.50804 79.06522 "T2008" "TMPL" 266 84 2475.52 662.78 0 12.1500965199492 -112.519571194751 2019-09-24 0 0 0 0
"2013" "J586.B" "Atlantic" 33.50804 79.06522 "P3802" "PKLE" 200 73 1592.4 499.7 0 13.8766681159206 -58.494605482781 2019-07-20 0 0 0 0
"2014" "J586.B" "Atlantic" 33.50804 79.06522 "K1409" "KING" 203 93 1693.95 287.75 0 13.6321602806859 -56.5001507370717 2019-07-23 0 0 0 0
"2015" "J586.B" "Atlantic" 33.50804 79.06522 "S2116" "STIL" 233 121 1439.345 650.22 7.62 13.3678314133877 -122.914013436687 2019-08-22 34.8 34.8 34.8 42.42
"2016" "J586.B" "Atlantic" 33.50804 79.06522 "C2807" "CLMB" 238 126 1138.85 434.35 41.15 13.317507023575 -140.935766061927 2019-08-27 0 14.99 38.87 41.15
"2017" "J586.B" "Atlantic" 33.50804 79.06522 "T2101" "TMPL" 238 86 1986.975 643.73 1.27 13.0044959351729 -104.560792473908 2019-08-27 0 0 0 1.27
"2018" "J586.B" "Atlantic" 33.50804 79.06522 "L3411" "LINC" 250 138 1091.3 386.4 0 12.8977822338452 -159.759619831231 2019-09-08 2 2 2 2
"2019" "J586.B" "Atlantic" 33.50804 79.06522 "M1205" "KBSM" 261 138 1071.6 376 14 12.4184916815375 -170.23170757799 2019-09-19 0 0 0 14
"2020" "J586.B" "Atlantic" 33.50804 79.06522 "B3102" "BRKG" 270 163 830.1 509.6 0 11.9854822455013 -182.633041768096 2019-09-28 0 0 0 0
"2021" "J586.C" "Atlantic" 33.50804 79.06522 "P6407" "PKLE" 188 73 1366 490 0.3 14.035633154275 -34.0750681895578 2019-07-08 9.7 9.7 9.7 10
"2022" "J586.C" "Atlantic" 33.50804 79.06522 "C2804" "CLMB" 225 122 999.25 392.94 26.92 13.8080211236188 -128.724782589997 2019-08-14 0 0.76 4.82 26.92
"2023" "J586.C" "Atlantic" 33.50804 79.06522 "S1605" "STIL" 238 96 1629.23 874 114.3 13.1939925490315 -126.560581516394 2019-08-27 0.25 1.77 12.69 114.55
"2024" "J586.C" "Atlantic" 33.50804 79.06522 "M5009" "KBSM" 252 135 1000.75 341 2 12.8418102030715 -167.880269837397 2019-09-10 1 2 2 3
"2025" "J587.A" "Gulf" 34.08622 81.11703 "P3811" "PKLE" 200 30 1732.95 525.1 0 13.8766681159206 -58.494605482781 2019-07-20 0 0 0 0
"2026" "J587.A" "Gulf" 34.08622 81.11703 "P6609" "PKLE" 201 26 1756.15 530.7 0 13.8599164616552 -60.3059553555688 2019-07-21 0 0 0 0
"2027" "J587.A" "Gulf" 34.08622 81.11703 "K2113" "KING" 217 56 2189.55 332.42 0 13.3726582049032 -74.5772522338328 2019-08-06 22.61 22.61 22.61 22.61
"2028" "J587.A" "Gulf" 34.08622 81.11703 "T1613" "TMPL" 252 51 2329.66 671.34 0 12.5846402746774 -110.28853404493 2019-09-10 17.27 17.27 17.27 17.27
"2029" "J587.A" "Gulf" 34.08622 81.11703 "S1110" "STIL" 256 150 1540.62 426.95 37.34 12.537677599979 -134.299359570184 2019-09-14 0 5.08 37.34 37.34
"2030" "J587.A" "Gulf" 34.08622 81.11703 "C3616" "CLMB" 259 175 985.35 229.11 0 12.4627975741209 -149.918715811638 2019-09-17 0 0 0 0
"2031" "J587.A" "Gulf" 34.08622 81.11703 "M1210" "KBSM" 261 133 1082.9 384 14 12.4184916815375 -170.23170757799 2019-09-19 0 0 0 14
"2032" "J587.B" "Gulf" 34.08622 81.11703 "P7402" "PKLE" 201 28 1755.4 525.1 0 13.8599164616552 -60.3059553555688 2019-07-21 0 0 0 0
"2033" "J587.B" "Gulf" 34.08622 81.11703 "T2314" "TMPL" 238 53 2086.1 670.92 1.27 13.0044959351729 -104.560792473908 2019-08-27 0 0 0 1.27
"2034" "J587.B" "Gulf" 34.08622 81.11703 "S2713" "STIL" 249 98 1767.185 900.66 0.25 12.7971862660469 -132.15792812716 2019-09-07 0 0 0 0.25
