"PLANT_ID" "SUBPOP" "Lat_origin" "Long_origin" "PLOT_GL" "SITE" "FL50" "GR50" "cgdd_12c_gr2fl" "crain_gr2fl" "crain_5d" "dyln_fl50" "dyln_change_sec" "DOY" "crain_1d" "crain_2d" "crain_3d" "crain_7d"
"963" "J371.A" "Midwest" 44.0851278 86.4375139 "T2616" "TMPL" 189 95 1102.37 638.52 17.12 14.0778474869864 -37.3058325244664 2019-07-09 0 16.26 16.26 17.12
"964" "J371.A" "Midwest" 44.0851278 86.4375139 "L1804" "LINC" 196 136 552.9 240.6 0 14.8786992316213 -78.7982934348435 2019-07-16 5.1 5.1 5.1 5.1
"965" "J371.A" "Midwest" 44.0851278 86.4375139 "F2920" "FRMI" 197 140 560.45 222.3 45.9 14.9266213742991 -84.0637850858343 2019-07-17 0 25.1 25.1 45.9
"966" "J371.A" "Midwest" 44.0851278 86.4375139 "M1809" "KBSM" 198 128 521.25 288 8 14.9635537749594 -89.1353426794488 2019-07-18 3 3 11 11
"967" "J371.A" "Midwest" 44.0851278 86.4375139 "B3210" "BRKG" 207 135 528.4 288 4.5 14.8928538995335 -122.549886409993 2019-07-27 0 2 2 4.5
"968" "J374.A" "Midwest" 42.6577222 85.8898056 "S3411" "STIL" 182 144 472.975 212.33 0 14.5726454450079 -25.6915635058157 2019-07-02 0 0 0 0
"969" "J374.A" "Midwest" 42.6577222 85.8898056 "C3203" "CLMB" 186 122 529.55 291.08 24.64 14.8185070458734 -42.0020874776981 2019-07-06 0 2.54 24.64 24.64
"970" "J374.A" "Midwest" 42.6577222 85.8898056 "L2410" "LINC" 202 136 653.1 271.3 30.7 14.7306006692594 -95.7380339692911 2019-07-22 29.7 53.8 53.8 60.4
"971" "J374.A" "Midwest" 42.6577222 85.8898056 "F2319" "FRMI" 211 140 745.9 267.7 2.8 14.5206124313411 -120.045321668159 2019-07-31 0 0 2.8 2.8
"972" "J374.A" "Midwest" 42.6577222 85.8898056 "M3620" "KBSM" 212 130 674.65 300 4 14.5380871129508 -124.928887733419 2019-08-01 0 0 0 4
"973" "J374.A" "Midwest" 42.6577222 85.8898056 "B1514" "BRKG" 221 142 634.1 303.5 0 14.3511643485928 -151.709603902621 2019-08-10 5.1 5.1 5.1 5.1
"974" "J374.B" "Midwest" 42.6577222 85.8898056 "P5821" "PKLE" 127 74 439.3 318.1 132.8 13.4784059651884 88.6695265771245 2019-05-08 36.6 82.8 82.8 169.4
"975" "J374.B" "Midwest" 42.6577222 85.8898056 "T1903" "TMPL" 151 88 568.47 434.38 29.72 14.0020686295915 52.7263355880351 2019-06-01 0 6.1 6.35 29.72
"976" "J374.B" "Midwest" 42.6577222 85.8898056 "C4607" "CLMB" 184 119 516.8 320.04 0 14.8409463954446 -35.524039585718 2019-07-04 22.1 22.1 22.1 22.1
"977" "J374.B" "Midwest" 42.6577222 85.8898056 "L2104" "LINC" 192 134 510.5 243.1 2.8 14.9611321821005 -66.3218730553169 2019-07-12 0 0 0 2.8
"978" "J374.B" "Midwest" 42.6577222 85.8898056 "M3206" "KBSM" 200 130 548.45 278 12 14.9115581035165 -95.0558907973651 2019-07-20 4 5 8 16
"979" "J374.B" "Midwest" 42.6577222 85.8898056 "B2301" "BRKG" 214 149 561.65 255.8 55.4 14.6359217188168 -138.820396647834 2019-08-03 0.3 0.3 0.3 55.7
"980" "J376.A" "Midwest" 43.0086389 86.2064167 "P5215" "PKLE" 138 76 552.75 359.8 1.5 13.7264748510805 74.259897972243 2019-05-19 0 1.5 1.5 1.5
"981" "J376.A" "Midwest" 43.0086389 86.2064167 "C3419" "CLMB" 186 112 557.9 349.76 24.64 14.8185070458734 -42.0020874776981 2019-07-06 0 2.54 24.64 24.64
"982" "J376.A" "Midwest" 43.0086389 86.2064167 "T2113" "TMPL" 189 86 1136.45 639.42 17.12 14.0778474869864 -37.3058325244664 2019-07-09 0 16.26 16.26 17.12
"983" "J376.A" "Midwest" 43.0086389 86.2064167 "L2701" "LINC" 192 128 510.5 281.2 2.8 14.9611321821005 -66.3218730553169 2019-07-12 0 0 0 2.8
"984" "J376.A" "Midwest" 43.0086389 86.2064167 "M5013" "KBSM" 205 124 610.4 326 19 14.7679900556702 -108.685759921882 2019-07-25 0 0 0 19
"985" "J376.A" "Midwest" 43.0086389 86.2064167 "F1513" "FRMI" 207 128 725.4 322.6 2 14.6503490468191 -111.075381009289 2019-07-27 0 0 0 2
"986" "J376.A" "Midwest" 43.0086389 86.2064167 "B3112" "BRKG" 214 137 576.65 343.4 55.4 14.6359217188168 -138.820396647834 2019-08-03 0.3 0.3 0.3 55.7
"987" "J376.B" "Midwest" 43.0086389 86.2064167 "P5009" "PKLE" 127 73 447 318.6 132.8 13.4784059651884 88.6695265771245 2019-05-08 36.6 82.8 82.8 169.4
"988" "J376.C" "Midwest" 43.0086389 86.2064167 "P6602" "PKLE" 132 68 525.45 368.7 86.4 13.5966717900106 82.6838838620908 2019-05-13 0 0 3.3 86.4
"989" "J376.C" "Midwest" 43.0086389 86.2064167 "T2819" "TMPL" 149 86 552.835 428.03 23.37 13.9722090583669 56.7741769303346 2019-05-30 0.25 23.62 23.62 23.62
"990" "J376.C" "Midwest" 43.0086389 86.2064167 "C6415" "CLMB" 179 112 462.3 325.12 7.87 14.881082685559 -18.8383962458772 2019-06-29 0 0 0 7.87
"991" "J376.C" "Midwest" 43.0086389 86.2064167 "S1704" "STIL" 179 98 693.725 630.16 33.52 14.5915759566585 -16.7297594532272 2019-06-29 0 0 0 33.52
"992" "J376.C" "Midwest" 43.0086389 86.2064167 "K1607" "KING" 182 56 1547.95 325.32 0.25 13.8604504713942 -17.9915616263422 2019-07-02 0 0 0 0.25
"993" "J376.C" "Midwest" 43.0086389 86.2064167 "L2804" "LINC" 194 130 533.45 253.8 1.8 14.9216331839236 -72.6721289118409 2019-07-14 0 0 0 1.8
"994" "J376.C" "Midwest" 43.0086389 86.2064167 "M5614" "KBSM" 205 124 610.4 326 19 14.7679900556702 -108.685759921882 2019-07-25 0 0 0 19
"995" "J376.C" "Midwest" 43.0086389 86.2064167 "B2420" "BRKG" 221 137 640.35 343.7 0 14.3511643485928 -151.709603902621 2019-08-10 5.1 5.1 5.1 5.1
"996" "J378.A" "Midwest" 43.0086389 86.2212222 "P4402" "PKLE" 139 77 568.3 359.8 1.5 13.7466750839437 72.7208383076665 2019-05-20 0 0 1.5 1.5
"997" "J378.A" "Midwest" 43.0086389 86.2212222 "T1812" "TMPL" 142 81 481.42 404.66 32.52 13.85069260343 69.7618140715392 2019-05-23 0 0 4.97 32.52
"998" "J378.A" "Midwest" 43.0086389 86.2212222 "C2401" "CLMB" 186 116 545 346.97 24.64 14.8185070458734 -42.0020874776981 2019-07-06 0 2.54 24.64 24.64
"999" "J378.A" "Midwest" 43.0086389 86.2212222 "L2905" "LINC" 194 134 533.45 243.1 1.8 14.9216331839236 -72.6721289118409 2019-07-14 0 0 0 1.8
"1000" "J378.A" "Midwest" 43.0086389 86.2212222 "M4411" "KBSM" 200 121 559.3 325 12 14.9115581035165 -95.0558907973651 2019-07-20 4 5 8 16
"1001" "J378.A" "Midwest" 43.0086389 86.2212222 "B1517" "BRKG" 207 135 528.4 288 4.5 14.8928538995335 -122.549886409993 2019-07-27 0 2 2 4.5
"1002" "J378.B" "Midwest" 43.0086389 86.2212222 "K2804" "KING" 128 98 358.3 109.47 45.46 13.3465952588357 77.6574653530169 2019-05-09 0 0.25 17.01 45.46
"1003" "J378.B" "Midwest" 43.0086389 86.2212222 "P1215" "PKLE" 133 73 496.2 358.8 40.2 13.6192760895167 81.3754782223029 2019-05-14 0 0 0 40.2
"1004" "J378.B" "Midwest" 43.0086389 86.2212222 "T1822" "TMPL" 140 86 423.125 399.69 27.55 13.8114640366802 73.1203723849575 2019-05-21 4.97 5.85 5.85 32.52
"1005" "J378.B" "Midwest" 43.0086389 86.2212222 "C1803" "CLMB" 180 112 475.95 325.12 0 14.8749101298187 -22.2212006650203 2019-06-30 0 0 0 0
"1006" "J378.B" "Midwest" 43.0086389 86.2212222 "L3509" "LINC" 192 124 517.55 288.3 2.8 14.9611321821005 -66.3218730553169 2019-07-12 0 0 0 2.8
"1007" "J378.B" "Midwest" 43.0086389 86.2212222 "M6414" "KBSM" 198 120 527.85 338 8 14.9635537749594 -89.1353426794488 2019-07-18 3 3 11 11
"1008" "J378.B" "Midwest" 43.0086389 86.2212222 "B2705" "BRKG" 210 135 560.45 343.4 57.4 14.786572639808 -129.957638948349 2019-07-30 0 53.6 55.4 57.4
"1009" "J378.C" "Midwest" 43.0086389 86.2212222 "P5615" "PKLE" 124 68 451.35 282.3 87.4 13.4036170454726 91.8316681057604 2019-05-05 0 0 82.8 87.4
"1010" "J378.C" "Midwest" 43.0086389 86.2212222 "C1219" "CLMB" 188 116 571.55 346.97 24.64 14.79252698412 -48.338942144413 2019-07-08 0 0 0 24.64
"1011" "J379.A" "Midwest" 42.6484083 82.5286806 "P6420" "PKLE" 134 75 498.2 358.3 3.6 13.6415064097483 80.029152833734 2019-05-15 0 0 0 3.6
"1012" "J379.A" "Midwest" 42.6484083 82.5286806 "T1618" "TMPL" 140 81 456.07 399.69 27.55 13.8114640366802 73.1203723849575 2019-05-21 4.97 5.85 5.85 32.52
"1013" "J379.A" "Midwest" 42.6484083 82.5286806 "C3413" "CLMB" 179 116 449.4 322.33 7.87 14.881082685559 -18.8383962458772 2019-06-29 0 0 0 7.87
"1014" "J379.A" "Midwest" 42.6484083 82.5286806 "S2704" "STIL" 193 119 807.9 576.05 0 14.44187938518 -56.4458469257744 2019-07-13 0 0 0 0
"1015" "J379.A" "Midwest" 42.6484083 82.5286806 "L2912" "LINC" 196 126 566.9 287 0 14.8786992316213 -78.7982934348435 2019-07-16 5.1 5.1 5.1 5.1
"1016" "J379.A" "Midwest" 42.6484083 82.5286806 "M6803" "KBSM" 203 126 593.6 326 22 14.8276514413897 -103.436755216518 2019-07-23 0 0 14 22
"1017" "J379.A" "Midwest" 42.6484083 82.5286806 "B2118" "BRKG" 214 137 576.65 343.4 55.4 14.6359217188168 -138.820396647834 2019-08-03 0.3 0.3 0.3 55.7
"1018" "J379.B" "Midwest" 42.6484083 82.5286806 "P2602" "PKLE" 128 71 473.8 364.1 165.6 13.5027240810764 87.5452171966231 2019-05-09 0.3 36.9 83.1 165.9
"1019" "J379.B" "Midwest" 42.6484083 82.5286806 "C4606" "CLMB" 182 112 504.4 325.12 0 14.8597691561382 -28.9236453888556 2019-07-02 0 0 0 0
"1020" "J379.B" "Midwest" 42.6484083 82.5286806 "M4017" "KBSM" 196 123 500.15 296 0 15.0122239225446 -82.9550627262741 2019-07-16 8 8 8 8
"1021" "J380.B" "Midwest" 44.0570639 86.5084083 "P6820" "PKLE" 131 83 433.5 358.3 86.4 13.5737040444933 83.9546858985372 2019-05-12 0 3.3 3.3 86.4
"1022" "J380.B" "Midwest" 44.0570639 86.5084083 "C3016" "CLMB" 181 116 476.95 322.33 0 14.8678035020796 -25.5838598608626 2019-07-01 0 0 0 0
"1023" "J380.B" "Midwest" 44.0570639 86.5084083 "M6405" "KBSM" 203 123 596.05 326 22 14.8276514413897 -103.436755216518 2019-07-23 0 0 14 22
"1024" "J381.A" "Midwest" 42.334582 86.300584 "T2818" "TMPL" 147 84 536.285 404.66 0 13.9401207478593 60.6761279049501 2019-05-28 0 0 0 0
"1025" "J381.A" "Midwest" 42.334582 86.300584 "C2603" "CLMB" 200 116 730 358.41 10.42 14.5676492268059 -82.5593302364631 2019-07-20 3.3 3.3 3.3 13.72
"1026" "J381.A" "Midwest" 42.334582 86.300584 "L2809" "LINC" 208 136 706.15 301 29.7 14.5564601139837 -110.412964917818 2019-07-28 0 0 0 29.7
"1027" "J381.A" "Midwest" 42.334582 86.300584 "M6703" "KBSM" 224 130 789.2 307 3 14.0820575613756 -145.552580036365 2019-08-13 0 0 0 3
"1028" "J381.A" "Midwest" 42.334582 86.300584 "S2811" "STIL" 224 179 722.14 119.89 33.02 13.6660406747522 -114.190745817994 2019-08-13 0 0 0 33.02
"1029" "J382.A" "Midwest" 42.1823667 85.825225 "P4822" "PKLE" 139 84 522.55 359.8 1.5 13.7466750839437 72.7208383076665 2019-05-20 0 0 1.5 1.5
"1030" "J382.A" "Midwest" 42.1823667 85.825225 "C5621" "CLMB" 184 119 516.8 320.04 0 14.8409463954446 -35.524039585718 2019-07-04 22.1 22.1 22.1 22.1
"1031" "J382.A" "Midwest" 42.1823667 85.825225 "M5408" "KBSM" 198 127 521.25 304 8 14.9635537749594 -89.1353426794488 2019-07-18 3 3 11 11
"1032" "J382.B" "Midwest" 42.1823667 85.825225 "C3602" "CLMB" 179 119 445.75 320.04 7.87 14.881082685559 -18.8383962458772 2019-06-29 0 0 0 7.87
"1033" "J382.B" "Midwest" 42.1823667 85.825225 "P6822" "PKLE" 182 67 1309.9 499.6 37.9 14.0830021622503 -20.356360751682 2019-07-02 0 0 11.9 37.9
"1034" "J384.A" "Midwest" 38.48164167 93.22158333 "P7507" "PKLE" 153 95 676.55 374.3 12.2 13.9786531813311 47.2089433414425 2019-06-03 0 0 0 12.2
"1035" "J384.A" "Midwest" 38.48164167 93.22158333 "C4819" "CLMB" 213 116 873.1 421.91 32.26 14.211725606504 -110.803261422527 2019-08-02 0 0 3.3 32.26
"1036" "J384.A" "Midwest" 38.48164167 93.22158333 "L1705" "LINC" 228 124 939.85 392.2 35.1 13.8355389574014 -143.723169345802 2019-08-17 0 6.4 6.4 35.1
"1037" "J384.A" "Midwest" 38.48164167 93.22158333 "M1203" "KBSM" 231 130 860.7 314 7 13.7893189248921 -153.963463285532 2019-08-20 0 0 3 7
"1038" "J384.B" "Midwest" 38.48164167 93.22158333 "P3404" "PKLE" 139 88 489.15 359.8 1.5 13.7466750839437 72.7208383076665 2019-05-20 0 0 1.5 1.5
"1039" "J384.B" "Midwest" 38.48164167 93.22158333 "K2606" "KING" 147 98 642.3 125.72 0 13.6911640483097 52.2398630361295 2019-05-28 0 0 0 0
"1040" "J384.B" "Midwest" 38.48164167 93.22158333 "T2814" "TMPL" 205 91 1384.555 639.42 0 13.8337172777812 -69.0452099951408 2019-07-25 0 0 0 0
"1041" "J384.B" "Midwest" 38.48164167 93.22158333 "S3518" "STIL" 233 119 1452.18 692.13 7.62 13.3678314133877 -122.914013436687 2019-08-22 34.8 34.8 34.8 42.42
"1042" "J384.B" "Midwest" 38.48164167 93.22158333 "C5616" "CLMB" 238 116 1161.05 493.03 41.15 13.317507023575 -140.935766061927 2019-08-27 0 14.99 38.87 41.15
"1043" "J384.B" "Midwest" 38.48164167 93.22158333 "L2403" "LINC" 240 122 1045.55 432.8 33 13.3355599351786 -154.452739026274 2019-08-29 0 0 33 33
"1044" "J384.B" "Midwest" 38.48164167 93.22158333 "B3004" "BRKG" 242 137 780.5 428.9 21.7 13.3868233537279 -174.459726738912 2019-08-31 1.5 1.5 1.5 23.2
"1045" "J384.B" "Midwest" 38.48164167 93.22158333 "M6008" "KBSM" 247 124 987.3 378 4 13.0738791979669 -165.779093062093 2019-09-05 0 0 1 4
"1046" "J384.C" "Midwest" 38.48164167 93.22158333 "P4209" "PKLE" 181 96 1109.25 487.4 37.9 14.0886567069036 -18.0024083683556 2019-07-01 0 11.9 22.6 37.9
"1047" "J384.C" "Midwest" 38.48164167 93.22158333 "C1605" "CLMB" 232 116 1101.45 451.88 3.05 13.5492093287449 -136.0984033927 2019-08-21 0.76 0.76 0.76 3.81
"1048" "J384.C" "Midwest" 38.48164167 93.22158333 "M5616" "KBSM" 247 129 980.7 362 4 13.0738791979669 -165.779093062093 2019-09-05 0 0 1 4
"1049" "J385.A" "Midwest" 38.53214167 93.29148333 "P3216" "PKLE" 142 66 678.35 374.3 5.6 13.80460294573 67.8710151162321 2019-05-23 0 0 4.1 5.6
"1050" "J385.A" "Midwest" 38.53214167 93.29148333 "S3912" "STIL" 198 98 986.395 641.59 0 14.3529917757603 -68.8857913332726 2019-07-18 0 0 0 0
"1051" "J385.A" "Midwest" 38.53214167 93.29148333 "T2222" "TMPL" 205 100 1330.57 587.36 0 13.8337172777812 -69.0452099951408 2019-07-25 0 0 0 0
"1052" "J385.A" "Midwest" 38.53214167 93.29148333 "C3002" "CLMB" 206 116 796.95 389.65 31.24 14.4159384595009 -96.7903197542697 2019-07-26 0 0 0 31.24
"1053" "J385.A" "Midwest" 38.53214167 93.29148333 "L2908" "LINC" 208 126 720.15 347.4 29.7 14.5564601139837 -110.412964917818 2019-07-28 0 0 0 29.7
"1054" "J385.A" "Midwest" 38.53214167 93.29148333 "F2507" "FRMI" 217 128 844.9 325.4 0 14.3090070631401 -131.595231859409 2019-08-06 4.6 4.6 4.6 4.6
"1055" "J385.A" "Midwest" 38.53214167 93.29148333 "M6614" "KBSM" 219 124 753.4 334 4 14.2801693754883 -137.994395133268 2019-08-08 3 3 7 7
"1056" "J385.A" "Midwest" 38.53214167 93.29148333 "B2915" "BRKG" 224 135 679.55 349.3 5.6 14.2221586445353 -156.296804965788 2019-08-13 1.5 2 2 7.1
"1057" "J385.B" "Midwest" 38.53214167 93.29148333 "P2816" "PKLE" 145 67 722.65 374.3 4.1 13.8582966979984 62.6751404413675 2019-05-26 0 0 0 4.1
"1058" "J385.B" "Midwest" 38.53214167 93.29148333 "T2602" "TMPL" 189 86 1136.45 639.42 17.12 14.0778474869864 -37.3058325244664 2019-07-09 0 16.26 16.26 17.12
"1059" "J385.B" "Midwest" 38.53214167 93.29148333 "C4813" "CLMB" 203 116 769.05 389.65 41.15 14.4947233403686 -89.9305705717403 2019-07-23 0 21.84 27.94 41.15
"1060" "J385.B" "Midwest" 38.53214167 93.29148333 "L2304" "LINC" 238 136 1017.95 352.1 7.6 13.421174660914 -153.034701548427 2019-08-27 33 33 33 40.6
"1061" "J385.B" "Midwest" 38.53214167 93.29148333 "B2403" "BRKG" 240 137 773.1 428.9 21.7 13.4835607747786 -173.096408375451 2019-08-29 0 0 1.3 21.7
"1062" "J385.B" "Midwest" 38.53214167 93.29148333 "M3208" "KBSM" 247 122 987.3 383 4 13.0738791979669 -165.779093062093 2019-09-05 0 0 1 4
"1063" "J386.A" "Midwest" 38.54838333 93.25808611 "K1202" "KING" 119 58 530.2 102.08 2.79 13.1431010086392 85.6275427560483 2019-04-30 0 0 0 2.79
"1064" "J386.A" "Midwest" 38.54838333 93.25808611 "P5406" "PKLE" 136 67 581.3 368.7 3.3 13.6848026128083 77.2216964031642 2019-05-17 0 0 0 3.3
"1065" "J386.A" "Midwest" 38.54838333 93.25808611 "T1805" "TMPL" 149 81 585.78 428.03 23.37 13.9722090583669 56.7741769303346 2019-05-30 0.25 23.62 23.62 23.62
"1066" "J386.A" "Midwest" 38.54838333 93.25808611 "C5217" "CLMB" 218 112 941.05 424.7 0 14.0507219098991 -119.157906152061 2019-08-07 0 0 0 0
"1067" "J386.A" "Midwest" 38.54838333 93.25808611 "L2615" "LINC" 226 122 926.95 385.8 28.7 13.9150625223639 -141.353630583638 2019-08-15 0 0 0 28.7
"1068" "J386.A" "Midwest" 38.54838333 93.25808611 "M1819" "KBSM" 231 126 869.1 344 7 13.7893189248921 -153.963463285532 2019-08-20 0 0 3 7
"1069" "J386.A" "Midwest" 38.54838333 93.25808611 "B3114" "BRKG" 233 137 731.85 407.2 56.4 13.8154946576491 -167.159044013675 2019-08-22 0 0 0 56.4
"1070" "J386.B" "Midwest" 38.54838333 93.25808611 "P5609" "PKLE" 132 71 503.65 367.7 86.4 13.5966717900106 82.6838838620908 2019-05-13 0 0 3.3 86.4
"1071" "J386.C" "Midwest" 38.54838333 93.25808611 "P6818" "PKLE" 141 66 662.3 374.3 5.6 13.7857498859755 69.5263221875621 2019-05-22 0 4.1 4.1 5.6
"1072" "J386.C" "Midwest" 38.54838333 93.25808611 "T1919" "TMPL" 151 79 619.55 434.38 29.72 14.0020686295915 52.7263355880351 2019-06-01 0 6.1 6.35 29.72
"1073" "J386.C" "Midwest" 38.54838333 93.25808611 "C1616" "CLMB" 203 112 781.95 392.44 41.15 14.4947233403686 -89.9305705717403 2019-07-23 0 21.84 27.94 41.15
"1074" "J386.C" "Midwest" 38.54838333 93.25808611 "L2913" "LINC" 218 120 829.25 356.1 0 14.2186325300416 -129.876038258745 2019-08-07 3.8 3.8 3.8 3.8
"1075" "J386.C" "Midwest" 38.54838333 93.25808611 "M5812" "KBSM" 219 124 753.4 334 4 14.2801693754883 -137.994395133268 2019-08-08 3 3 7 7
"1076" "J386.C" "Midwest" 38.54838333 93.25808611 "B1015" "BRKG" 231 137 713.65 407.2 56.4 13.90807940597 -165.087857122272 2019-08-20 0 0 45.7 56.4
"1077" "J387.A" "Midwest" 38.55061667 93.29858333 "P5010" "PKLE" 139 61 633.25 370.2 1.5 13.7466750839437 72.7208383076665 2019-05-20 0 0 1.5 1.5
"1078" "J387.A" "Midwest" 38.55061667 93.29858333 "T2204" "TMPL" 161 81 756.6 461.34 26.96 14.1153481758532 30.5668118884569 2019-06-11 0 0 9.43 26.96
"1079" "J387.A" "Midwest" 38.55061667 93.29858333 "S3913" "STIL" 211 100 1169.63 649.98 0 14.0497524010257 -95.6193226626695 2019-07-31 0 0 0 0
"1080" "J387.A" "Midwest" 38.55061667 93.29858333 "C2421" "CLMB" 218 112 941.05 424.7 0 14.0507219098991 -119.157906152061 2019-08-07 0 0 0 0
"1081" "J387.A" "Midwest" 38.55061667 93.29858333 "M1414" "KBSM" 231 122 871.55 349 7 13.7893189248921 -153.963463285532 2019-08-20 0 0 3 7
"1082" "J387.A" "Midwest" 38.55061667 93.29858333 "B2101" "BRKG" 242 137 780.5 428.9 21.7 13.3868233537279 -174.459726738912 2019-08-31 1.5 1.5 1.5 23.2
"1083" "J387.B" "Midwest" 38.55061667 93.29858333 "P6819" "PKLE" 148 68 758.6 374.3 0 13.9074722112492 57.1414796106694 2019-05-29 0 0 0 0
"1084" "J387.B" "Midwest" 38.55061667 93.29858333 "C6013" "CLMB" 204 116 777.55 389.65 31.24 14.4690915862592 -92.2743147939215 2019-07-24 0 0 21.84 31.24
"1085" "J387.B" "Midwest" 38.55061667 93.29858333 "S3203" "STIL" 224 112 1334.955 709.15 33.02 13.6660406747522 -114.190745817994 2019-08-13 0 0 0 33.02
"1086" "J387.B" "Midwest" 38.55061667 93.29858333 "M3011" "KBSM" 247 127 980.7 378 4 13.0738791979669 -165.779093062093 2019-09-05 0 0 1 4
"1087" "J387.C" "Midwest" 38.55061667 93.29858333 "K1220" "KING" 116 63 460.75 98.02 2.79 13.0711341297206 87.7724728743935 2019-04-27 0 0 2.79 2.79
"1088" "J387.C" "Midwest" 38.55061667 93.29858333 "P6402" "PKLE" 140 61 649.85 370.2 1.5 13.7664370187012 71.1429651269512 2019-05-21 4.1 4.1 4.1 5.6
"1089" "J387.C" "Midwest" 38.55061667 93.29858333 "T1816" "TMPL" 142 67 538.715 428.27 32.52 13.85069260343 69.7618140715392 2019-05-23 0 0 4.97 32.52
"1090" "J387.C" "Midwest" 38.55061667 93.29858333 "C6402" "CLMB" 204 112 790.45 392.44 31.24 14.4690915862592 -92.2743147939215 2019-07-24 0 0 21.84 31.24
"1091" "J387.C" "Midwest" 38.55061667 93.29858333 "F2522" "FRMI" 217 128 844.9 325.4 0 14.3090070631401 -131.595231859409 2019-08-06 4.6 4.6 4.6 4.6
"1092" "J387.C" "Midwest" 38.55061667 93.29858333 "B1011" "BRKG" 224 135 679.55 349.3 5.6 14.2221586445353 -156.296804965788 2019-08-13 1.5 2 2 7.1
"1093" "J387.C" "Midwest" 38.55061667 93.29858333 "L2707" "LINC" 224 124 904.55 385.8 32.5 13.9932435019761 -138.79329558376 2019-08-13 0 28.7 28.7 32.5
"1094" "J387.C" "Midwest" 38.55061667 93.29858333 "M5809" "KBSM" 231 126 869.1 344 7 13.7893189248921 -153.963463285532 2019-08-20 0 0 3 7
"1095" "J390.A" "Midwest" 40.3 86.22 "P6416" "PKLE" 118 58 402.45 197.4 37.6 13.2466401829812 97.2577233546311 2019-04-29 0 0 0 37.6
"1096" "J390.A" "Midwest" 40.3 86.22 "T2603" "TMPL" 140 77 470.03 399.69 27.55 13.8114640366802 73.1203723849575 2019-05-21 4.97 5.85 5.85 32.52
"1097" "J390.A" "Midwest" 40.3 86.22 "S3805" "STIL" 175 112 568.965 589.26 36.82 14.6051176343311 -4.58381486408825 2019-06-25 0 0.25 33.52 36.82
"1098" "J390.A" "Midwest" 40.3 86.22 "C3201" "CLMB" 181 122 461.5 266.44 0 14.8678035020796 -25.5838598608626 2019-07-01 0 0 0 0
"1099" "J390.A" "Midwest" 40.3 86.22 "L3807" "LINC" 190 124 493.5 288.3 2.8 14.9970734323631 -59.7603433394319 2019-07-10 0 1.8 1.8 2.8
"1100" "J390.A" "Midwest" 40.3 86.22 "M5202" "KBSM" 198 127 521.25 304 8 14.9635537749594 -89.1353426794488 2019-07-18 3 3 11 11
"1101" "J390.A" "Midwest" 40.3 86.22 "B2814" "BRKG" 210 137 546.1 343.4 57.4 14.786572639808 -129.957638948349 2019-07-30 0 53.6 55.4 57.4
"1102" "J390.B" "Midwest" 40.3 86.22 "K1812" "KING" 119 67 491.35 97.77 2.79 13.1431010086392 85.6275427560483 2019-04-30 0 0 0 2.79
"1103" "J390.B" "Midwest" 40.3 86.22 "P2010" "PKLE" 132 62 541.75 368.7 86.4 13.5966717900106 82.6838838620908 2019-05-13 0 0 3.3 86.4
"1104" "J390.B" "Midwest" 40.3 86.22 "T1806" "TMPL" 142 84 460.87 404.66 32.52 13.85069260343 69.7618140715392 2019-05-23 0 0 4.97 32.52
"1105" "J390.B" "Midwest" 40.3 86.22 "C3818" "CLMB" 171 112 376.25 255.52 42.67 14.8963311030275 8.60522993743871 2019-06-21 35.31 35.31 37.34 77.98
"1106" "J390.B" "Midwest" 40.3 86.22 "L1012" "LINC" 198 134 592.4 249.7 6.6 14.8324592924437 -84.6898230820806 2019-07-18 0 1.5 6.6 6.6
"1107" "J390.B" "Midwest" 40.3 86.22 "F2916" "FRMI" 203 128 682.8 322.6 42.6 14.7696826549389 -101.055061033902 2019-07-23 0 0 2 42.6
"1108" "J390.B" "Midwest" 40.3 86.22 "M4209" "KBSM" 203 121 596.05 343 22 14.8276514413897 -103.436755216518 2019-07-23 0 0 14 22
"1109" "J390.B" "Midwest" 40.3 86.22 "B2316" "BRKG" 207 135 528.4 288 4.5 14.8928538995335 -122.549886409993 2019-07-27 0 2 2 4.5
"1110" "J393.A" "Midwest" 41.63 87.43 "P6017" "PKLE" 139 78 565.55 359.8 1.5 13.7466750839437 72.7208383076665 2019-05-20 0 0 1.5 1.5
"1111" "J393.A" "Midwest" 41.63 87.43 "C3006" "CLMB" 213 119 869.45 419.62 32.26 14.211725606504 -110.803261422527 2019-08-02 0 0 3.3 32.26
"1112" "J393.A" "Midwest" 41.63 87.43 "B3018" "BRKG" 224 137 665.2 349.3 5.6 14.2221586445353 -156.296804965788 2019-08-13 1.5 2 2 7.1
"1113" "J393.A" "Midwest" 41.63 87.43 "S2708" "STIL" 224 98 1399.375 750.05 33.02 13.6660406747522 -114.190745817994 2019-08-13 0 0 0 33.02
"1114" "J393.A" "Midwest" 41.63 87.43 "M3414" "KBSM" 247 123 987.3 378 4 13.0738791979669 -165.779093062093 2019-09-05 0 0 1 4
"1115" "J393.B" "Midwest" 41.63 87.43 "P4403" "PKLE" 136 76 522.35 358.3 3.3 13.6848026128083 77.2216964031642 2019-05-17 0 0 0 3.3
"1116" "J393.B" "Midwest" 41.63 87.43 "T2420" "TMPL" 144 84 492.135 404.66 5.85 13.8879891152219 66.2445372897558 2019-05-25 0 0 0 5.85
