"PLANT_ID" "SUBPOP" "Lat_origin" "Long_origin" "PLOT_GL" "SITE" "GR50" "DOY" "DYLN" "cgdd_12c_jan2gr" "cgdd_8c_jan2gr" "GDD_12C_SM" "tmax_18d" "tmin_18d" "tave_18d" "cgdd_12c_18d" "tmax_10d" "tmin_10d" "tave_10d" "cgdd_12c_10d" "tmax_5d" "tmin_5d" "tave_5d" "cgdd_12c_5d"
"833" "J350.C" "Midwest" 40.7318833 83.0926167 "S2614" "STIL" 126 2019-05-07 13.8137703309535 208.625 425.915 9.525 23.4816666666667 11.9983333333333 17.74 5.74 23.484 12.713 18.0985 6.0985 24.088 12.994 18.541 6.541
"834" "J350.C" "Midwest" 40.7318833 83.0926167 "L3710" "LINC" 124 2019-05-05 14.0976040752822 47.4 133.25 1.6 18.6833333333333 4.40555555555556 11.5444444444444 1.05277777777778 16.43 4.1 10.265 0.285 16.88 4.44 10.66 0.42
"835" "J350.C" "Midwest" 40.7318833 83.0926167 "F2723" "FRMI" 126 2019-05-07 14.225085116898 36.15 120 0 17.0166666666667 5.25555555555556 11.1361111111111 1.06111111111111 14.73 4.9 9.815 0.465 18.02 5.78 11.9 0.93
"836" "J350.C" "Midwest" 40.7318833 83.0926167 "M4810" "KBSM" 123 2019-05-04 14.1513369874061 21.05 88.2 1.75 15.7444444444444 4.75555555555556 10.25 0.675 13.88 5.2 9.54 0.53 14.5 6.44 10.47 0.35
"837" "J350.C" "Midwest" 40.7318833 83.0926167 "B3010" "BRKG" 137 2019-05-18 14.8529331499527 33.85 94.25 2.15 14.9722222222222 5.39444444444444 10.1833333333333 1.275 17.29 6.88 12.085 2.275 22.56 10.54 16.55 4.55
"838" "J351.B" "Midwest" 40.7318833 83.0926167 "P7208" "PKLE" 79 2019-03-21 12.1223631901919 201.85 421.4 6.35 21.2111111111111 9.3 15.2555555555556 4.67777777777778 22.73 10.49 16.61 4.61 23.24 8.88 16.06 4.06
"839" "J351.B" "Midwest" 40.7318833 83.0926167 "C4206" "CLMB" 119 2019-04-30 13.7601402583932 78.4 196.9 3.3 19.5388888888889 7.43333333333333 13.4861111111111 2.49722222222222 20.05 8.97 14.51 2.835 19.2 7.36 13.28 1.93
"840" "J351.B" "Midwest" 40.7318833 83.0926167 "M5801" "KBSM" 123 2019-05-04 14.1513369874061 21.05 88.2 1.75 15.7444444444444 4.75555555555556 10.25 0.675 13.88 5.2 9.54 0.53 14.5 6.44 10.47 0.35
"841" "J351.C" "Midwest" 40.7318833 83.0926167 "P1602" "PKLE" 66 2019-03-08 11.7216166158999 133.95 301.5 11.35 15.8277777777778 6.31666666666667 11.0722222222222 1.95277777777778 14.83 4.93 9.88 2.265 16 4.28 10.14 3.26
"842" "J351.C" "Midwest" 40.7318833 83.0926167 "T1219" "TMPL" 86 2019-03-28 12.3446688409073 181.655 385.75 5.435 21.1388888888889 10.8966666666667 16.0177777777778 4.22027777777778 23.112 11.852 17.482 5.482 23.882 12.706 18.294 6.294
"843" "J351.C" "Midwest" 40.7318833 83.0926167 "S3902" "STIL" 114 2019-04-25 13.4228928010986 136.125 305.415 5.705 22.18 9.79055555555555 15.9852777777778 4.58305555555556 22.346 11.355 16.8505 4.8505 22.018 13.02 17.519 5.519
"844" "J351.C" "Midwest" 40.7318833 83.0926167 "C3819" "CLMB" 112 2019-04-23 13.4955392491899 64.05 157.8 0.550000000000001 20.9277777777778 7.61666666666667 14.2722222222222 3.375 20.45 7.61 14.03 3.06 20.3 8.18 14.24 2.8
"845" "J351.C" "Midwest" 40.7318833 83.0926167 "L1003" "LINC" 128 2019-05-09 14.2464971534433 52.35 148.15 0 17.7666666666667 4.98888888888889 11.3777777777778 1.01111111111111 16.78 5.38 11.08 0.705 18.02 5.98 12 1.31
"846" "J351.C" "Midwest" 40.7318833 83.0926167 "B1319" "BRKG" 137 2019-05-18 14.8529331499527 33.85 94.25 2.15 14.9722222222222 5.39444444444444 10.1833333333333 1.275 17.29 6.88 12.085 2.275 22.56 10.54 16.55 4.55
"847" "J351.C" "Midwest" 40.7318833 83.0926167 "M6704" "KBSM" 124 2019-05-05 14.1915129448733 21.75 92.9 0.700000000000001 15.9 4.51111111111111 10.2055555555556 0.630555555555556 13.94 4.57 9.255 0.245 17.22 6.02 11.62 0.49
"848" "J352.A" "Midwest" 39.8391167 83.5731 "P4621" "PKLE" 89 2019-03-31 12.4302332434136 275.3 533.4 0 23.4944444444444 11.7888888888889 17.6416666666667 5.72222222222222 24.95 13.45 19.2 7.345 23.24 11.56 17.4 5.69
"849" "J352.A" "Midwest" 39.8391167 83.5731 "C3020" "CLMB" 119 2019-04-30 13.7601402583932 78.4 196.9 3.3 19.5388888888889 7.43333333333333 13.4861111111111 2.49722222222222 20.05 8.97 14.51 2.835 19.2 7.36 13.28 1.93
"850" "J352.A" "Midwest" 39.8391167 83.5731 "M5205" "KBSM" 129 2019-05-10 14.3856047474734 30.15 112.55 0 15.8111111111111 5.16111111111111 10.4861111111111 0.8 17.32 6.2 11.76 1.085 17.42 6.38 11.9 1.68
"851" "J352.B" "Midwest" 39.8391167 83.5731 "K1703" "KING" 65 2019-03-07 11.7358882295048 257.05 474.65 0 20.3 9.52777777777778 14.9138888888889 3.81111111111111 19.78 9.07 14.425 4.03 16.32 5.82 11.07 2.28
"852" "J352.B" "Midwest" 39.8391167 83.5731 "P2411" "PKLE" 87 2019-03-29 12.3689382185425 271.45 523 9.7 24.45 12.4055555555556 18.4277777777778 6.42777777777778 26.51 14.06 20.285 8.285 26.68 14.56 20.62 8.62
"853" "J352.B" "Midwest" 39.8391167 83.5731 "T3001" "TMPL" 91 2019-04-02 12.5018320752962 190.665 409.81 0.145 20.7505555555556 9.85888888888889 15.3047222222222 3.68305555555556 20.972 10.134 15.553 4.048 18.062 7.562 12.812 1.802
"854" "J352.B" "Midwest" 39.8391167 83.5731 "S3006" "STIL" 133 2019-05-14 14.0177601227865 236.485 479.585 9.905 22.885 11.5727777777778 17.2288888888889 5.35055555555556 23.158 10.955 17.0565 5.2755 22.752 9.64 16.196 4.382
"855" "J352.B" "Midwest" 39.8391167 83.5731 "C1409" "CLMB" 119 2019-04-30 13.7601402583932 78.4 196.9 3.3 19.5388888888889 7.43333333333333 13.4861111111111 2.49722222222222 20.05 8.97 14.51 2.835 19.2 7.36 13.28 1.93
"856" "J352.B" "Midwest" 39.8391167 83.5731 "L4012" "LINC" 128 2019-05-09 14.2464971534433 52.35 148.15 0 17.7666666666667 4.98888888888889 11.3777777777778 1.01111111111111 16.78 5.38 11.08 0.705 18.02 5.98 12 1.31
"857" "J352.B" "Midwest" 39.8391167 83.5731 "M5404" "KBSM" 123 2019-05-04 14.1513369874061 21.05 88.2 1.75 15.7444444444444 4.75555555555556 10.25 0.675 13.88 5.2 9.54 0.53 14.5 6.44 10.47 0.35
"858" "J352.B" "Midwest" 39.8391167 83.5731 "B1402" "BRKG" 137 2019-05-18 14.8529331499527 33.85 94.25 2.15 14.9722222222222 5.39444444444444 10.1833333333333 1.275 17.29 6.88 12.085 2.275 22.56 10.54 16.55 4.55
"859" "J352.C" "Midwest" 39.8391167 83.5731 "P1212" "PKLE" 73 2019-03-15 11.9369656507002 180.8 376.35 0.800000000000001 18.7388888888889 8.6 13.6694444444444 4.10555555555556 23.62 11.95 17.785 6.315 22.44 13.22 17.83 5.83
"860" "J352.C" "Midwest" 39.8391167 83.5731 "C6814" "CLMB" 116 2019-04-27 13.6484504460942 72.4 182.15 2.85 20.1888888888889 6.95555555555556 13.5722222222222 2.675 20.06 7.98 14.02 2.3 19.34 8.22 13.78 1.78
"861" "J352.C" "Midwest" 39.8391167 83.5731 "L3007" "LINC" 130 2019-05-11 14.318137260029 52.35 149.3 0 16.9388888888889 4.33888888888889 10.6388888888889 0.536111111111111 16.45 4.66 10.555 0.705 14.12 4.44 9.28 0
"862" "J352.C" "Midwest" 39.8391167 83.5731 "M6812" "KBSM" 121 2019-05-02 14.0697541815429 19.3 81.4 0 15.6555555555556 4.22222222222222 9.93888888888889 0.605555555555556 14.32 4.43 9.375 0.355 12.2 4.78 8.49 0
"863" "J353.A" "Midwest" 39.8542833 83.5308 "P4410" "PKLE" 83 2019-03-25 12.2458580346685 239.15 474.7 10.8 24.3277777777778 12.6222222222222 18.475 6.475 24.06 11.61 17.835 5.835 26.78 14.68 20.73 8.73
"864" "J353.A" "Midwest" 39.8542833 83.5308 "T1913" "TMPL" 86 2019-03-28 12.3446688409073 181.655 385.75 5.435 21.1388888888889 10.8966666666667 16.0177777777778 4.22027777777778 23.112 11.852 17.482 5.482 23.882 12.706 18.294 6.294
"865" "J353.A" "Midwest" 39.8542833 83.5308 "S3009" "STIL" 98 2019-04-09 12.8488009127656 68.325 182.96 7.715 20.1283333333333 7.31388888888889 13.7211111111111 3.00194444444444 21.481 7.586 14.5335 3.727 25.158 10.86 18.009 6.009
"866" "J353.A" "Midwest" 39.8542833 83.5308 "C2409" "CLMB" 116 2019-04-27 13.6484504460942 72.4 182.15 2.85 20.1888888888889 6.95555555555556 13.5722222222222 2.675 20.06 7.98 14.02 2.3 19.34 8.22 13.78 1.78
"867" "J353.A" "Midwest" 39.8542833 83.5308 "L2406" "LINC" 116 2019-04-27 13.7807496152474 45.3 115.5 0 18.8444444444444 2.98888888888889 10.9166666666667 1.49722222222222 21.03 4.6 12.815 1.685 19.42 3.86 11.64 0.52
"868" "J353.A" "Midwest" 39.8542833 83.5308 "M5608" "KBSM" 126 2019-05-07 14.270555981326 25.9 101.7 0 16.5444444444444 4.82222222222222 10.6833333333333 0.861111111111111 15.09 5.46 10.275 0.66 17.98 6.14 12.06 1.32
"869" "J353.A" "Midwest" 39.8542833 83.5308 "B3416" "BRKG" 137 2019-05-18 14.8529331499527 33.85 94.25 2.15 14.9722222222222 5.39444444444444 10.1833333333333 1.275 17.29 6.88 12.085 2.275 22.56 10.54 16.55 4.55
"870" "J353.B" "Midwest" 39.8542833 83.5308 "P4817" "PKLE" 66 2019-03-08 11.7216166158999 133.95 301.5 11.35 15.8277777777778 6.31666666666667 11.0722222222222 1.95277777777778 14.83 4.93 9.88 2.265 16 4.28 10.14 3.26
"871" "J353.B" "Midwest" 39.8542833 83.5308 "C4001" "CLMB" 116 2019-04-27 13.6484504460942 72.4 182.15 2.85 20.1888888888889 6.95555555555556 13.5722222222222 2.675 20.06 7.98 14.02 2.3 19.34 8.22 13.78 1.78
"872" "J353.B" "Midwest" 39.8542833 83.5308 "S3906" "STIL" 121 2019-05-02 13.6563848340598 175.92 373.21 3.62 23.05 11.3516666666667 17.2008333333333 5.20083333333333 22.537 11.621 17.079 5.079 22.88 12.432 17.656 5.656
"873" "J353.B" "Midwest" 39.8542833 83.5308 "M3803" "KBSM" 121 2019-05-02 14.0697541815429 19.3 81.4 0 15.6555555555556 4.22222222222222 9.93888888888889 0.605555555555556 14.32 4.43 9.375 0.355 12.2 4.78 8.49 0
"874" "J353.B" "Midwest" 39.8542833 83.5308 "L3213" "LINC" 120 2019-05-01 13.9420486344256 45.3 121.7 0 19.1166666666667 3.75555555555556 11.4361111111111 1.39166666666667 18.42 4.82 11.62 1.115 14.98 4.1 9.54 0
"875" "J353.C" "Midwest" 39.8542833 83.5308 "K1011" "KING" 88 2019-03-30 12.3662679637536 453 762.6 10.15 24.2388888888889 14.9722222222222 19.6055555555556 7.60555555555556 25.77 15.26 20.515 8.515 26.48 15.24 20.86 8.86
"876" "J353.C" "Midwest" 39.8542833 83.5308 "P3806" "PKLE" 90 2019-04-01 12.4608034811303 275.3 536.5 0 23.1277777777778 11.2 17.1638888888889 5.29444444444444 24.01 12.89 18.45 6.685 21.58 10.1 15.84 4.31
"877" "J353.C" "Midwest" 39.8542833 83.5308 "T2122" "TMPL" 98 2019-04-09 12.719028658701 244.505 491.65 9.2 22.4933333333333 12.0711111111111 17.2822222222222 5.55722222222222 22.131 11.676 16.9035 5.3985 24.216 15.346 19.781 7.781
"878" "J353.C" "Midwest" 39.8542833 83.5308 "C1016" "CLMB" 112 2019-04-23 13.4955392491899 64.05 157.8 0.550000000000001 20.9277777777778 7.61666666666667 14.2722222222222 3.375 20.45 7.61 14.03 3.06 20.3 8.18 14.24 2.8
"879" "J353.C" "Midwest" 39.8542833 83.5308 "F1508" "FRMI" 123 2019-05-04 14.1084686945037 31.5 105.05 0 17.0388888888889 5.15555555555556 11.0972222222222 1.10277777777778 14.17 4.17 9.17 0.29 13.66 4.98 9.32 0
"880" "J353.C" "Midwest" 39.8542833 83.5308 "M2215" "KBSM" 123 2019-05-04 14.1513369874061 21.05 88.2 1.75 15.7444444444444 4.75555555555556 10.25 0.675 13.88 5.2 9.54 0.53 14.5 6.44 10.47 0.35
"881" "J353.C" "Midwest" 39.8542833 83.5308 "B3215" "BRKG" 137 2019-05-18 14.8529331499527 33.85 94.25 2.15 14.9722222222222 5.39444444444444 10.1833333333333 1.275 17.29 6.88 12.085 2.275 22.56 10.54 16.55 4.55
"882" "J354.B" "Midwest" 41.35965 88.3254333 "P1218" "PKLE" 81 2019-03-23 12.1841446988944 216.75 444.3 8.3 23.3722222222222 11.05 17.2111111111111 5.50555555555556 22.45 10.44 16.445 4.445 25.12 11.44 18.28 6.28
"883" "J354.B" "Midwest" 41.35965 88.3254333 "T2614" "TMPL" 88 2019-03-30 12.4076874787139 190.52 402.615 1.795 21.3688888888889 10.8027777777778 16.0858333333333 4.28833333333333 23.205 11.969 17.587 5.587 22.354 11.004 16.679 4.679
"884" "J354.B" "Midwest" 41.35965 88.3254333 "C1007" "CLMB" 119 2019-04-30 13.7601402583932 78.4 196.9 3.3 19.5388888888889 7.43333333333333 13.4861111111111 2.49722222222222 20.05 8.97 14.51 2.835 19.2 7.36 13.28 1.93
"885" "J354.B" "Midwest" 41.35965 88.3254333 "S3706" "STIL" 123 2019-05-04 13.7203818912231 183.73 389.02 4.65 22.5338888888889 11.4 16.9669444444444 4.96694444444444 23.002 11.66 17.331 5.331 20.572 12.688 16.63 4.63
"886" "J354.B" "Midwest" 41.35965 88.3254333 "M6606" "KBSM" 129 2019-05-10 14.3856047474734 30.15 112.55 0 15.8111111111111 5.16111111111111 10.4861111111111 0.8 17.32 6.2 11.76 1.085 17.42 6.38 11.9 1.68
"887" "J354.B" "Midwest" 41.35965 88.3254333 "B1310" "BRKG" 137 2019-05-18 14.8529331499527 33.85 94.25 2.15 14.9722222222222 5.39444444444444 10.1833333333333 1.275 17.29 6.88 12.085 2.275 22.56 10.54 16.55 4.55
"888" "J354.C" "Midwest" 41.35965 88.3254333 "P2018" "PKLE" 75 2019-03-17 11.9987376968532 182.6 386.15 1.05 18.2111111111111 8.13333333333333 13.1722222222222 3.60833333333333 23.45 12.55 18 6 21.1 10.44 15.77 3.77
"889" "J354.C" "Midwest" 41.35965 88.3254333 "T2303" "TMPL" 88 2019-03-30 12.4076874787139 190.52 402.615 1.795 21.3688888888889 10.8027777777778 16.0858333333333 4.28833333333333 23.205 11.969 17.587 5.587 22.354 11.004 16.679 4.679
"890" "J354.C" "Midwest" 41.35965 88.3254333 "C3806" "CLMB" 116 2019-04-27 13.6484504460942 72.4 182.15 2.85 20.1888888888889 6.95555555555556 13.5722222222222 2.675 20.06 7.98 14.02 2.3 19.34 8.22 13.78 1.78
"891" "J354.C" "Midwest" 41.35965 88.3254333 "S3616" "STIL" 137 2019-05-18 14.1242245524287 279.3 538.4 7.075 23.8494444444444 12.5544444444444 18.2019444444444 6.32361111111111 24.471 12.036 18.2535 6.4725 28.868 16.22 22.544 10.544
"892" "J354.C" "Midwest" 41.35965 88.3254333 "L1005" "LINC" 128 2019-05-09 14.2464971534433 52.35 148.15 0 17.7666666666667 4.98888888888889 11.3777777777778 1.01111111111111 16.78 5.38 11.08 0.705 18.02 5.98 12 1.31
"893" "J354.C" "Midwest" 41.35965 88.3254333 "M5006" "KBSM" 123 2019-05-04 14.1513369874061 21.05 88.2 1.75 15.7444444444444 4.75555555555556 10.25 0.675 13.88 5.2 9.54 0.53 14.5 6.44 10.47 0.35
"894" "J354.C" "Midwest" 41.35965 88.3254333 "B1710" "BRKG" 137 2019-05-18 14.8529331499527 33.85 94.25 2.15 14.9722222222222 5.39444444444444 10.1833333333333 1.275 17.29 6.88 12.085 2.275 22.56 10.54 16.55 4.55
"895" "J355.A" "Midwest" 41.3472833 88.1386 "P7210" "PKLE" 83 2019-03-25 12.2458580346685 239.15 474.7 10.8 24.3277777777778 12.6222222222222 18.475 6.475 24.06 11.61 17.835 5.835 26.78 14.68 20.73 8.73
"896" "J355.A" "Midwest" 41.3472833 88.1386 "C1201" "CLMB" 119 2019-04-30 13.7601402583932 78.4 196.9 3.3 19.5388888888889 7.43333333333333 13.4861111111111 2.49722222222222 20.05 8.97 14.51 2.835 19.2 7.36 13.28 1.93
"897" "J355.A" "Midwest" 41.3472833 88.1386 "L3102" "LINC" 128 2019-05-09 14.2464971534433 52.35 148.15 0 17.7666666666667 4.98888888888889 11.3777777777778 1.01111111111111 16.78 5.38 11.08 0.705 18.02 5.98 12 1.31
"898" "J355.A" "Midwest" 41.3472833 88.1386 "S3314" "STIL" 154 2019-06-04 14.4719312449611 452.965 780.065 12.215 27.5177777777778 16.5644444444444 22.0411111111111 10.0411111111111 28.226 17.714 22.97 10.97 29.864 17.696 23.78 11.78
"899" "J355.A" "Midwest" 41.3472833 88.1386 "M2217" "KBSM" 127 2019-05-08 14.3093908911833 25.9 104.3 0 16.4777777777778 5 10.7388888888889 0.861111111111111 15.34 5.89 10.615 0.66 18.92 5.82 12.37 1.32
"900" "J355.B" "Midwest" 41.3472833 88.1386 "P5613" "PKLE" 73 2019-03-15 11.9369656507002 180.8 376.35 0.800000000000001 18.7388888888889 8.6 13.6694444444444 4.10555555555556 23.62 11.95 17.785 6.315 22.44 13.22 17.83 5.83
"901" "J355.C" "Midwest" 41.3472833 88.1386 "P6221" "PKLE" 55 2019-02-25 11.3893486651412 106.9 255.85 1.05 16.2888888888889 6.32777777777778 11.3083333333333 1.45277777777778 16.49 7.39 11.94 0.94 18.1 8.56 13.33 1.62
"902" "J355.C" "Midwest" 41.3472833 88.1386 "C4004" "CLMB" 116 2019-04-27 13.6484504460942 72.4 182.15 2.85 20.1888888888889 6.95555555555556 13.5722222222222 2.675 20.06 7.98 14.02 2.3 19.34 8.22 13.78 1.78
"903" "J355.C" "Midwest" 41.3472833 88.1386 "T1509" "TMPL" 72 2019-03-14 11.9010721114167 124.37 276.11 5.305 15.7344444444444 6.65888888888889 11.1966666666667 2.66305555555556 20.145 9.867 15.006 4.7215 20.8 12.274 16.537 4.537
"904" "J355.C" "Midwest" 41.3472833 88.1386 "L2901" "LINC" 134 2019-05-15 14.4551515561514 61.4 173.15 7.45 17.0055555555556 5.08888888888889 11.0472222222222 0.894444444444445 18.01 5.83 11.92 1.4 20 6 13 1.81
"905" "J355.C" "Midwest" 41.3472833 88.1386 "M4418" "KBSM" 121 2019-05-02 14.0697541815429 19.3 81.4 0 15.6555555555556 4.22222222222222 9.93888888888889 0.605555555555556 14.32 4.43 9.375 0.355 12.2 4.78 8.49 0
"906" "J355.C" "Midwest" 41.3472833 88.1386 "S3109" "STIL" 107 2019-04-18 13.1773311387318 105.09 246.38 2.68 21.7922222222222 8.75111111111111 15.2716666666667 4.11305555555556 21.808 8.936 15.372 4.448 22.232 10.344 16.288 4.557
"907" "J355.C" "Midwest" 41.3472833 88.1386 "B2319" "BRKG" 149 2019-05-30 15.2222616411632 46.9 138.85 3.25 17.2777777777778 8.04444444444444 12.6611111111111 1.98888888888889 16.65 8.15 12.4 1.305 18.64 8.66 13.65 1.85
"908" "J357.B" "Midwest" 41.3472833 88.1386 "P5808" "PKLE" 79 2019-03-21 12.1223631901919 201.85 421.4 6.35 21.2111111111111 9.3 15.2555555555556 4.67777777777778 22.73 10.49 16.61 4.61 23.24 8.88 16.06 4.06
"909" "J357.B" "Midwest" 41.3472833 88.1386 "C4814" "CLMB" 116 2019-04-27 13.6484504460942 72.4 182.15 2.85 20.1888888888889 6.95555555555556 13.5722222222222 2.675 20.06 7.98 14.02 2.3 19.34 8.22 13.78 1.78
"910" "J357.B" "Midwest" 41.3472833 88.1386 "T2522" "TMPL" 91 2019-04-02 12.5018320752962 190.665 409.81 0.145 20.7505555555556 9.85888888888889 15.3047222222222 3.68305555555556 20.972 10.134 15.553 4.048 18.062 7.562 12.812 1.802
"911" "J357.B" "Midwest" 41.3472833 88.1386 "S3801" "STIL" 126 2019-05-07 13.8137703309535 208.625 425.915 9.525 23.4816666666667 11.9983333333333 17.74 5.74 23.484 12.713 18.0985 6.0985 24.088 12.994 18.541 6.541
"912" "J357.B" "Midwest" 41.3472833 88.1386 "M5007" "KBSM" 129 2019-05-10 14.3856047474734 30.15 112.55 0 15.8111111111111 5.16111111111111 10.4861111111111 0.8 17.32 6.2 11.76 1.085 17.42 6.38 11.9 1.68
"913" "J357.B" "Midwest" 41.3472833 88.1386 "B2808" "BRKG" 142 2019-05-23 15.0211487927613 33.85 99.7 0 14.85 5.86111111111111 10.3555555555556 1.26388888888889 17 7.77 12.385 2.275 11.44 5 8.22 0
"914" "J357.B" "Midwest" 41.3472833 88.1386 "L1504" "LINC" 124 2019-05-05 14.0976040752822 47.4 133.25 1.6 18.6833333333333 4.40555555555556 11.5444444444444 1.05277777777778 16.43 4.1 10.265 0.285 16.88 4.44 10.66 0.42
"915" "J357.C" "Midwest" 41.3472833 88.1386 "P1618" "PKLE" 67 2019-03-09 11.752260287586 144.45 316 10.5 17.1277777777778 6.87222222222222 12 2.53611111111111 15.28 5.31 10.295 2.68 21.46 7.48 14.47 5.36
"916" "J358.A" "Midwest" 41.3891833 88.1946167 "P2016" "PKLE" 52 2019-02-22 11.3009153997793 99.3 236.25 0.5 16.8722222222222 7.34444444444444 12.1083333333333 2.25277777777778 17.83 7.22 12.525 1.78 13.76 6.78 10.27 0.1
"917" "J358.A" "Midwest" 41.3891833 88.1946167 "C2811" "CLMB" 119 2019-04-30 13.7601402583932 78.4 196.9 3.3 19.5388888888889 7.43333333333333 13.4861111111111 2.49722222222222 20.05 8.97 14.51 2.835 19.2 7.36 13.28 1.93
"918" "J358.A" "Midwest" 41.3891833 88.1946167 "S3513" "STIL" 135 2019-05-16 14.0719921783272 259.96 511.06 12.105 23.3322222222222 12.3488888888889 17.8405555555556 5.96222222222222 23.974 11.76 17.867 6.086 28.346 13.23 20.788 8.788
"919" "J358.A" "Midwest" 41.3891833 88.1946167 "M6402" "KBSM" 126 2019-05-07 14.270555981326 25.9 101.7 0 16.5444444444444 4.82222222222222 10.6833333333333 0.861111111111111 15.09 5.46 10.275 0.66 17.98 6.14 12.06 1.32
"920" "J359.A" "Midwest" 41.26881944 96.17653611 "P1203" "PKLE" 67 2019-03-09 11.752260287586 144.45 316 10.5 17.1277777777778 6.87222222222222 12 2.53611111111111 15.28 5.31 10.295 2.68 21.46 7.48 14.47 5.36
"921" "J359.A" "Midwest" 41.26881944 96.17653611 "T1813" "TMPL" 84 2019-03-26 12.2814893114551 171.52 367.615 4.395 21.1772222222222 11.4166666666667 16.2969444444444 4.49944444444444 22.055 11.375 16.715 4.715 23.642 13.536 18.589 6.589
"922" "J359.A" "Midwest" 41.26881944 96.17653611 "S3712" "STIL" 112 2019-04-23 13.3538180739613 127.98 289.27 2.85 22.3661111111111 10.0094444444444 16.1877777777778 4.78555555555555 22.349 10.517 16.433 4.5675 22.466 10.69 16.578 4.578
"923" "J359.A" "Midwest" 41.26881944 96.17653611 "C6922" "CLMB" 112 2019-04-23 13.4955392491899 64.05 157.8 0.550000000000001 20.9277777777778 7.61666666666667 14.2722222222222 3.375 20.45 7.61 14.03 3.06 20.3 8.18 14.24 2.8
"924" "J359.A" "Midwest" 41.26881944 96.17653611 "L3801" "LINC" 124 2019-05-05 14.0976040752822 47.4 133.25 1.6 18.6833333333333 4.40555555555556 11.5444444444444 1.05277777777778 16.43 4.1 10.265 0.285 16.88 4.44 10.66 0.42
"925" "J359.A" "Midwest" 41.26881944 96.17653611 "F2116" "FRMI" 126 2019-05-07 14.225085116898 36.15 120 0 17.0166666666667 5.25555555555556 11.1361111111111 1.06111111111111 14.73 4.9 9.815 0.465 18.02 5.78 11.9 0.93
"926" "J359.A" "Midwest" 41.26881944 96.17653611 "B2513" "BRKG" 135 2019-05-16 14.7805926113919 27.6 80 8 13.6722222222222 4.6 9.13611111111111 0.927777777777778 15.34 5.61 10.475 1.65 19.9 9.22 14.56 3.3
"927" "J359.A" "Midwest" 41.26881944 96.17653611 "M5806" "KBSM" 124 2019-05-05 14.1915129448733 21.75 92.9 0.700000000000001 15.9 4.51111111111111 10.2055555555556 0.630555555555556 13.94 4.57 9.255 0.245 17.22 6.02 11.62 0.49
"928" "J359.B" "Midwest" 41.26881944 96.17653611 "P5617" "PKLE" 85 2019-03-27 12.3074677646751 253.75 497.3 6.9 23.9222222222222 12.2222222222222 18.0722222222222 6.07222222222222 25.56 12.67 19.115 7.115 26.44 15.68 21.06 9.06
"929" "J359.B" "Midwest" 41.26881944 96.17653611 "C1611" "CLMB" 116 2019-04-27 13.6484504460942 72.4 182.15 2.85 20.1888888888889 6.95555555555556 13.5722222222222 2.675 20.06 7.98 14.02 2.3 19.34 8.22 13.78 1.78
"930" "J365.A" "Midwest" 40.5037222 95.22027778 "P1804" "PKLE" 83 2019-03-25 12.2458580346685 239.15 474.7 10.8 24.3277777777778 12.6222222222222 18.475 6.475 24.06 11.61 17.835 5.835 26.78 14.68 20.73 8.73
"931" "J365.A" "Midwest" 40.5037222 95.22027778 "C2602" "CLMB" 116 2019-04-27 13.6484504460942 72.4 182.15 2.85 20.1888888888889 6.95555555555556 13.5722222222222 2.675 20.06 7.98 14.02 2.3 19.34 8.22 13.78 1.78
"932" "J365.A" "Midwest" 40.5037222 95.22027778 "L3415" "LINC" 132 2019-05-13 14.3877335002493 52.35 156.1 0 16.3555555555556 4.62222222222222 10.4888888888889 0.433333333333334 17.23 5.22 11.225 0.705 14.9 4 9.45 0
"933" "J365.A" "Midwest" 40.5037222 95.22027778 "M4803" "KBSM" 121 2019-05-02 14.0697541815429 19.3 81.4 0 15.6555555555556 4.22222222222222 9.93888888888889 0.605555555555556 14.32 4.43 9.375 0.355 12.2 4.78 8.49 0
"934" "J365.B" "Midwest" 40.5028611 95.21866667 "T1312" "TMPL" 91 2019-04-02 12.5018320752962 190.665 409.81 0.145 20.7505555555556 9.85888888888889 15.3047222222222 3.68305555555556 20.972 10.134 15.553 4.048 18.062 7.562 12.812 1.802
"935" "J365.B" "Midwest" 40.5028611 95.21866667 "P1214" "PKLE" 61 2019-03-03 11.5693162203603 117.65 277.2 0 17.25 7.62777777777778 12.4388888888889 2.00833333333333 16.61 7.51 12.06 1.885 13.66 5.58 9.62 1.27
"936" "J365.B" "Midwest" 40.5028611 95.21866667 "L3511" "LINC" 132 2019-05-13 14.3877335002493 52.35 156.1 0 16.3555555555556 4.62222222222222 10.4888888888889 0.433333333333334 17.23 5.22 11.225 0.705 14.9 4 9.45 0
"937" "J365.B" "Midwest" 40.5028611 95.21866667 "C3008" "CLMB" 116 2019-04-27 13.6484504460942 72.4 182.15 2.85 20.1888888888889 6.95555555555556 13.5722222222222 2.675 20.06 7.98 14.02 2.3 19.34 8.22 13.78 1.78
"938" "J365.B" "Midwest" 40.5028611 95.21866667 "S3004" "STIL" 114 2019-04-25 13.4228928010986 136.125 305.415 5.705 22.18 9.79055555555555 15.9852777777778 4.58305555555556 22.346 11.355 16.8505 4.8505 22.018 13.02 17.519 5.519
"939" "J365.B" "Midwest" 40.5028611 95.21866667 "B2801" "BRKG" 137 2019-05-18 14.8529331499527 33.85 94.25 2.15 14.9722222222222 5.39444444444444 10.1833333333333 1.275 17.29 6.88 12.085 2.275 22.56 10.54 16.55 4.55
