"PLANT_ID" "SUBPOP" "Lat_origin" "Long_origin" "PLOT_GL" "SITE" "GR50" "DOY" "DYLN" "cgdd_12c_jan2gr" "cgdd_8c_jan2gr" "GDD_12C_SM" "tmax_18d" "tmin_18d" "tave_18d" "cgdd_12c_18d" "tmax_10d" "tmin_10d" "tave_10d" "cgdd_12c_10d" "tmax_5d" "tmin_5d" "tave_5d" "cgdd_12c_5d"
"33" "J004.B" "Gulf" 38.736583 98.22838 "F1702" "FRMI" 162 2019-06-12 15.1704952133928 239.45 458.7 5.75 25.8 13.3944444444444 19.5972222222222 7.59722222222222 26.22 13.77 19.995 7.995 25.56 13.78 19.67 7.67
"34" "J004.B" "Gulf" 38.736583 98.22838 "T1611" "TMPL" 51 2019-02-21 11.2497175832513 72.395 172.74 0 15.2622222222222 6.52333333333333 10.8927777777778 2.25583333333333 15.359 5.649 10.504 1.361 11.21 4.696 7.953 0
"35" "J004.B" "Gulf" 38.736583 98.22838 "M4416" "KBSM" 138 2019-05-19 14.7010805630093 55.85 165.25 6.7 18.4777777777778 6.99444444444444 12.7361111111111 2.03055555555556 18.78 7.41 13.095 2.57 23.32 10.96 17.14 5.14
"36" "J004.B" "Gulf" 38.736583 98.22838 "P2219" "PKLE" 37 2019-02-07 10.882819050599 80.75 180.7 1.05 19.0333333333333 8.55 13.7916666666667 2.97777777777778 19.54 12.22 15.88 4.9 24.42 15.78 20.1 8.1
"37" "J005.A" "Gulf" 33.9764 89.683105 "P7216" "PKLE" 47 2019-02-17 11.1565126293328 98.8 222.7 1.3 18.6 9.47777777777778 14.0388888888889 3.725 16.22 5.5 10.86 1.805 21.9 7.66 14.78 3.46
"38" "J005.A" "Gulf" 33.9764 89.683105 "T2214" "TMPL" 56 2019-02-26 11.4010443412188 77.155 193.025 0.720000000000001 14.5161111111111 5.705 10.1105555555556 1.02055555555556 13.774 6.236 10.005 0.476 16.338 7.776 12.057 0.952
"39" "J005.A" "Gulf" 33.9764 89.683105 "S3417" "STIL" 126 2019-05-07 13.8137703309535 208.625 425.915 9.525 23.4816666666667 11.9983333333333 17.74 5.74 23.484 12.713 18.0985 6.0985 24.088 12.994 18.541 6.541
"40" "J005.A" "Gulf" 33.9764 89.683105 "C3211" "CLMB" 133 2019-05-14 14.2369556646419 112.05 280.05 3.35 18.8722222222222 8.76666666666667 13.8194444444444 2.36111111111111 19.07 8.3 13.685 2.335 16.94 5.92 11.43 0.67
"41" "J005.A" "Gulf" 33.9764 89.683105 "M4613" "KBSM" 143 2019-05-24 14.8534893047468 69.1 192.6 2.1 18.5722222222222 7.40555555555556 12.9888888888889 2.4 21.13 9.48 15.305 3.895 18.94 8 13.47 2.65
"42" "J005.A" "Gulf" 33.9764 89.683105 "F3702" "FRMI" 162 2019-06-12 15.1704952133928 239.45 458.7 5.75 25.8 13.3944444444444 19.5972222222222 7.59722222222222 26.22 13.77 19.995 7.995 25.56 13.78 19.67 7.67
"43" "J005.B" "Gulf" 33.9764 89.683105 "P5805" "PKLE" 48 2019-02-18 11.1850569298345 98.8 225.55 0 18.6333333333333 9.41666666666667 14.025 3.725 17.33 6.11 11.72 1.805 21.12 9 15.06 3.46
"44" "J005.B" "Gulf" 33.9764 89.683105 "K1619" "KING" 56 2019-02-26 11.4941141910495 218.2 411.15 1.45 20.4 9.01666666666667 14.7083333333333 3.58055555555556 21.54 10.51 16.025 4.035 21.52 9.4 15.46 3.46
"45" "J005.B" "Gulf" 33.9764 89.683105 "F1116" "FRMI" 149 2019-05-30 14.9484902638801 135.25 302.5 9.4 23.2666666666667 10.8777777777778 17.0722222222222 5.21944444444444 23.99 13.01 18.5 6.645 24.22 12.8 18.51 6.51
"46" "J005.B" "Gulf" 33.9764 89.683105 "T1911" "TMPL" 63 2019-03-05 11.6176416369596 77.155 196.895 0 11.3583333333333 3.60944444444444 7.48388888888889 0.264444444444444 10.312 2.043 6.1775 0.0720000000000001 5.828 -0.498 2.665 0
"47" "J005.B" "Gulf" 33.9764 89.683105 "L2712" "LINC" 134 2019-05-15 14.4551515561514 61.4 173.15 7.45 17.0055555555556 5.08888888888889 11.0472222222222 0.894444444444445 18.01 5.83 11.92 1.4 20 6 13 1.81
"48" "J005.B" "Gulf" 33.9764 89.683105 "B2208" "BRKG" 163 2019-06-13 15.4795436314182 140.65 288.6 0.799999999999999 23.9055555555556 11.4666666666667 17.6861111111111 5.72222222222222 25.6 12.41 19.005 7.005 22.2 9.24 15.72 3.72
"49" "J005.B" "Gulf" 33.9764 89.683105 "M3617" "KBSM" 130 2019-05-11 14.4229497140553 30.15 112.55 0 15.4444444444444 4.95 10.1972222222222 0.8 16.83 5.68 11.255 1.085 15.06 4.84 9.95 0.85
"50" "J005.B" "Gulf" 33.9764 89.683105 "C1810" "CLMB" 119 2019-04-30 13.7601402583932 78.4 196.9 3.3 19.5388888888889 7.43333333333333 13.4861111111111 2.49722222222222 20.05 8.97 14.51 2.835 19.2 7.36 13.28 1.93
"51" "J005.D" "Gulf" 33.9764 89.683105 "P6808" "PKLE" 54 2019-02-24 11.3597396717745 105.85 250.8 0.75 16.4111111111111 6.20555555555556 11.3083333333333 1.45277777777778 17.77 8 12.885 1.885 17.76 8.34 13.05 1.41
"52" "J005.D" "Gulf" 33.9764 89.683105 "K1707" "KING" 67 2019-03-09 11.7903468475278 276.4 502 12.15 20.9055555555556 10.0277777777778 15.4666666666667 4.36388888888889 20.79 9.96 15.375 4.98 18.02 7.3 12.66 3.87
"53" "J005.D" "Gulf" 33.9764 89.683105 "T2716" "TMPL" 67 2019-03-09 11.7431315461924 101.685 233.425 11.155 14.135 5.06333333333333 9.59916666666667 1.62722222222222 12.526 3.978 8.252 2.453 19.49 7.46 13.475 4.906
"54" "J005.D" "Gulf" 33.9764 89.683105 "S1315" "STIL" 121 2019-05-02 13.6563848340598 175.92 373.21 3.62 23.05 11.3516666666667 17.2008333333333 5.20083333333333 22.537 11.621 17.079 5.079 22.88 12.432 17.656 5.656
"55" "J005.D" "Gulf" 33.9764 89.683105 "C6018" "CLMB" 116 2019-04-27 13.6484504460942 72.4 182.15 2.85 20.1888888888889 6.95555555555556 13.5722222222222 2.675 20.06 7.98 14.02 2.3 19.34 8.22 13.78 1.78
"56" "J005.D" "Gulf" 33.9764 89.683105 "F3321" "FRMI" 149 2019-05-30 14.9484902638801 135.25 302.5 9.4 23.2666666666667 10.8777777777778 17.0722222222222 5.21944444444444 23.99 13.01 18.5 6.645 24.22 12.8 18.51 6.51
"57" "J005.D" "Gulf" 33.9764 89.683105 "L3001" "LINC" 138 2019-05-19 14.5829013276327 99.25 227 4.95 20.1611111111111 7.31111111111111 13.7361111111111 2.99722222222222 22.73 9 15.865 4.69 28.46 13.66 21.06 9.06
"58" "J005.D" "Gulf" 33.9764 89.683105 "M1402" "KBSM" 134 2019-05-15 14.5668410415973 31.4 124.8 1.25 15.7444444444444 5.15555555555556 10.45 0.672222222222222 16.81 5.22 11.015 0.965 16.2 4.06 10.13 0.25
"59" "J005.D" "Gulf" 33.9764 89.683105 "B2714" "BRKG" 154 2019-06-04 15.3379246894599 78.6 190.55 8 18.2 8.7 13.45 2.60555555555556 21.65 10.34 15.995 4.095 24.66 12.02 18.34 6.34
"60" "J006.A" "Atlantic" 35.732678 78.851233 "P3401" "PKLE" 65 2019-03-07 11.6910268147197 122.6 286.15 4.95 15.0555555555556 5.7 10.3777777777778 1.32222222222222 14 4.37 9.185 1.57 11.66 0.84 6.25 0.99
"61" "J006.A" "Atlantic" 35.732678 78.851233 "C2416" "CLMB" 116 2019-04-27 13.6484504460942 72.4 182.15 2.85 20.1888888888889 6.95555555555556 13.5722222222222 2.675 20.06 7.98 14.02 2.3 19.34 8.22 13.78 1.78
"62" "J006.A" "Atlantic" 35.732678 78.851233 "S2707" "STIL" 119 2019-04-30 13.5911072085459 165.475 354.765 4.895 22.1144444444444 10.5005555555556 16.3075 4.62055555555555 23.265 12.124 17.6945 5.6945 24.512 11.228 17.87 5.87
"63" "J006.A" "Atlantic" 35.732678 78.851233 "M6219" "KBSM" 129 2019-05-10 14.3856047474734 30.15 112.55 0 15.8111111111111 5.16111111111111 10.4861111111111 0.8 17.32 6.2 11.76 1.085 17.42 6.38 11.9 1.68
"64" "J006.B" "Atlantic" 35.732678 78.851233 "P1220" "PKLE" 70 2019-03-12 11.8444623301408 163.75 347.3 8 18.4 7.88888888888889 13.1444444444444 3.58055555555556 18.73 7.75 13.24 4.61 25.8 14.66 20.23 8.23
"65" "J006.B" "Atlantic" 35.732678 78.851233 "T2810" "TMPL" 91 2019-04-02 12.5018320752962 190.665 409.81 0.145 20.7505555555556 9.85888888888889 15.3047222222222 3.68305555555556 20.972 10.134 15.553 4.048 18.062 7.562 12.812 1.802
"66" "J006.B" "Atlantic" 35.732678 78.851233 "C1610" "CLMB" 129 2019-05-10 14.1093728213494 108.7 265.2 0 18.9833333333333 9.45555555555556 14.2194444444444 2.51111111111111 19.32 10.34 14.83 3.03 19.86 10.44 15.15 3.55
"67" "J006.B" "Atlantic" 35.732678 78.851233 "S3220" "STIL" 121 2019-05-02 13.6563848340598 175.92 373.21 3.62 23.05 11.3516666666667 17.2008333333333 5.20083333333333 22.537 11.621 17.079 5.079 22.88 12.432 17.656 5.656
"68" "J006.B" "Atlantic" 35.732678 78.851233 "L3512" "LINC" 138 2019-05-19 14.5829013276327 99.25 227 4.95 20.1611111111111 7.31111111111111 13.7361111111111 2.99722222222222 22.73 9 15.865 4.69 28.46 13.66 21.06 9.06
"69" "J006.B" "Atlantic" 35.732678 78.851233 "M6406" "KBSM" 136 2019-05-17 14.6352410731026 41.45 142.85 5.45 17.0166666666667 6.23333333333333 11.625 1.23055555555556 17.64 6.24 11.94 1.555 20.28 7.6 13.94 2.26
"70" "J006.B" "Atlantic" 35.732678 78.851233 "B1106" "BRKG" 144 2019-05-25 15.0829444412388 37.65 110.6 3.8 15.4388888888889 6.43888888888889 10.9388888888889 1.475 16 7.65 11.825 1.805 14.66 7.64 11.15 0.76
"71" "J006.C" "Atlantic" 35.732678 78.851233 "K2006" "KING" 102 2019-04-13 12.7417196335874 583.1 946.6 10.05 27.2666666666667 14.8111111111111 21.0388888888889 9.15555555555556 30.22 17.35 23.785 11.785 31.94 15.76 23.85 11.85
"72" "J006.C" "Atlantic" 35.732678 78.851233 "P1814" "PKLE" 72 2019-03-14 11.9061058587194 180 371.55 7.7 18.9833333333333 8.38333333333333 13.6833333333333 4.11944444444444 22.95 10.63 16.79 6.235 24.44 13.78 19.11 7.11
"73" "J006.C" "Atlantic" 35.732678 78.851233 "T1218" "TMPL" 86 2019-03-28 12.3446688409073 181.655 385.75 5.435 21.1388888888889 10.8966666666667 16.0177777777778 4.22027777777778 23.112 11.852 17.482 5.482 23.882 12.706 18.294 6.294
"74" "J006.C" "Atlantic" 35.732678 78.851233 "C2402" "CLMB" 119 2019-04-30 13.7601402583932 78.4 196.9 3.3 19.5388888888889 7.43333333333333 13.4861111111111 2.49722222222222 20.05 8.97 14.51 2.835 19.2 7.36 13.28 1.93
"75" "J006.C" "Atlantic" 35.732678 78.851233 "F1522" "FRMI" 140 2019-05-21 14.7076949451141 68.8 200.05 0 19.4222222222222 7.47777777777778 13.45 2.07222222222222 20.5 7.96 14.23 2.75 20.22 8.46 14.34 2.87
"76" "J006.C" "Atlantic" 35.732678 78.851233 "B2117" "BRKG" 154 2019-06-04 15.3379246894599 78.6 190.55 8 18.2 8.7 13.45 2.60555555555556 21.65 10.34 15.995 4.095 24.66 12.02 18.34 6.34
"77" "J006.C" "Atlantic" 35.732678 78.851233 "M4002" "KBSM" 127 2019-05-08 14.3093908911833 25.9 104.3 0 16.4777777777778 5 10.7388888888889 0.861111111111111 15.34 5.89 10.615 0.66 18.92 5.82 12.37 1.32
"78" "J008.A" "Gulf" 35.426617 91.839435 "P6607" "PKLE" 58 2019-02-28 11.4788770711039 117.65 274.6 0 18.5166666666667 7.58888888888889 13.0527777777778 2.05 17.33 7.89 12.61 1.885 19.12 8 13.56 2.51
"79" "J008.A" "Gulf" 35.426617 91.839435 "K2212" "KING" 58 2019-02-28 11.5472634754954 238.55 439.5 11.95 22.2888888888889 10.6555555555556 16.4722222222222 4.71111111111111 21.4 11.12 16.26 4.27 23.9 11.48 17.69 5.69
"80" "J008.A" "Gulf" 35.426617 91.839435 "T2103" "TMPL" 56 2019-02-26 11.4010443412188 77.155 193.025 0.720000000000001 14.5161111111111 5.705 10.1105555555556 1.02055555555556 13.774 6.236 10.005 0.476 16.338 7.776 12.057 0.952
"81" "J008.A" "Gulf" 35.426617 91.839435 "C6421" "CLMB" 119 2019-04-30 13.7601402583932 78.4 196.9 3.3 19.5388888888889 7.43333333333333 13.4861111111111 2.49722222222222 20.05 8.97 14.51 2.835 19.2 7.36 13.28 1.93
"82" "J008.A" "Gulf" 35.426617 91.839435 "F1713" "FRMI" 140 2019-05-21 14.7076949451141 68.8 200.05 0 19.4222222222222 7.47777777777778 13.45 2.07222222222222 20.5 7.96 14.23 2.75 20.22 8.46 14.34 2.87
"83" "J008.A" "Gulf" 35.426617 91.839435 "L2511" "LINC" 142 2019-05-23 14.700264093275 100.3 235.2 1.05 19.4833333333333 7.71111111111111 13.5972222222222 2.93888888888889 22.06 9.66 15.86 4.795 15.78 6.88 11.33 1.2
"84" "J008.A" "Gulf" 35.426617 91.839435 "B2817" "BRKG" 144 2019-05-25 15.0829444412388 37.65 110.6 3.8 15.4388888888889 6.43888888888889 10.9388888888889 1.475 16 7.65 11.825 1.805 14.66 7.64 11.15 0.76
"85" "J008.A" "Gulf" 35.426617 91.839435 "M6815" "KBSM" 130 2019-05-11 14.4229497140553 30.15 112.55 0 15.4444444444444 4.95 10.1972222222222 0.8 16.83 5.68 11.255 1.085 15.06 4.84 9.95 0.85
"86" "J008.B" "Gulf" 35.426617 91.839435 "P6809" "PKLE" 59 2019-03-01 11.5089309313112 117.65 275.5 0 18.2388888888889 7.43888888888889 12.8388888888889 2.00833333333333 17.83 8.01 12.92 1.885 17.9 7.68 12.79 2.36
"87" "J008.B" "Gulf" 35.426617 91.839435 "K2104" "KING" 74 2019-03-16 11.9821177565813 359.6 613.2 3.75 23.6611111111111 14.2666666666667 18.9638888888889 7.85555555555556 26.56 17.28 21.92 10.255 27.14 19.48 23.31 11.31
"88" "J008.B" "Gulf" 35.426617 91.839435 "C6219" "CLMB" 119 2019-04-30 13.7601402583932 78.4 196.9 3.3 19.5388888888889 7.43333333333333 13.4861111111111 2.49722222222222 20.05 8.97 14.51 2.835 19.2 7.36 13.28 1.93
"89" "J008.B" "Gulf" 35.426617 91.839435 "S2915" "STIL" 121 2019-05-02 13.6563848340598 175.92 373.21 3.62 23.05 11.3516666666667 17.2008333333333 5.20083333333333 22.537 11.621 17.079 5.079 22.88 12.432 17.656 5.656
"90" "J008.B" "Gulf" 35.426617 91.839435 "T2520" "TMPL" 72 2019-03-14 11.9010721114167 124.37 276.11 5.305 15.7344444444444 6.65888888888889 11.1966666666667 2.66305555555556 20.145 9.867 15.006 4.7215 20.8 12.274 16.537 4.537
"91" "J008.B" "Gulf" 35.426617 91.839435 "F3303" "FRMI" 140 2019-05-21 14.7076949451141 68.8 200.05 0 19.4222222222222 7.47777777777778 13.45 2.07222222222222 20.5 7.96 14.23 2.75 20.22 8.46 14.34 2.87
"92" "J008.B" "Gulf" 35.426617 91.839435 "B2411" "BRKG" 144 2019-05-25 15.0829444412388 37.65 110.6 3.8 15.4388888888889 6.43888888888889 10.9388888888889 1.475 16 7.65 11.825 1.805 14.66 7.64 11.15 0.76
"93" "J008.B" "Gulf" 35.426617 91.839435 "L3603" "LINC" 138 2019-05-19 14.5829013276327 99.25 227 4.95 20.1611111111111 7.31111111111111 13.7361111111111 2.99722222222222 22.73 9 15.865 4.69 28.46 13.66 21.06 9.06
"94" "J008.B" "Gulf" 35.426617 91.839435 "M3221" "KBSM" 130 2019-05-11 14.4229497140553 30.15 112.55 0 15.4444444444444 4.95 10.1972222222222 0.8 16.83 5.68 11.255 1.085 15.06 4.84 9.95 0.85
"95" "J008.D" "Gulf" 35.426617 91.839435 "P6805" "PKLE" 60 2019-03-02 11.5390794087582 117.65 277.2 0 17.9 7.59444444444444 12.7472222222222 2.00833333333333 17.22 8.23 12.725 1.885 16.34 7.9 12.12 2.15
"96" "J008.D" "Gulf" 35.426617 91.839435 "T2321" "TMPL" 57 2019-02-27 11.4316899529609 77.155 196.895 0 15.5083333333333 5.91666666666667 10.7125 1.02055555555556 14.536 5.846 10.191 0.476 18.116 6.688 12.402 0.952
"97" "J008.D" "Gulf" 35.426617 91.839435 "K1815" "KING" 70 2019-03-12 11.8723578236431 316.1 553.7 13.05 22.7111111111111 11.8777777777778 17.2944444444444 6.18611111111111 22.43 12.45 17.44 7.045 28.54 19.08 23.81 11.81
"98" "J008.D" "Gulf" 35.426617 91.839435 "C6809" "CLMB" 116 2019-04-27 13.6484504460942 72.4 182.15 2.85 20.1888888888889 6.95555555555556 13.5722222222222 2.675 20.06 7.98 14.02 2.3 19.34 8.22 13.78 1.78
"99" "J008.D" "Gulf" 35.426617 91.839435 "F1913" "FRMI" 140 2019-05-21 14.7076949451141 68.8 200.05 0 19.4222222222222 7.47777777777778 13.45 2.07222222222222 20.5 7.96 14.23 2.75 20.22 8.46 14.34 2.87
"100" "J008.D" "Gulf" 35.426617 91.839435 "L2308" "LINC" 148 2019-05-29 14.8543583951625 131.45 290.35 1.65 21.7666666666667 9.85 15.8083333333333 4.39444444444444 19.34 9.23 14.285 3.22 23.68 12.46 18.07 6.07
"101" "J008.D" "Gulf" 35.426617 91.839435 "B1601" "BRKG" 151 2019-06-01 15.2714987723668 62.9 162.85 8 18.5388888888889 8.66666666666667 13.6027777777778 2.75833333333333 19.76 9.49 14.625 2.905 21.64 10.22 15.93 4.06
"102" "J008.D" "Gulf" 35.426617 91.839435 "M2618" "KBSM" 127 2019-05-08 14.3093908911833 25.9 104.3 0 16.4777777777778 5 10.7388888888889 0.861111111111111 15.34 5.89 10.615 0.66 18.92 5.82 12.37 1.32
"103" "J013.A" "Gulf" 38.824832 97.625651 "P3820" "PKLE" 76 2019-03-18 12.0296407032655 185.35 392.9 2.75 18.8277777777778 8.35 13.5888888888889 3.76111111111111 22.73 11.55 17.14 5.14 19.78 9.44 14.61 2.61
"104" "J013.A" "Gulf" 38.824832 97.625651 "C4216" "CLMB" 119 2019-04-30 13.7601402583932 78.4 196.9 3.3 19.5388888888889 7.43333333333333 13.4861111111111 2.49722222222222 20.05 8.97 14.51 2.835 19.2 7.36 13.28 1.93
"105" "J013.B" "Gulf" 38.5111 96.8005 "K1513" "KING" 72 2019-03-14 11.9271936308256 346.15 591.75 16.3 23.5777777777778 13.2111111111111 18.3944444444444 7.28611111111111 24.05 14.56 19.305 8.91 30.08 21.82 25.95 13.95
"106" "J013.B" "Gulf" 38.5111 96.8005 "P1207" "PKLE" 58 2019-02-28 11.4788770711039 117.65 274.6 0 18.5166666666667 7.58888888888889 13.0527777777778 2.05 17.33 7.89 12.61 1.885 19.12 8 13.56 2.51
