NumPCs,trait,lambda_GC
4,BRKG_FL50,1.179162171
4,CLMB_FL50,1.274178034
4,KBSM_FL50,1.236908927
4,LINC_FL50,1.125528085
4,PKLE_FL50,1.196396698
4,STIL_FL50,1.172832364
4,TMPL_FL50,1.128290223
