"","MI","MO","NE","OK","TX1","TX2","TX3"
"MI",1.00010064505456,0.136614911449831,0.0341665756554213,0.581678709653186,-0.0381018202298117,-0.168205091727674,0.237576179156221
"MO",0.136614911449831,0.999934728614307,0.0924793538066384,0.161151567696812,-0.183403371337245,-0.11295992005558,0.0743993005160912
"NE",0.0341665756554213,0.0924793538066384,1.00002495745634,0.304087407299993,0.216691316354607,-0.0525494204510496,-0.0176281816602569
"OK",0.581678709653186,0.161151567696812,0.304087407299993,1.00030266791187,-0.619632660583178,-0.339681309760381,0.0212470062884685
"TX1",-0.0381018202298117,-0.183403371337245,0.216691316354607,-0.619632660583178,1.00025540090871,0.489902168478323,-0.196539645272709
"TX2",-0.168205091727674,-0.11295992005558,-0.0525494204510496,-0.339681309760381,0.489902168478323,0.999964989693096,0.146396772792484
"TX3",0.237576179156221,0.0743993005160912,-0.0176281816602569,0.0212470062884685,-0.196539645272709,0.146396772792484,0.999977495425753
