"","MI","MO","NE","OK","TX1","TX2","TX3"
"MI",0.999931804547672,0.253948716437505,0.0208929816907369,0.558126965233076,-0.0719769936565769,0.280797097355949,0.348786561913857
"MO",0.253948716437505,0.999931804547672,0.183947764197162,0.277855758400657,0.187205268417135,0.217591141000001,0.228635001611665
"NE",0.0208929816907369,0.183947764197162,0.999931804547672,0.269247728786983,-0.362832910290097,-0.00122451611116752,0.00648470159473649
"OK",0.558126965233076,0.277855758400657,0.269247728786983,0.988158738796294,0.343476953043047,0.550717327801584,0.330053759379366
"TX1",-0.0719769936565769,0.187205268417135,-0.362832910290097,0.343476953043047,0.999931804547672,0.58792409399283,0.379446305156182
"TX2",0.280797097355949,0.217591141000001,-0.00122451611116752,0.550717327801584,0.58792409399283,0.999931804547672,0.396898615025035
"TX3",0.348786561913857,0.228635001611665,0.00648470159473649,0.330053759379366,0.379446305156182,0.396898615025035,0.95456554750718
