"","MI","MO","NE","OK","TX1","TX2","TX3"
"MI",0.999931804547672,0.252499896834435,0.0210671921853343,0.559340062602423,-0.0717883761954119,0.280943959322301,0.348782633192419
"MO",0.252499896834435,0.999931804547672,0.182593705628227,0.276488935155855,0.186979694474782,0.216565339517775,0.227645410886325
"NE",0.0210671921853343,0.182593705628227,0.999931804547672,0.27041126744021,-0.36274396395448,-0.00126412562939908,0.00592512379444415
"OK",0.559340062602423,0.276488935155855,0.27041126744021,0.986535360244753,0.341163380272773,0.551309536595152,0.329582382858815
"TX1",-0.0717883761954119,0.186979694474782,-0.36274396395448,0.341163380272773,0.999931804547672,0.587773495511819,0.379395487870755
"TX2",0.280943959322301,0.216565339517775,-0.00126412562939908,0.551309536595152,0.587773495511819,0.999931804547672,0.396531305611633
"TX3",0.348782633192419,0.227645410886325,0.00592512379444415,0.329582382858815,0.379395487870755,0.396531305611633,0.952861808277865
