"","MI","MO","NE","OK","TX1","TX2","TX3"
"MI",0.462219700823154,0.0544138758720254,0.153271489705553,-0.235597865267651,0.00397202710834961,-0.0351612922098435,0.0614903337106166
"MO",0.0544138758720254,0.448085544850977,-0.0328044984687636,0.0938530759457989,-0.228417906129764,-0.0430305937938452,0.170701236839913
"NE",0.153271489705553,-0.0328044984687636,0.563484535922254,0.0267591131588385,-0.237075310116302,-0.0633621040173037,0.0504356753561598
"OK",-0.235597865267651,0.0938530759457989,0.0267591131588385,0.384342935223155,-0.0545153741822447,-0.0609529484206523,-0.131926099064005
"TX1",0.00397202710834961,-0.228417906129764,-0.237075310116302,-0.0545153741822447,0.305349217357849,0.0984589539326498,-0.17870242124901
"TX2",-0.0351612922098435,-0.0430305937938452,-0.0633621040173037,-0.0609529484206523,0.0984589539326498,0.239249419609382,-0.0212567758638289
"TX3",0.0614903337106166,0.170701236839913,0.0504356753561598,-0.131926099064005,-0.17870242124901,-0.0212567758638289,0.202237749476788
