"","MI","MO","NE","OK","TX1","TX2","TX3"
"MI",0.586508109149781,-0.0471402338448475,-0.129750132989318,-0.0805505518811331,-0.00337874104271335,0.0616349416346067,0.166195524161601
"MO",-0.0471402338448475,0.470256902363294,-0.201240885781155,0.0471278175582433,-0.224841409346614,-0.264317350619869,0.00286277853614562
"NE",-0.129750132989318,-0.201240885781155,0.568979066320874,0.200713420479107,0.0881753435786026,-0.00493286357902861,0.255798006781903
"OK",-0.0805505518811331,0.0471278175582433,0.200713420479107,0.666432032500327,0.458607395274769,0.0285683911254067,-0.14214983021331
"TX1",-0.00337874104271335,-0.224841409346614,0.0881753435786026,0.458607395274769,1.00306679465326,0.142672458641303,0.0957590502854416
"TX2",0.0616349416346067,-0.264317350619869,-0.00493286357902861,0.0285683911254067,0.142672458641303,0.870386751544046,-0.0838418632286655
"TX3",0.166195524161601,0.00286277853614562,0.255798006781903,-0.14214983021331,0.0957590502854416,-0.0838418632286655,0.617356582220843
