"","MI","MO","NE","OK","TX1","TX2","TX3"
"MI",0.796171708741506,-0.140743668584182,-0.107631649614377,0.271919065349712,-0.246636512297454,-0.0282329994200837,-0.186571938091597
"MO",-0.140743668584182,0.72931901977248,-0.231735910271666,0.120672845449827,-0.0657320289150303,-0.321049567658953,-0.0642979549347147
"NE",-0.107631649614377,-0.231735910271666,0.68932995450922,0.215026741960442,0.231711636597201,0.0912623825753479,0.378416801792139
"OK",0.271919065349712,0.120672845449827,0.215026741960442,0.92014469223622,0.483428926269328,0.0581605643129067,-0.176333318211755
"TX1",-0.246636512297454,-0.0657320289150303,0.231711636597201,0.483428926269328,0.999931804547672,0.178364490225849,0.1791951511357
"TX2",-0.0282329994200837,-0.321049567658953,0.0912623825753479,0.0581605643129067,0.178364490225849,0.757838132878114,0.0235587865543488
"TX3",-0.186571938091597,-0.0642979549347147,0.378416801792139,-0.176333318211755,0.1791951511357,0.0235587865543488,0.55263833590955
