Estimate,SE,site,subpop,phe,bic,loglik,Env_Estimate,Env_SE,GxE_Estimate,GxE_SE,error_Estimate,error_SE
0.0067368698345236745,0.0038400911628039356,eight_sites,Midwest,DYLN,-990.2323120883918,507.9658940920067,0.9584100299662893,0.021468055918472638,0.017029050566096687,0.009658936056086575,0.01782404963309032,0.010548852065962814
0.018743119546514714,0.010454610448394248,eight_sites,Midwest,cgdd_12c_jan2gr,5575.849777592636,-2775.0751507485074,0.8238117258779407,0.07992697530690866,0.11451438029628327,0.05359691162716358,0.042930774279261216,0.024564863395474656
0.021986712288958363,0.011899446387151744,eight_sites,Midwest,tave_18d,1244.780930593953,-609.5407272491657,0.7720672275965029,0.09680706222791746,0.0835424154717093,0.04386085648915256,0.12240364464282934,0.06039231537237828
0.02014559526275468,0.011083769741379458,eight_sites,Midwest,cgdd_12c_18d,804.6763449234998,-389.4884344139391,0.7698921208558673,0.09727342453140367,0.07376607321582751,0.04020649566157583,0.1361962106655503,0.06511379984631184
0.034887000447043806,0.01672554399367889,eight_sites,Midwest,tave_10d,1475.1124335512043,-724.7064787277914,0.6930990792143691,0.116067032228004,0.02897680212074995,0.03017384140561134,0.24303711821783702,0.09821268741183138
0.024347038901285742,0.012871816884102077,eight_sites,Midwest,cgdd_12c_10d,1033.1951682359359,-503.74784607015715,0.7234930922368138,0.10984081061719796,0.06066677345999375,0.04065754049937305,0.19149309540190668,0.08560466813939031
0.013774215904713262,0.010102359579499669,eight_sites,Midwest,tave_5d,1863.6492540900945,-918.9748889972365,0.5600657480084531,0.1343210000744931,2.868758063321148e-8,0.0298727565390568,0.4261600073992531,0.13473065729330003
0.013438264928361431,0.009383059369998944,eight_sites,Midwest,cgdd_12c_5d,1448.425897296442,-711.3632106004102,0.6331239899375554,0.1265293815577515,0.00854457382554462,0.03011630651575323,0.3448931713085386,0.12430954012379858
0.007597231978846624,0.004445379855291421,eight_sites,Gulf_and_Midwest,GR50,11292.38273104209,-5630.969659940254,0.9044828168624727,0.047603243727854266,0.06062757035943084,0.03042819554122337,0.02729238079924995,0.013668523115030267
0.004901009922925279,0.0028258965582818097,eight_sites,Gulf_and_Midwest,DYLN,-3158.215851857631,1594.329631509606,0.9505916119051839,0.025490639512457336,0.029338297998564522,0.015250386347658917,0.015169080173326344,0.007857658446677258
3.1999558236305683e-9,1.0813386956497375e-10,eight_sites,Gulf_and_Midwest,cgdd_12c_jan2gr,26525.216538609497,-13247.386563723958,0.018832947425416535,0.013982375715161666,0.005911226153804673,0.005167545332368664,0.9752558232208229,0.013889140830318822
0.03288135047093338,0.016327170923333887,eight_sites,Gulf_and_Midwest,tave_18d,4132.19981785645,-2050.8782033474345,0.462050676001279,0.16951331632152009,0.2963138740511593,0.09664818634530284,0.20875409947662824,0.06668773427151768
0.03663392890031062,0.017819109833919163,eight_sites,Gulf_and_Midwest,cgdd_12c_18d,3039.732838466777,-1504.644713652598,0.3799870502178916,0.17687958793996542,0.3586736652339669,0.10620224991375746,0.22470535564783095,0.06531787200250994
0.06256210704527178,0.023166951533203823,eight_sites,Gulf_and_Midwest,tave_10d,4924.81245962195,-2447.1845242301847,0.33758750882374483,0.16745809624013844,0.31332371541027626,0.08525770478693671,0.28652666872070714,0.07395880906461116
0.07116560303999751,0.024688698269858873,eight_sites,Gulf_and_Midwest,cgdd_12c_10d,3792.286037381542,-1880.9213131099805,0.24180757578911166,0.17073589569241113,0.4192592810332713,0.10044906197007207,0.26776754013761944,0.062308382647533044
0.010909661037447824,0.016529301357741912,eight_sites,Gulf_and_Midwest,tave_5d,6638.737724197279,-3304.147156517849,0.21946449252045955,0.13237023837183812,0.21952836163303854,0.051436310588403006,0.5500974848090541,0.09511318273154434
0.03890197503130714,0.01998645799510566,eight_sites,Gulf_and_Midwest,cgdd_12c_5d,5361.0851865756495,-2665.320887707034,0.19775839865784067,0.13957127730554864,0.2905885139576253,0.0645761475338106,0.4727511123532268,0.08478857232897279
0.26294453677984775,0.1406037503567087,tx_sites,Gulf,GR50,3303.088783923151,-1638.535815614502,0.476072115801098,0.2739359697850975,0.14649538147011046,0.08059390286946784,0.11448796594894382,0.06084258509512225
0.25965156303404174,0.1416691366308403,tx_sites,Gulf,DYLN,-1434.428946609615,730.2230496518807,0.49124387851384116,0.27181310403719444,0.13438282055532527,0.07576022113900831,0.11472173789679181,0.06223999206069951
0.0487010360080775,0.043664331104814436,tx_sites,Gulf,cgdd_12c_jan2gr,5195.374254274774,-2584.6785507903137,0.8761233998346893,0.10936895813865305,0.029128260618569213,0.0268213714204916,0.04604730353866397,0.04078052538315802
0.01149649108805704,0.014980395684140193,tx_sites,Gulf,tave_18d,1000.6511620183232,-487.3170046620883,0.7917735952306144,0.17029434635741375,0.0823988018725478,0.07035964234570669,0.11433111180878071,0.09387039085139696
0.015275978635280503,0.02137187632844775,tx_sites,Gulf,cgdd_12c_18d,591.4032326121411,-282.69303995899725,0.6650175271626465,0.24239862291518904,0.18307935779910808,0.13561132024829006,0.1366271364029648,0.099470299300544407
0.04934713120460636,0.03864207978638712,tx_sites,Gulf,tave_10d,1549.1678498370368,-761.5753485714451,0.6919108716356317,0.21634241098065027,0.024956911664124195,0.02544856793023251,0.23378508549563773,0.16460186010229888
0.09477853643648192,0.06146106682585605,tx_sites,Gulf,cgdd_12c_10d,1091.1106829063276,-532.5467651060906,0.5429037873636015,0.2674558612405046,0.126170840834918,0.08350712456889271,0.23614683536499867,0.13957380635278482
0.023579742126792768,0.031005468051162235,tx_sites,Gulf,tave_5d,2447.689719521937,-1210.8362834138952,0.3290933917593621,0.24120773163854853,0.08387803237100817,0.04755190417484344,0.5634488337428372,0.20425310800764435
0.09386969675336991,0.04737717919289304,tx_sites,Gulf,cgdd_12c_5d,1915.5309516379507,-944.7568994719021,0.265658569357699,0.22174826637810688,0.10214998730835656,0.05617623785753544,0.5383217465805746,0.16610110017862875
0.18472260383546263,0.09350458820983729,tx_sites,Midwest,GR50,1153.6195451548103,-566.1637526191283,0.42183429163364444,0.25304381455981834,0.022295377393085795,0.09680092631344663,0.37114772713780714,0.1987290042532215
0.19395375699111078,0.09693363697498888,tx_sites,Midwest,DYLN,-285.56932602741807,153.43068297198585,0.42667293374074755,0.25133254584839326,3.4048408584320064e-7,0.0903999064521308,0.3793729687840559,0.19910515537584966
0.06710080179969635,0.0556817964300128,tx_sites,Midwest,cgdd_12c_jan2gr,1881.6333458278546,-930.1706529556504,0.7250811587835386,0.2055409131704278,0.09206993930526099,0.08240079731901918,0.1157481001115042,0.10004310295291605
0.1894389135770604,0.08673522203349487,tx_sites,Midwest,tave_18d,558.4134700504733,-268.5607150669598,0.3003090429392134,0.22505703488477424,0.026495200019323963,0.12596810786342041,0.48375684346440223,0.20779285147633023
0.16527436338325613,0.08196424365084863,tx_sites,Midwest,cgdd_12c_18d,373.53308475544264,-176.1205224194445,0.3442286098377055,0.23674850880465811,3.7505434483501826e-7,0.10652515974667233,0.49049665172469364,0.21259854001383086
0.21295912133880235,0.08479519013220198,tx_sites,Midwest,tave_10d,646.2341498989455,-312.4710549911959,0.11129980032079693,0.11564297418184376,8.456497987533858e-8,0.15986148924919727,0.6757409937754207,0.18119035994847849
0.2038916967189908,0.08076325430803595,tx_sites,Midwest,cgdd_12c_10d,456.2018791885036,-217.454919635975,0.11235370980506428,0.11920199531740765,2.790243223912666e-7,0.14762640323685056,0.6837543144516226,0.17511451184457916
0.09795903023925037,0.07343034904468487,tx_sites,Midwest,tave_5d,765.1279534101066,-371.91795674677644,0.07884784545215308,0.09287912440332799,9.05856577332265e-7,1.223023217374913e-7,0.8231922184520192,0.10929383705127141
0.05859796795563068,0.06221010858182894,tx_sites,Midwest,cgdd_12c_5d,629.7204577334521,-304.2142089084492,0.14754628307001236,0.1461356283220705,3.2722353327892445e-7,0.16151007381223742,0.7938554217508237,0.20033463489675957
0.36640117028444047,0.1360263971123106,tx_sites,Gulf_and_Midwest,GR50,4463.170353034114,-2218.0390157657457,0.25459031020663786,0.26846049605736466,0.2496100087678468,0.09738747448962683,0.12939851074107486,0.0484422876096576
0.37896294647665507,0.13760972220542034,tx_sites,Gulf_and_Midwest,DYLN,-1715.7179590041521,871.4051402533871,0.2514223321480222,0.26393444166712976,0.2388292589786631,0.09198814722967896,0.13078546239665978,0.04802548225254474
0.08913720316317993,0.07307515513755271,tx_sites,Gulf_and_Midwest,cgdd_12c_jan2gr,7169.334622368422,-3571.1211504329,0.7650965491426028,0.1895238326397781,0.09715922818280319,0.07954280414911394,0.048607019511414086,0.03943779090539009
0.09141827478571325,0.06415845944379632,tx_sites,Gulf_and_Midwest,tave_18d,1636.045299234301,-804.4764888658394,0.5380197371296099,0.2930139524173615,0.2304850545027424,0.1507562526727168,0.1400769335819344,0.08968430975291802
0.08506140889217442,0.05839915930023919,tx_sites,Gulf_and_Midwest,cgdd_12c_18d,995.2588219006731,-484.0832501990255,0.46670806385123137,0.3138345836457693,0.2897060789844692,0.17571774363314688,0.15852444827212495,0.09435449285445956
0.1394839589319442,0.07520433363944408,tx_sites,Gulf_and_Midwest,tave_10d,2228.9867182932003,-1100.947198395289,0.4146304339976484,0.2796254006481138,0.14308148820068278,0.08334292656058037,0.30280411886972475,0.1462996910928708
0.18213011676718158,0.0839796952971011,tx_sites,Gulf_and_Midwest,cgdd_12c_10d,1545.9499119290597,-759.4287952132188,0.31521919277402444,0.2815067809386093,0.22023627295483186,0.10799229046724347,0.28241441750396207,0.11882454323047116
0.06580054013910717,0.04137954733562183,tx_sites,Gulf_and_Midwest,tave_5d,3198.506527355621,-1585.7071029264994,0.2009674306385312,0.20369150952403192,0.11638747094789208,0.05501415708562093,0.6168445582744695,0.15986124131559362
0.1299938088343449,0.05329932628486878,tx_sites,Gulf_and_Midwest,cgdd_12c_5d,2525.885357274343,-1249.3965178858602,0.1965780301900526,0.20033014978641436,0.11320706157060224,0.05989522116337794,0.5602210994050002,0.1438312292753441
0.19782877234628132,0.08187947767715964,north_sites,Gulf,GR50,3344.2083959977062,-1659.2191176659167,0.30549292111896814,0.2517722965562591,0.40622891146796347,0.15645945126403815,0.09044939506678712,0.03429396291854467
0.0830800757362673,0.055724842857771274,north_sites,Gulf,DYLN,-1261.8764064441268,643.8232835549998,0.7475457147575685,0.16227977294754783,0.11122780000786862,0.07351409242586728,0.05814640949829578,0.037701195024695724
3.1844981794662754e-9,1.8464145942565361e-10,north_sites,Gulf,cgdd_12c_jan2gr,8985.01065620274,-4479.620247768434,0.013024117413271169,0.017070553861341087,2.738440237144091e-8,1.5877842392767889e-9,0.9869758520178283,0.017070553454432133
0.1701971831303046,0.07937704272589831,north_sites,Gulf,tave_18d,1337.0502243409117,-655.6400318375195,0.42926103620021816,0.23683079531201634,0.2380990788573245,0.1073202625117065,0.16244270181215267,0.06935972980589067
0.17708171400437217,0.07731619595283075,north_sites,Gulf,cgdd_12c_18d,1017.4858571824378,-495.8578482582825,0.3264289184401839,0.24598985128628026,0.3729955310887582,0.14452362450452608,0.12349383646668571,0.04702575145612382
0.16458675356791708,0.07268387650519446,north_sites,Gulf,tave_10d,1486.7040918270302,-730.4669655805787,0.35043949569306226,0.23809581659459003,0.29423004174080414,0.11990373014886142,0.19074370899821652,0.07265944521265537
0.17828374158095453,0.07178790471448546,north_sites,Gulf,cgdd_12c_10d,1230.0525093696913,-602.1411743519093,0.23659212841913338,0.23304555008495365,0.420746035009436,0.1417329500476786,0.164378094990476,0.05332863880504571
0.14213585953622945,0.056734230008195476,north_sites,Gulf,tave_5d,1917.1514402097425,-945.6906397719349,0.16576310591959212,0.16783510006305688,0.22517895446895358,0.08786686000675754,0.4669220800752249,0.10240327335626749
0.16224517984918005,0.06021938927626823,north_sites,Gulf,cgdd_12c_5d,1639.5608736559836,-806.8953564950555,0.10983063200111712,0.15930686735770327,0.31563871146709466,0.0981391042486236,0.41228547668260823,0.08409078964634491
0.021630572486156407,0.016728043134799142,north_sites,Midwest,GR50,1476.9164857728056,-726.7027713228435,0.8053394143770881,0.12876644796350678,3.598775991898285e-4,0.01678441397721039,0.1726701355375657,0.116622009117294
0.009905480625109151,0.008291942928417746,north_sites,Midwest,DYLN,-942.4754128287349,482.99317797792673,0.9202089706563169,0.059891324030202586,2.7016101379336886e-7,2.0192502216100654e-7,0.06988527855756016,0.05257613260387447
0.006788601456700269,0.01491166227645752,north_sites,Midwest,cgdd_12c_jan2gr,2435.1985721723677,-1205.8438145226246,0.6293451497022333,0.19362227517512715,0.050412952067757776,0.0504375457860773,0.3134532967733088,0.1711109731178287
1.4560878697253535e-8,1.042072682348585e-8,north_sites,Midwest,tave_18d,127.21053893763484,-51.84979790525814,0.873128766928929,0.09129295621021251,0.018090387710142777,0.019906509252621867,0.10878083080004948,0.08064789616373357
1.6956672396812507e-7,1.1414392059251645e-7,north_sites,Midwest,cgdd_12c_18d,-132.805530849316,78.15823698821728,0.8173784732739209,0.12355085848609368,0.0325312376802836,0.030667130606774066,0.15009011947907153,0.10502997924941623
0.006324336730394232,0.00878047940064536,north_sites,Midwest,tave_10d,311.26907627479073,-143.8790665738361,0.7911017522503538,0.13603735019629437,0.0031905419770609715,0.018722228762001965,0.199383369042191,0.13222421385805852
2.6942841605805884e-7,1.5589740510840306e-7,north_sites,Midwest,cgdd_12c_10d,54.98557598516375,-15.737316429022599,0.7119784310443376,0.16733469776957943,0.03282421536593244,0.03831951940472783,0.25519708416131387,0.15357021598247445
2.251323798871542e-8,1.0933214979619107e-8,north_sites,Midwest,tave_5d,794.4286731809599,-385.45886502692065,0.5666536303203248,0.2104574930813186,0.12310760370687204,0.09649645154944707,0.3102387434595651,0.17264571542137358
3.42219733631468e-8,1.8735392788303234e-8,north_sites,Midwest,cgdd_12c_5d,422.7524710447548,-199.62076395881815,0.6210036124267964,0.20793685649133098,0.26556729406896645,0.16505201866867783,0.11342905928226381,0.10509650520842045
0.21941670662875992,0.0914048969407855,north_sites,Gulf_and_Midwest,GR50,5053.713278188503,-2513.069326385046,0.33830678525039537,0.26139812452143485,0.3383871169470355,0.13898008535539497,0.10388939117380915,0.042370722589290595
0.08234261766476043,0.05585754054276442,north_sites,Gulf_and_Midwest,DYLN,-2130.264624911559,1078.9196251649848,0.7731860087948111,0.15061286086960407,0.08890045170222818,0.06037821613916356,0.0555709218382003,0.03716299549664377
2.957544612785131e-4,0.003644817934287436,north_sites,Gulf_and_Midwest,cgdd_12c_jan2gr,13650.747001238733,-6811.586187910161,0.002718745509979971,0.00872495298113121,0.004598128080662999,0.008224699285721969,0.9923873719480785,0.008344511260387417
0.17982035918216824,0.08284775059200009,north_sites,Gulf_and_Midwest,tave_18d,1803.3135659919285,-887.869470286759,0.453920354327559,0.23702802721616467,0.1786583821738675,0.0849811013719394,0.18760090431640516,0.08293872189223585
0.20801810410477548,0.08334185793475686,north_sites,Gulf_and_Midwest,cgdd_12c_18d,1312.0928180319083,-642.2590963067489,0.31720293958163137,0.25034002020433427,0.30889192852871816,0.12098498354401523,0.16588702778487502,0.06295320585874323
0.20109747998087293,0.08232562418317292,north_sites,Gulf_and_Midwest,tave_10d,2057.404041066173,-1014.9147078238811,0.3802708303504359,0.23552529925444263,0.1954558827043768,0.08586315057642888,0.22317580696431444,0.08704985306405975
0.22339713686457466,0.0762521715940273,north_sites,Gulf_and_Midwest,cgdd_12c_10d,1648.3116795540973,-810.3685270678434,0.21829550475491327,0.23291291261107447,0.3413532809661311,0.11478762662061262,0.21695407741438089,0.06805463732430608
0.12803769261901293,0.04859632477942717,north_sites,Gulf_and_Midwest,tave_5d,2797.2743267043784,-1384.849850642984,0.17924155231777839,0.18883556713110225,0.22782333408204627,0.08535676123484477,0.4648974209811625,0.1111177745949694
0.17812467830932144,0.05364507746480361,north_sites,Gulf_and_Midwest,cgdd_12c_5d,2283.9797296572515,-1128.2025521194205,0.12212967060809024,0.1685767683462431,0.2511920110507406,0.08367324182131398,0.44855364003184767,0.09213239141245401
