"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.999931804547672,0.481321819891981,0.447570806378715,0.197961125074372,0.138330301705285,0.328270337615869
"MO",0.481321819891981,0.999931804547672,0.311124420615889,0.119907752835708,0.0505482775358422,0.303201947137343
"SD",0.447570806378715,0.311124420615889,0.999931804547672,0.387931348760028,0.191599780054996,0.755698838750088
"TX1",0.197961125074372,0.119907752835708,0.387931348760028,0.999931804547672,0.106833634711494,0.518096389183206
"TX2",0.138330301705285,0.0505482775358422,0.191599780054996,0.106833634711494,0.999931804547672,0.135604200124979
"TX3",0.328270337615869,0.303201947137343,0.755698838750088,0.518096389183206,0.135604200124979,0.947428706795098
