"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.999931804547672,0.481714770295652,0.447194196931115,0.19800210760152,0.139539447454704,0.328753109420332
"MO",0.481714770295652,0.999931804547672,0.310651827807388,0.119776739364103,0.0518530686323454,0.303529361608841
"SD",0.447194196931115,0.310651827807388,0.999931804547672,0.387871297530433,0.192683589300855,0.756273872912485
"TX1",0.19800210760152,0.119776739364103,0.387871297530433,0.999931804547672,0.106917791142391,0.518016017084887
"TX2",0.139539447454704,0.0518530686323454,0.192683589300855,0.106917791142391,0.999931804547672,0.136447460171732
"TX3",0.328753109420332,0.303529361608841,0.756273872912485,0.518016017084887,0.136447460171732,0.95456554750718
