"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.999931804547672,0.445866968963201,0.475721918101888,0.207076196291625,0.0737251048383487,0.291094068562
"MO",0.445866968963201,0.999931804547672,0.304865759333676,0.111848640297983,0.00673844002473486,0.27918561979856
"SD",0.475721918101888,0.304865759333676,0.985693074518671,0.393751911594661,0.101467240924813,0.698991952408775
"TX1",0.207076196291625,0.111848640297983,0.393751911594661,0.999931804547672,0.0814064601170717,0.506718516912106
"TX2",0.0737251048383487,0.00673844002473486,0.101467240924813,0.0814064601170717,0.999931804547672,0.0767660318798597
"TX3",0.291094068562,0.27918561979856,0.698991952408775,0.506718516912106,0.0767660318798597,0.848284002676599
