"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.878145338135439,0.470246658835264,0.446653286880065,0.196868900766788,0.138461476599067,0.3220247504251
"MO",0.470246658835264,0.999931804547672,0.307833879977092,0.117238656095779,0.0614907537037624,0.294518111147635
"SD",0.446653286880065,0.307833879977092,0.987703601161546,0.38703972739753,0.196538305143375,0.750520879588481
"TX1",0.196868900766788,0.117238656095779,0.38703972739753,0.999931804547672,0.11423371859269,0.526551052580756
"TX2",0.138461476599067,0.0614907537037624,0.196538305143375,0.11423371859269,0.999931804547672,0.133216583458139
"TX3",0.3220247504251,0.294518111147635,0.750520879588481,0.526551052580756,0.133216583458139,0.999931804547672
