"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.999931804547672,0.481617668846982,0.44728735110734,0.197993635670009,0.139233835555917,0.328634765035762
"MO",0.481617668846982,0.999931804547672,0.310770469110063,0.119809895822725,0.0515179646470272,0.303452162945874
"SD",0.44728735110734,0.310770469110063,0.999931804547672,0.387887435784327,0.192410763140204,0.756133280544053
"TX1",0.197993635670009,0.119809895822725,0.387887435784327,0.999931804547672,0.106897076030733,0.51803505116049
"TX2",0.139233835555917,0.0515179646470272,0.192410763140204,0.106897076030733,0.999931804547672,0.136236102936333
"TX3",0.328634765035762,0.303452162945874,0.756133280544053,0.51803505116049,0.136236102936333,0.952861808277865
