"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.810188348029238,0.470076798067169,0.451056385139257,0.203990767107793,0.0944751481030307,0.319162337871477
"MO",0.470076798067169,0.674589931649284,0.326016064561112,0.101614677339575,0.0219820842914701,0.290892288346426
"SD",0.451056385139257,0.326016064561112,0.837067087884891,0.399567771573924,0.112441199427297,0.728031452349442
"TX1",0.203990767107793,0.101614677339575,0.399567771573924,1.00031014451686,0.0647216872834908,0.52732003342716
"TX2",0.0944751481030307,0.0219820842914701,0.112441199427297,0.0647216872834908,0.999932364298475,0.0818681871419849
"TX3",0.319162337871477,0.290892288346426,0.728031452349442,0.52732003342716,0.0818681871419849,0.689981424009808
