"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.999931804547672,0.481519771267361,0.447381213671173,0.197984001849429,0.138930356889716,0.328514883002875
"MO",0.481519771267361,0.999931804547672,0.310888831074262,0.11984278684657,0.0511886871982477,0.303371907638411
"SD",0.447381213671173,0.310888831074262,0.999931804547672,0.387902823034598,0.192139078828047,0.755990564985788
"TX1",0.197984001849429,0.11984278684657,0.387902823034598,0.999931804547672,0.106876124751242,0.518054769544354
"TX2",0.138930356889716,0.0511886871982477,0.192139078828047,0.106876124751242,0.999931804547672,0.136025054889522
"TX3",0.328514883002875,0.303371907638411,0.755990564985788,0.518054769544354,0.136025054889522,0.951104197392032
