"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.510222997218958,0.246479306750393,0.160824759298679,0.111612425773157,-0.0929044799173897,0.163427533557642
"MO",0.246479306750393,0.372261552659581,-0.024927405128422,0.067363291060418,-0.0378178146043718,0.137592490067531
"SD",0.160824759298679,-0.024927405128422,0.428629299119718,0.0662211297340559,0.0258279507483317,0.284974095626719
"TX1",0.111612425773157,0.067363291060418,0.0662211297340559,0.191695553233374,0.0508714937248924,0.154256284297814
"TX2",-0.0929044799173897,-0.0378178146043718,0.0258279507483317,0.0508714937248924,0.230188918116274,0.0751700892714803
"TX3",0.163427533557642,0.137592490067531,0.284974095626719,0.154256284297814,0.0751700892714803,0.313031372501079
