"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.968591154334703,0.467774308982472,0.455097830429994,0.205441108177017,0.100195719446898,0.309635602364129
"MO",0.467774308982472,0.845818666515065,0.325579069596264,0.114609476395215,0.0224985996329532,0.294763519463004
"SD",0.455097830429994,0.325579069596264,0.930667794701609,0.394104520476368,0.12744657826853,0.729414148373478
"TX1",0.205441108177017,0.114609476395215,0.394104520476368,0.999931804547672,0.0841870714175949,0.525446766004923
"TX2",0.100195719446898,0.0224985996329532,0.12744657826853,0.0841870714175949,0.999931804547672,0.079466820299585
"TX3",0.309635602364129,0.294763519463004,0.729414148373478,0.525446766004923,0.079466820299585,0.725111142858367
