"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.999931804547672,0.537528727505921,0.465690751402065,-0.147354662527576,-0.0567266160793434,-0.140029198630489
"MO",0.537528727505921,0.999931804547672,0.282505700588905,-0.0687816199034443,0.0546380501913862,0.00969814670459289
"SD",0.465690751402065,0.282505700588905,0.999931804547672,-0.336018290528704,-0.237034614541908,-0.3502797256721
"TX1",-0.147354662527576,-0.0687816199034443,-0.336018290528704,0.999931804547672,0.0678362513410635,0.20716392154705
"TX2",-0.0567266160793434,0.0546380501913862,-0.237034614541908,0.0678362513410635,0.999931804547672,0.229716068407983
"TX3",-0.140029198630489,0.00969814670459289,-0.3502797256721,0.20716392154705,0.229716068407983,0.999931804547672
