"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.13567285524322,-0.0834205869607002,0.099883773144413,-0.0732045114360877,-0.0103805280634804,0.0636072866746112
"MO",-0.0834205869607002,0.435273353239726,0.0517515120367068,0.0482419053418276,-0.123313082632954,0.172316498502448
"SD",0.099883773144413,0.0517515120367068,0.136222368262126,-0.0186418353941713,-0.0479559742732367,0.156588347560969
"TX1",-0.0732045114360877,0.0482419053418276,-0.0186418353941713,0.122327484410308,-0.0604925596411679,0.0196075910063621
"TX2",-0.0103805280634804,-0.123313082632954,-0.0479559742732367,-0.0604925596411679,0.136411737617008,-0.0747789514619869
"TX3",0.0636072866746112,0.172316498502448,0.156588347560969,0.0196075910063621,-0.0747789514619869,0.223243788731609
