"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.999931804547672,0.481121413619298,0.447762432712014,0.197933236997087,0.137740235149151,0.328019102044517
"MO",0.481121413619298,0.999931804547672,0.311358031182555,0.119971607150803,0.0499330728545537,0.30301894202477
"SD",0.447762432712014,0.311358031182555,0.999931804547672,0.387956885779228,0.191066946119943,0.755398853225837
"TX1",0.197933236997087,0.119971607150803,0.387956885779228,0.999931804547672,0.106790555992319,0.518141134234707
"TX2",0.137740235149151,0.0499330728545537,0.191066946119943,0.106790555992319,0.999931804547672,0.135185497228894
"TX3",0.328019102044517,0.30301894202477,0.755398853225837,0.518141134234707,0.135185497228894,0.943469414222827
