"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.999931804547672,0.46689426073869,0.461507832702145,0.202698251268374,0.110102087794102,0.308178181022249
"MO",0.46689426073869,0.999931804547672,0.313429185880361,0.116059913400923,0.0262112285811984,0.286442181491111
"SD",0.461507832702145,0.313429185880361,0.992681520864643,0.392613018540825,0.148766533071327,0.729315666339597
"TX1",0.202698251268374,0.116059913400923,0.392613018540825,0.999931804547672,0.0937782906789404,0.518160188569633
"TX2",0.110102087794102,0.0262112285811984,0.148766533071327,0.0937782906789404,0.999931804547672,0.100916097859716
"TX3",0.308178181022249,0.286442181491111,0.729315666339597,0.518160188569633,0.100916097859716,0.875370721707458
