"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.823613306489907,0.45195131010651,0.452205450205856,0.209337385158142,0.0335905024425229,0.314096612702457
"MO",0.45195131010651,0.715457973685669,0.329842689651553,0.0910364803073545,-0.0110358928614813,0.288002107724793
"SD",0.452205450205856,0.329842689651553,0.867293563729233,0.402450003383607,0.0374318430355933,0.71248693701442
"TX1",0.209337385158142,0.0910364803073545,0.402450003383607,0.999931804547672,0.0330807851109671,0.528230596308248
"TX2",0.0335905024425229,-0.0110358928614813,0.0374318430355933,0.0330807851109671,0.979750470061127,0.0390930205369172
"TX3",0.314096612702457,0.288002107724793,0.71248693701442,0.528230596308248,0.0390930205369172,0.653326436021805
