"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.000764426520923426,-9.19173899266023e-06,0.000100805979745951,-1.20953195153116e-05,1.14531177350716e-05,-1.20642168308943e-05
"MO",-9.19173899266023e-06,0.000748622487027157,0.000138632003217921,-2.23919333215703e-05,2.08649712920066e-05,-1.35968219021782e-05
"SD",0.000100805979745951,0.000138632003217921,8.78212891087224e-05,0.000144695629140953,-7.74849287958626e-05,7.64932970951669e-05
"TX1",-1.20953195153116e-05,-2.23919333215703e-05,0.000144695629140953,0.000769953456494075,2.10212807426816e-05,-6.5130302772604e-06
"TX2",1.14531177350716e-05,2.08649712920065e-05,-7.74849287958626e-05,2.10212807426815e-05,0.000769802566977945,1.53908884550646e-05
"TX3",-1.20642168308943e-05,-1.35968219021782e-05,7.64932970951669e-05,-6.5130302772604e-06,1.53908884550646e-05,0.000777757772580596
