"","MI","MO","SD","TX1","TX2","TX3"
"MI",0.592393387203728,0.456640858789601,0.390757861887939,0.193518730860442,0.122367713398532,0.315287842099885
"MO",0.456640858789601,0.465040213719756,0.334383402729254,0.101611164664978,0.0287901319216033,0.288747770026954
"SD",0.390757861887939,0.334383402729254,0.656964549409261,0.407975564645774,0.166404057544792,0.656323592031767
"TX1",0.193518730860442,0.101611164664978,0.407975564645774,1.00175950080551,0.080566879696466,0.520244797269119
"TX2",0.122367713398532,0.0287901319216033,0.166404057544792,0.080566879696466,0.870294390965849,0.135780745606039
"TX3",0.315287842099885,0.288747770026954,0.656323592031767,0.520244797269119,0.135780745606039,0.68882550622983
