NumPCs,trait,lambda_GC
9,died_logistic,1.0267272603195945
12,BRKG_DEAD_2018,1.0314897695884184
14,CLMB_DEAD_2018,1.0338766297814583
10,FRMI_DEAD_2018,1.041927624079541
8,LINC_DEAD_2018,1.035343421467051
14,KBSM_DEAD_2018,0.9986857821381772
