NumPCs,frac_dead
8,1.2518499026864798
9,1.186371624655709
10,1.1302507293416681
11,1.137164021125563
12,1.0873939612004877
13,1.0635916389241546
14,1.0321945971851532
15,1.034688425099229
16,1.0272788330903502
17,1.0286610828012246
18,1.029792234433737
