Effect,component,std.error,z.ratio,bound,%ch,%Var,VarSE,lowVar,hiVar,loglik
SITE!SITE,0.07688805531232885,0.03894450250077126,1.9742980491484303,P,0,5.393234520928538,2.731722559952278,2.6615119609762603,8.124957080880815,440.76599430088754
"vm(PLANT_ID, k_full)",0.1717522638781723,0.013226402198152952,12.985561856130252,P,0,12.047388047891697,0.9277525440460123,11.119635503845686,12.97514059193771,440.76599430088754
units!units,0.17699869231481075,0.005772773595846745,30.6609447566337,P,0,12.415393440161289,0.40492533869084824,12.01046810147044,12.820318778852137,440.76599430088754
units!R,1,NA,NA,F,0,70.14398399101847,NA,NA,NA,440.76599430088754
