Effect,component,std.error,z.ratio,bound,%ch,%Var,VarSE,lowVar,hiVar,loglik
SUBPOP!SUBPOP,260034.0597850734,192801.08667711646,1.3487167747168969,P,0.1,85.91707542824913,63.702830007644565,22.21424542060457,149.6199054358937,-24151.93955154857
LATITUDE:SUBPOP!SUBPOP,1316.6562881293426,838.368815604395,1.570497689826573,P,0,0.4350324634926182,0.2770029311795154,0.1580295323131028,0.7120353946721336,-24151.93955154857
units!units,41305.30348774873,907.986994945644,45.491073900481844,P,0,13.64756170125119,0.3000052654528921,13.347556435798298,13.947566966704082,-24151.93955154857
units!R,1,NA,NA,F,0,3.3040700706385304e-4,NA,NA,NA,-24151.93955154857
