matrix,likelihood
flowering.identity.csv,-2269723.93786393
flowering.simple_het_1.csv,-2268783.46463298
flowering.singleton.TX1.csv,-2268604.1795606
flowering.singleton.MO.csv,-2268424.20177794
flowering.singleton.MI.csv,-2268244.14498337
flowering.singleton.SD.csv,-2268066.59231802
flowering.singleton.TX3.csv,-2267888.90192189
flowering.singleton.NE.csv,-2267738.64716397
flowering.singleton.TX2.csv,-2267603.30224121
flowering.singleton.OK.csv,-2267489.94171585
flowering.equal_effects.csv,-2267476.018121
flowering.gulf.crain_1d.U.mat.csv,-2267468.26579684
flowering.gulf.random.PCA_2.csv,-2267464.66446577
flowering.gulf.random.tPCA.csv,-2267464.44031034
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
