"","PLANT_ID","train.id","Upland","TX.lowland","Coast.lowland","eco.class","pc1_53.7perc","PLOT_GL_PKLE","PLOT_GL_KBSM","PLOT_GL_CLMB","main.subpop","detail.subpop","TX","GC","MW","SEC","NEC","test.mwVcoast","test.necVcoast"
"133","J306.C","no.prior",0.344179100955753,0.266638355149138,0.38918254389511,"Coast",-12.7699457462391,"P2013","M4403","C2003","TX","TX",0.868146,0.092219,0.039631,2e-06,2e-06,NA,NA
"134","J307.A","no.prior",0.00401541288692556,0.00374330036315181,0.992241286749923,"Coast",-20.841368880502,"P5018","M1017",NA,"GC,TX","GC,TX",0.590349,0.409645,2e-06,2e-06,2e-06,NA,NA
"135","J308.A","no.prior",0.00218580329865544,0.967425949375359,0.0303882473259852,"TX",-235.990000358319,"P2801","M3201","C4016","GC,TX","GC,TX",0.687413,0.312581,2e-06,2e-06,2e-06,NA,NA
"136","J311.A","no.prior",0.00259700065123476,0.979399046001735,0.0180039533470298,"TX",-158.342850326855,"P6612","M3406","C5608","TX","TX",0.76073,0.239264,2e-06,2e-06,2e-06,NA,NA
"137","J314.A","no.prior",0.00881058490730098,0.113069831044644,0.878119584048055,"Coast",-150.595944337761,"P6812","M1420","C6816","GC,TX","GC,TX",0.544695,0.455298,2e-06,2e-06,2e-06,NA,NA
"138","J315.A","no.prior",0.00152950990995585,0.982594146803565,0.0158763432864794,"TX",-202.994161054367,"P4218","M2802","C2007","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"139","J316.A","no.prior",0.00308080706523071,0.94427602374754,0.0526431691872291,"TX",-197.64619732687,"P3408","M2819","C1109","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"140","J317.A","no.prior",0.00133574959469377,0.984952596417324,0.0137116539879819,"TX",-282.133761824621,"P3615","M2004","C1120","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"141","J318.A","Texas.lowland",0.00362635220994408,0.927196580391459,0.0691770673985967,"TX",-240.685047281804,"P2819","M3819",NA,"TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"142","J319.A","no.prior",0.00954369005759708,0.570975963052401,0.419480346890002,"TX",-184.053655090684,"P2616","M5407","C7006","GC,TX","GC,TX",0.496858,0.503135,2e-06,2e-06,2e-06,NA,NA
"143","J320.A","no.prior",0.00341046507484151,0.945084929326293,0.0515046055988659,"TX",-176.187028158865,"P3222","M2016",NA,"TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"144","J321.A","no.prior",0.00179718306676903,0.977035364498996,0.0211674524342347,"TX",-242.419115322057,"P7515","M1821","C4205","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"145","J322.A","no.prior",0.00148312887385921,0.984355157411725,0.0141617137144158,"TX",-227.614472488983,"P2412","M2409","C4609","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"146","J323.A","no.prior",0.00308067007596086,0.950316750663335,0.0466025792607045,"TX",-198.98959899727,"P2820","M4920","C1207","GC,TX","GC,TX",0.495416,0.504578,2e-06,2e-06,2e-06,NA,NA
"147","J324.A","no.prior",0.00608588211551836,0.939316234773811,0.0545978831106706,"TX",-72.4432951656325,"P6206","M4621","C4303","GC,TX","GC,TX",0.610359,0.389635,2e-06,2e-06,2e-06,NA,NA
"148","J326.A","no.prior",0.0104405886318251,0.492516220401522,0.497043190966653,"Coast",-167.48984315496,"P4002","M4406","C5404","GC,TX","GC,TX",0.52096,0.479033,2e-06,2e-06,2e-06,NA,NA
"149","J326.B","no.prior",0.00969510148163305,0.202196211466516,0.788108687051851,"Coast",-242.618884435208,"P6606","M1104","C6606","GC,TX","GC,TX",0.518371,0.469066,0.012559,2e-06,2e-06,NA,NA
"150","J327.A","no.prior",0.00292486948478815,0.00486674633769953,0.992208384177512,"Coast",-179.345222856779,"P7512","M2621","C1204","GC,TX","GC,TX",0.512616,0.487378,2e-06,2e-06,2e-06,NA,NA
"151","J329.A","no.prior",0.0115080932500799,0.0514220116823241,0.937069895067596,"Coast",-89.489890759509,"P7005","M2202","C5403","GC,TX","GC,TX",0.421558,0.578436,2e-06,2e-06,2e-06,NA,NA
"152","J330.A","no.prior",0.00274648971350032,0.96275227708584,0.0345012332006591,"TX",-154.539311580807,"P2822","M1209",NA,"TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"153","J331.A","no.prior",0.00926856282329332,0.682365826346241,0.308365610830465,"TX",-145.138324561681,"P4815","M1803","C2020","GC,TX","GC,TX",0.714017,0.285977,2e-06,2e-06,2e-06,NA,NA
"154","J335.A","no.prior",0.0100338348678852,0.185504826867935,0.804461338264179,"Coast",-133.683343247814,"P5211","M6715","C2604","GC,TX","GC,TX",0.444237,0.555756,2e-06,2e-06,2e-06,NA,NA
"155","J336.A","no.prior",0.00261465098484752,0.00359586819735092,0.993789480817802,"Coast",-155.97471887174,"P3807","M2406","C2009","GC,TX","GC,TX",0.433294,0.5667,2e-06,2e-06,2e-06,NA,NA
"156","J337.A","no.prior",0.00424163528639006,0.00738045952146255,0.988377905192147,"Coast",-74.9933076411899,"P7516","M1014",NA,"GC,TX","GC,TX",0.46886,0.531134,2e-06,2e-06,2e-06,NA,NA
"157","J339.A","no.prior",0.00272765206883454,0.00437076468879765,0.992901583242368,"Coast",-308.009626927547,"P2601","M1606",NA,"GC,TX","GC,TX",0.495317,0.504677,2e-06,2e-06,2e-06,NA,NA
"158","J340.A","no.prior",0.00297079428273427,0.00549506907048557,0.99153413664678,"Coast",-177.815425883447,"P4007","M2213",NA,"GC,TX","GC,TX",0.360162,0.639832,2e-06,2e-06,2e-06,NA,NA
"159","J341.A","no.prior",0.00483890299114688,0.897561368289617,0.0975997287192363,"TX",-188.921108937521,"P1006","M5401",NA,"TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"160","J344.A","no.prior",0.98492708012085,0.000869761426719951,0.0142031584524304,"Up",258.687359151052,"P5603","M6221","C6003","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"161","J344.B","no.prior",0.990429628915295,0.00191121584697541,0.00765915523772947,"Up",248.27000352848,"P3804","M3602","C4401","other","MW,NEC",2e-06,2e-06,0.486739,2e-06,0.513254,NA,NA
"162","J344.C","no.prior",0.984697605245529,0.00123087861847,0.0140715161360015,"Up",241.747707527358,"P7521","M1202","C6911","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"163","J348.A","no.prior",0.988452747894012,0.00115570778347933,0.0103915443225083,"Up",295.53934307675,"P6411","M6213","C2411","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"164","J348.B","no.prior",0.983876821730329,0.000897150466665042,0.0152260278030058,"Up",272.037609373133,"P1206","M6002","C2417","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"165","J348.C","no.prior",0.987946439983551,0.00286329170879293,0.0091902683076562,"Up",146.908472827935,"P7420","M2417","C3218","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"166","J349.A","no.prior",0.981861648736456,0.00114428187706841,0.0169940693864755,"Up",225.910248197716,"P3502","M5815","C5015","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"167","J349.B","no.prior",0.987230592961728,0.00137086538729344,0.0113985416509786,"Up",202.370544620263,"P3207","M2803","C4403","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"168","J350.B","no.prior",0.990289157273678,0.00362960355036794,0.00608123917595351,"Up",247.992252060429,"P5814","M4616","C5806","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"169","J350.C","no.prior",0.797982348272471,0.0047815263528712,0.197236125374657,"Up",160.05660013458,"P7416","M4810","C2011","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,NA,NA
"170","J351.B","no.prior",0.864871023872762,0.00513766934203775,0.1299913067852,"Up",150.732903751622,"P7208","M5801","C4206","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,NA,NA
"171","J351.C","no.prior",0.985384956040503,0.000794317580042879,0.0138207263794543,"Up",270.990943431591,"P1602","M6704","C3819","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"172","J352.A","no.prior",0.924632186364305,0.00253839738942771,0.0728294162462676,"Up",164.409225143047,"P4621","M5205","C3020","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"173","J352.B","no.prior",0.963179385484953,0.00154134374004259,0.0352792707750049,"Up",231.357901506801,"P2411","M5404","C1409","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"174","J352.C","no.prior",0.978477749233966,0.00119140094822959,0.0203308498178044,"Up",194.233941153154,"P1212","M6812","C6814","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"175","J353.A","no.prior",0.988553351844411,0.00140730923106063,0.0100393389245283,"Up",260.32028339603,"P4410","M5608","C2409","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"176","J353.B","no.prior",0.982828671451314,0.00109070313980468,0.0160806254088813,"Up",217.815043183293,"P4817","M3803","C4001","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"177","J353.C","no.prior",0.973519178021794,0.00134267166655923,0.0251381503116466,"Up",210.953736930948,"P3806","M2215","C1016","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"178","J354.B","no.prior",0.986261478925933,0.000879150912639653,0.0128593701614273,"Up",249.435924586514,"P1218","M6606","C1007","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"179","J354.C","no.prior",0.981363331366285,0.000897540301889637,0.0177391283318255,"Up",279.398202754629,"P2018","M5006","C3806","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"180","J355.A","no.prior",0.981171209371449,0.00109483866201107,0.0177339519665403,"Up",218.501008596026,"P7210","M2217","C1201","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"181","J355.C","no.prior",0.9858215295018,0.000770058913433822,0.0134084115847659,"Up",333.730935199729,"P6221","M4418","C4004","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"182","J357.B","no.prior",0.98144186651332,0.00118078991707956,0.017377343569601,"Up",208.965946434808,"P5808","M5007","C4814","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"183","J358.A","no.prior",0.986746496387439,0.000856794207866393,0.0123967094046942,"Up",342.879596798254,"P2016","M6402","C2811","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"184","J359.A","no.prior",0.0832977560405635,0.00888441072590264,0.907817833233534,"Coast",111.250433645565,"P1203","M5806","C6922","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,NA,NA
"185","J365.A","no.prior",0.715941042097381,0.00647305681151196,0.277585901091107,"Up",165.350792757448,"P1804","M4803","C2602","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,NA,NA
"186","J365.B","no.prior",0.921865778901276,0.00262634677407321,0.0755078743246509,"Up",203.694395827824,"P1214","M5606","C3008","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"187","J368.A","Midwest.upland",0.985165233766311,0.0014392329530175,0.0133955332806719,"Up",194.177701006591,"P1806","M2009","C4008","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"188","J368.B","Midwest.upland",0.984123423154333,0.000829627528002028,0.0150469493176646,"Up",248.876171057712,"P3412","M1120","C4415","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"189","J368.C","Midwest.upland",0.986717180639037,0.0011141798488047,0.012168639512158,"Up",223.523646167525,"P5412","M6804","C5601","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"190","J371.A","Midwest.upland",0.990635195383451,0.00208011643380573,0.00728468818274335,"Up",249.475868421815,"P5810","M1809","C1608","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"191","J374.B","Midwest.upland",0.98082345751088,0.00103491449919283,0.0181416279899274,"Up",221.495385733897,"P5821","M3206","C4607","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"192","J376.A","Midwest.upland",0.985816137869786,0.0012134887320559,0.0129703733981587,"Up",260.69842918265,"P5215","M5013","C3419","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"193","J376.C","Midwest.upland",0.988183587286933,0.00168884049959844,0.0101275722134684,"Up",238.851678999246,"P6602","M5614","C6415","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"194","J378.A","Midwest.upland",0.969121000559338,0.0013895113796826,0.0294894880609791,"Up",183.831269291513,"P4402","M4411","C2401","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"195","J378.B","Midwest.upland",0.987482940278679,0.00163983941775268,0.0108772203035688,"Up",188.226063278846,"P1215","M6414","C1803","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"196","J379.A","Midwest.upland",0.986321522593126,0.000944999388193325,0.0127334780186807,"Up",266.036880201229,"P6420","M6803","C3413","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"197","J379.B","Midwest.upland",0.988833973539766,0.00148145702357397,0.00968456943666016,"Up",320.57691848793,"P2602","M4017","C4606","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"198","J380.B","Midwest.upland",0.988964796000053,0.00338340839589891,0.00765179560404815,"Up",184.763582573161,"P6820","M6405","C3016","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"199","J382.A","Midwest.upland",0.985390088801084,0.000897927601126943,0.0137119835977894,"Up",281.157023053399,"P4822","M5408","C5621","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"200","J384.A","no.prior",0.977407354255734,0.00113193674687652,0.0214607089973899,"Up",154.445334151032,"P7507","M1203","C4819","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"201","J384.B","no.prior",0.988005143958163,0.00177914006576777,0.0102157159760689,"Up",194.864338939565,"P3404","M6008","C5616","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"202","J384.C","no.prior",0.932367988919079,0.00224637259541816,0.065385638485503,"Up",160.651177688305,"P4209","M5616","C1605","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"203","J385.A","no.prior",0.99111450531226,0.00337706186798103,0.00550843281975865,"Up",232.248949128148,"P3216","M6614","C3002","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"204","J385.B","no.prior",0.989233037834503,0.00410258953861543,0.00666437262688187,"Up",195.260080314788,"P2816","M3208","C4813","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"205","J386.A","no.prior",0.977606411547892,0.00182030046467298,0.0205732879874353,"Up",198.943720019517,"P5406","M1819","C5217","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"206","J386.C","no.prior",0.982480566690422,0.00486577845992549,0.0126536548496529,"Up",153.971953939232,"P6818","M5812","C1616","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"207","J387.A","no.prior",0.98930752885273,0.00202835190669587,0.00866411924057441,"Up",195.755045124871,"P5010","M1414","C2421","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"208","J387.B","no.prior",0.973735636130598,0.00195915011204923,0.024305213757353,"Up",150.934684362939,"P6819","M3011","C6013","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"209","J387.C","no.prior",0.944342023722641,0.00294707194454449,0.0527109043328148,"Up",162.757307730309,"P6402","M5809","C6402","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"210","J390.A","no.prior",0.971154016182722,0.00135646017983904,0.0274895236374389,"Up",208.042219295729,"P6416","M5202","C3201","MW","MW",2e-06,2e-06,0.946867,2e-06,0.053127,"MW",NA
"211","J390.B","no.prior",0.920734025259968,0.00423730262481169,0.0750286721152202,"Up",86.1944231853084,"P2010","M4209","C3818","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"212","J393.A","no.prior",0.687486157367663,0.00680812773627858,0.305705714896058,"Up",147.29384429503,"P6017","M3414","C3006","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,NA,NA
"213","J393.B","no.prior",0.982301455948343,0.00134364807938122,0.0163548959722759,"Up",218.101745861161,"P4403","M6813","C1104","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"214","J394.A","no.prior",0.983804040494574,0.000795131926946665,0.0154008275784791,"Up",294.691410731461,"P1822","M5213","C6407","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"215","J394.B","no.prior",0.987069761865565,0.000853269006750536,0.0120769691276841,"Up",323.121780556022,"P4613","M4205","C6918","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"216","J394.C","no.prior",0.00616870370101428,0.838441289647409,0.155390006651577,"TX",-197.784175357618,"P5205","M3808","C2016","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"217","J395.A","no.prior",0.985813622145468,0.00192303450779262,0.0122633433467396,"Up",200.455295137662,"P5608","M5017","C1614","other","MW,NEC",2e-06,2e-06,0.495706,0.001259,0.503031,NA,NA
"218","J395.B","no.prior",0.985609569065001,0.000735772971920274,0.0136546579630785,"Up",343.79482576824,"P4406","M5411","C6420","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"219","J396.A","no.prior",0.974197284195125,0.00158137867334879,0.0242213371315262,"Up",173.99390472625,"P7418","M2216","C5221","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"220","J399.B","no.prior",0.97098503569544,0.00157546811361463,0.0274394961909455,"Up",183.841164460559,"P4611","M6419","C5205","other","MW,NEC",2e-06,2e-06,0.490199,2e-06,0.509795,NA,NA
"221","J400.A","no.prior",0.982091674060199,0.000977372948988429,0.0169309529908131,"Up",216.573527133791,"P1619","M6816",NA,"MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"222","J403.A","Midwest.upland",0.983714779619322,0.000912723563104425,0.0153724968175734,"Up",245.166575393776,"P4605","M6603","C1410","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"223","J403.B","Midwest.upland",0.954637373825648,0.00168855581559068,0.0436740703587611,"Up",212.455577713852,"P1209","M6711","C2615","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"224","J406.A","no.prior",0.981568638425081,0.00110739766148056,0.0173239639134382,"Up",226.812785556783,"P6620","M5807","C1606","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"225","J409.B","Midwest.upland",0.983281488195955,0.00135789523036688,0.0153606165736781,"Up",220.79468192877,"P5802","M1418","C1210","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"226","J412.A","no.prior",0.990646000515408,0.0025262062486131,0.00682779323597858,"Up",227.94026341187,"P6821","M3415","C2812","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"227","J415.B","no.prior",0.984841827626743,0.0013763044747995,0.0137818678984571,"Up",233.707248386105,"P6001","M3407","C3606","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"228","J416.A","no.prior",0.00869089714149649,0.015270109900466,0.976038992958038,"Coast",-34.5273060669602,"P4610","M5212","C3003","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.412387,0.587607,NA,NA
"229","J416.B","no.prior",0.915348625369074,0.00307691420253173,0.0815744604283945,"Up",147.5326776032,"P3810","M4419","C1103","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.471592,0.528402,NA,NA
"230","J418.A","Coastal.lowland",0.0245835447335785,0.0137092242162788,0.961707231050143,"Coast",39.863640593829,"P5202","M2805","C6009","SEC","SEC",2e-06,2e-06,2e-06,0.999115,0.000879,"COAST","COAST"
"231","J418.B","Coastal.lowland",0.0148906684710468,0.0331106483308289,0.951998683198124,"Coast",-91.7543902423622,"P6012","M4217","C4020","SEC","SEC",2e-06,2e-06,2e-06,0.965427,0.034567,"COAST","COAST"
"232","J419.A","no.prior",0.00197230516936947,0.972532550147072,0.0254951446835583,"TX",-261.431401484225,"P5410","M5804","C3608","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"233","J419.B","no.prior",0.00145468762266595,0.984225148559575,0.0143201638177588,"TX",-263.754829062368,"P1216","M6201","C3221","TX","TX",0.904111,2e-06,2e-06,0.095883,2e-06,NA,NA
"234","J420.B","Midwest.upland",0.990743597686586,0.00228552750636174,0.00697087480705252,"Up",243.424237987648,"P7215","M5021",NA,"MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"235","J421.A","no.prior",0.806747781579423,0.00464436731244372,0.188607851108134,"Up",156.985416575952,"P3805","M5210",NA,"MW","MW",0.015539,2e-06,0.970771,0.013686,2e-06,NA,NA
"236","J422.A","no.prior",0.364137389946357,0.0243260405955321,0.611536569458111,"Coast",29.6947189540292,"P6816","M1612","C4211","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,NA,NA
"237","J422.B","no.prior",0.986850114840705,0.00112447279470755,0.0120254123645871,"Up",231.753921253423,"P1609","M6601","C3407","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.411219,0.588775,NA,NA
"238","J424.A","no.prior",0.00178209157451534,0.97816474124583,0.0200531671796551,"TX",-199.891439536517,"P4809","M2413","C2814","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"239","J425.A","no.prior",0.981491657411218,0.00812081488547496,0.0103875277033066,"Up",92.2805309095088,"P2807","M6206","C1805","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.541538,0.458456,NA,NA
"240","J426.A","no.prior",0.469691974925706,0.0121734338419141,0.518134591232379,"Coast",80.0594511866242,"P2221","M5816","C3220","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.459044,0.54095,NA,NA
"241","J427.A","no.prior",0.966376692404219,0.00195453465753361,0.0316687729382476,"Up",122.246639146664,"P6801","M2813","C1108","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.377038,0.622956,NA,NA
"242","J427.B","no.prior",0.938052137558663,0.00219316551975905,0.0597546969215774,"Up",156.845153336431,"P7207","M1010","C1402","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.432748,0.567246,NA,NA
"243","J428.A","no.prior",0.988147609902605,0.00645832142925536,0.00539406866813917,"Up",134.700730602497,"P6413","M3409","C2808","other","MW,NEC",2e-06,2e-06,0.305393,2e-06,0.694601,NA,NA
"244","J428.B","no.prior",0.98835888924758,0.00321076063022741,0.00843035012219292,"Up",177.408991042177,"P6414","M6706","C2821","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.294643,0.705351,NA,NA
"245","J429.A","no.prior",0.935932658020231,0.00224904235579872,0.0618182996239701,"Up",183.995374411284,"P6204","M4815","C5816","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"246","J429.B","no.prior",0.983551134515276,0.00194323370391311,0.0145056317808105,"Up",154.223592700394,"P5012","M5609",NA,"NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"247","J430.A","no.prior",0.979576752933691,0.000997758883437821,0.0194254881828716,"Up",226.986845736771,"P2213","M3015","C7010","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"248","J430.B","no.prior",0.978778402738627,0.00123592933166748,0.0199856679297056,"Up",177.442437243287,"P1615","M6218","C1208","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"249","J431.A","no.prior",0.984381664177078,0.001051532583606,0.0145668032393161,"Up",216.448158932038,"P4617","M6412","C5008","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.310678,0.689315,NA,NA
"250","J431.B","no.prior",0.00654042194070856,0.00446493685381893,0.988994641205473,"Coast",9.9632724329155,"P1208","M6605","C4409","MW","MW",0.060731,0.006045,0.93322,2e-06,2e-06,NA,NA
"251","J432.B","no.prior",0.950940353277533,0.00393148164610428,0.0451281650763626,"Up",95.9794271882688,"P3421","M6613","C4610","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"252","J433.A","no.prior",0.984693655874384,0.000942264343612077,0.0143640797820042,"Up",184.437063310456,"P1413","M4006","C6216","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"253","J433.B","no.prior",0.978050994961272,0.0011429999196654,0.0208060051190623,"Up",189.16953963948,"P2011","M2015","C1406","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"254","J434.A","no.prior",0.988058401018497,0.0010053320651668,0.0109362669163364,"Up",258.943276774902,"P3607","M4219","C1414","NEC","NEC",2e-06,2e-06,2e-06,2e-06,0.999992,NA,"NEC"
"255","J441.A","Texas.lowland",0.00315401801096418,0.976696496113111,0.0201494858759245,"TX",-122.29435845956,"P6813","M1113","C5416","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"256","J441.B","Texas.lowland",0.00315879857409725,0.945145949855107,0.0516952515707955,"TX",-226.622624697065,"P6010","M1105","C6817","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"257","J446.A","no.prior",0.00236809630971076,0.970652780059377,0.0269791236309126,"TX",-178.386138553783,"P7517","M1119","C1111","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"258","J447.A","no.prior",0.0019126116350528,0.980568960700495,0.0175184276644526,"TX",-170.802994216955,"P4801","M1607","C6821","TX","TX",0.999992,2e-06,2e-06,2e-06,2e-06,NA,NA
"259","J448.A","no.prior",0.984561009568938,0.000953449167351377,0.014485541263711,"Up",242.065870654703,"P6405","M1605","C5807","MW","MW",2e-06,2e-06,0.999992,2e-06,2e-06,"MW",NA
"260","J450.B","no.prior",0.985693768774219,0.000834491442137261,0.013471739783644,"Up",264.938238200691,"P6412","M4814","C6811","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.384905,0.615089,NA,NA
"261","J455.A","no.prior",0.596553899415336,0.018657743391395,0.384788357193269,"Up",85.2939668699786,"P2804","M2616","C7017","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.579871,0.420123,NA,NA
"262","J455.B","no.prior",0.944595644110432,0.00562126153690052,0.0497830943526677,"Up",84.9100592447469,"P5809","M6202","C5605","NEC,SEC","NEC,SEC",2e-06,2e-06,2e-06,0.632518,0.367475,NA,NA
"263","J456.A","Coastal.lowland",0.00514761648561463,0.00966114774753794,0.985191235766848,"Coast",-94.9286769839932,"P6803","M6714",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"264","J456.C","Coastal.lowland",0.00395131666602168,0.0120775336837543,0.983971149650224,"Coast",-197.957427857884,"P3620","M1219",NA,"GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
"265","J458.A","Coastal.lowland",0.00626076303909601,0.0397730224022142,0.95396621455869,"Coast",-100.936641818367,"P5015","M1812","C1205","GC","GC",2e-06,0.999992,2e-06,2e-06,2e-06,"COAST","COAST"
