Effect,component,std.error,z.ratio,bound,%ch,%Var,VarSE,lowVar,hiVar,loglik
SUBPOP!SUBPOP,249996.02815273908,184409.16264556334,1.3556594724809552,P,0,88.64803323166177,65.39107720719085,23.256956024470924,154.03911043885262,-18449.107982374684
LATITUDE:SUBPOP!SUBPOP,1640.304148159506,1042.3757066454089,1.573620852541125,P,0,0.5816481874153462,0.36962409749215325,0.21202408992319294,0.9512722849074995,-18449.107982374684
units!units,30372.340152217774,754.155524553882,40.27331122474297,P,0,10.769963983156332,0.2674218646451778,10.502542118511155,11.03738584780151,-18449.107982374684
units!R,1,NA,NA,F,0,3.545977665593184e-4,NA,NA,NA,-18449.107982374684
