Effect,component,std.error,z.ratio,bound,%ch,%Var,VarSE,lowVar,hiVar,loglik
SITE!SITE,687.7679126681429,343.82607425606784,2.0003366939411378,P,0.1,61.82103046755874,30.9053124180593,30.915718049499443,92.72634288561804,-9891.868788509122
"vm(PLANT_ID, k_full)",188.56503584420898,14.335786070395704,13.153449341268253,P,0,16.949445607047302,1.2885932174360768,15.660852389611225,18.23803882448338,-9891.868788509122
units!units,235.18152668562576,6.821906442553308,34.47445793431343,P,0,21.139637454494604,0.6131970949267258,20.52644035956788,21.75283454942133,-9891.868788509122
units!R,1,NA,NA,F,0,0.0898864708993602,NA,NA,NA,-9891.868788509122
