site,phe,indv,SNPs,PCs,date_run,subpop,time_run,bonferroni,notes,peak info,qqplot,qqplot,plot order,,key
LINC,FL1,136,12.1M,9,2020-06-13,Midwest_Gulf,07.58.09,10,messy,,skip,drop,232,,
LINC,FL1,189,11.5M,14,2020-06-16,Atlantic_Gulf,09.10.35,1,,,,ok,233,,
LINC,FL1,193,12.3M,7,2020-06-15,Midwest_Atlantic,12.26.25,10,centromere,2K,,signal,234,,
LINC,FL50,123,10.6M,3,2020-06-14,Atlantic,10.00.32,0,,,skip,ok,235,,
LINC,FL50,133,12.1M,9,2020-06-12,Midwest_Gulf,20.31.10,10,,,,signal,236,,
LINC,FL50,189,11.5M,14,2020-06-15,Atlantic_Gulf,21.32.28,10,,,,signal,237,,
LINC,FL50,190,12.3M,9,2020-06-15,Midwest_Atlantic,01.49.18,0,,,skip,ok,238,,
LINC,GR1,124,10.6M,14,2020-06-14,Atlantic,18.09.40,0,,,skip,low sig,239,,
LINC,GR1,138,12.1M,3,2020-06-13,Midwest_Gulf,08.12.16,1,,,,ok,240,,
LINC,GR1,192,11.5M,3,2020-06-16,Atlantic_Gulf,09.24.27,10,nice,1N,,signal,241,,
LINC,GR1,194,12.3M,11,2020-06-15,Midwest_Atlantic,12.41.02,0,,,skip,low sig,242,,
LINC,GR50,124,10.6M,5,2020-06-14,Atlantic,08.30.32,1,nice,"Chr05N, Chr03K",,signal,243,,
LINC,GR50,137,12.1M,3,2020-06-12,Midwest_Gulf,18.38.53,0,,,skip,low sig,244,,
LINC,GR50,191,11.5M,4,2020-06-15,Atlantic_Gulf,19.40.37,0,,,skip,low sig,245,,
LINC,GR50,194,12.3M,4,2020-06-15,Midwest_Atlantic,00.08.32,1,nice,Chr05N,,signal,246,,
LINC,GR100,120,10.6M,3,2020-06-14,Atlantic,18.22.25,0,,,skip,low sig,247,,
LINC,GR100,131,12.1M,3,2020-06-13,Midwest_Gulf,08.26.10,0,nice,5K,,signal,248,,
LINC,GR100,181,11.5M,6,2020-06-16,Atlantic_Gulf,09.38.06,0,,,skip,low sig,249,,
LINC,GR100,190,12.3M,4,2020-06-15,Midwest_Atlantic,12.55.19,0,,,skip,low sig,250,,
LINC,PTT.12C,123,10.6M,5,2020-06-14,Atlantic,13.51.27,0,,,skip,low sig,251,,
LINC,PTT.12C,132,12.1M,6,2020-06-13,Midwest_Gulf,02.02.17,1000,nice,"Chr05N, 4K, 8K",,iffy,252,,
LINC,PTT.12C,188,11.5M,9,2020-06-16,Atlantic_Gulf,03.06.28,1,,,,ok,253,,
LINC,PTT.12C,190,12.3M,9,2020-06-15,Midwest_Atlantic,06.51.53,0,,,skip,ok,254,,
PKLE,CGDD.12C,120,8.8M,13,2020-06-13,Midwest,11.45.17,10,nice,"Chr02N, 6N",,signal,255,,
PKLE,CGDD.12C,184,10.3M,14,2020-06-13,Gulf,18.07.43,10,,,,ok,256,,
PKLE,CGDD.12C,262,10.6M,14,2020-06-14,Atlantic,06.34.49,10,nice,1N,,ok,257,,
PKLE,CGDD.12C,304,12.1M,5,2020-06-12,Midwest_Gulf,15.47.12,100,centromere,"Chr02N, 4K",,signal,258,,
PKLE,CGDD.12C,382,12.3M,14,2020-06-14,Midwest_Atlantic,21.28.47,10,nice,1N,,signal,259,,
PKLE,CGDD.12C,446,11.5M,9,2020-06-15,Atlantic_Gulf,16.52.25,1000,centromere,2N,,ok,260,,
PKLE,CRAIN.5d,120,8.8M,2,2020-06-13,Midwest,13.40.15,0,,,skip,ok,261,,
PKLE,CRAIN.5d,184,10.3M,7,2020-06-13,Gulf,21.42.44,1,nice,"5N, 7K",,ok,262,,
PKLE,CRAIN.5d,262,10.6M,0,2020-06-14,Atlantic,10.51.59,10,nice,"3N, 7K",,signal,263,,
PKLE,CRAIN.5d,304,12.1M,2,2020-06-12,Midwest_Gulf,21.40.11,100,nice,"9N, 7N, 8N",,iffy,264,,
PKLE,CRAIN.5d,382,12.3M,1,2020-06-15,Midwest_Atlantic,03.01.30,100,nice,"2N, 7N, 8N, 9N",,iffy,265,,
PKLE,CRAIN.5d,446,11.5M,2,2020-06-15,Atlantic_Gulf,22.42.26,100,nice,"1N, 5K, 6N, 7K",,signal,266,,
PKLE,CRAIN,120,8.8M,2,2020-06-13,Midwest,13.28.53,1,,,,signal,267,,
PKLE,CRAIN,184,10.3M,14,2020-06-13,Gulf,21.30.06,10,nice,Chr07K,,signal,268,,
PKLE,CRAIN,262,10.6M,11,2020-06-14,Atlantic,10.39.10,10,nice,"3N, 7K",,ok,269,,
PKLE,CRAIN,304,12.1M,15,2020-06-12,Midwest_Gulf,21.26.13,0,,,skip,ok,270,,
PKLE,CRAIN,382,12.3M,15,2020-06-15,Midwest_Atlantic,02.46.52,0,,,skip,ok,271,,
PKLE,CRAIN,446,11.5M,12,2020-06-15,Atlantic_Gulf,22.28.26,10,nice,6K,,signal,272,,
PKLE,EM1,122,8.8M,4,2020-06-13,Midwest,15.11.41,,structure,,skip,drop,273,,
PKLE,EM1,226,10.3M,14,2020-06-14,Gulf,00.36.17,1,,,,signal,274,,
PKLE,EM1,264,10.6M,11,2020-06-14,Atlantic,14.30.14,1,nice,"6K, 8K, 9K",,signal,275,,
PKLE,EM1,348,12.1M,14,2020-06-13,Midwest_Gulf,02.59.17,1,nice,3N,,signal,276,,
PKLE,EM1,386,12.3M,14,2020-06-15,Midwest_Atlantic,07.49.46,0,nice,8K,,signal,277,,
PKLE,EM1,490,11.5M,14,2020-06-16,Atlantic_Gulf,04.02.15,10,,6N,,signal,278,,
PKLE,EM50,122,8.8M,4,2020-06-13,Midwest,15.22.52,,structure,,skip,drop,279,,
PKLE,EM50,226,10.3M,14,2020-06-14,Gulf,00.49.14,10,messy,,skip,signal,280,,
PKLE,EM50,264,10.6M,12,2020-06-14,Atlantic,14.43.18,10,nice,"8K, 9K",,ok,281,,
PKLE,EM50,348,12.1M,14,2020-06-13,Midwest_Gulf,03.13.31,10,nice,3N 7K,,signal,282,,
PKLE,EM50,386,12.3M,14,2020-06-15,Midwest_Atlantic,08.04.18,0,,,skip,ok,283,,
PKLE,EM50,490,11.5M,14,2020-06-16,Atlantic_Gulf,04.16.30,1,,,,ok,284,,
PKLE,FL1,122,8.8M,2,2020-06-13,Midwest,15.34.16,,structure,,skip,drop,285,,
PKLE,FL1,208,10.3M,14,2020-06-14,Gulf,01.01.43,10,nice,"3N, 8N",,ok,286,,
PKLE,FL1,263,10.6M,15,2020-06-14,Atlantic,14.56.18,10,nice,,,ok,287,,
PKLE,FL1,330,12.1M,8,2020-06-13,Midwest_Gulf,03.27.45,100,nice,"6K, 7K, 8N",,signal,288,,
PKLE,FL1,385,12.3M,5,2020-06-15,Midwest_Atlantic,08.18.55,10,nice,2N,,signal,289,,
PKLE,FL1,471,11.5M,12,2020-06-16,Atlantic_Gulf,04.30.47,10,,,,signal,290,,
PKLE,FL50,121,8.8M,9,2020-06-13,Midwest,12.54.29,10,,,,signal,291,,
PKLE,FL50,184,10.3M,14,2020-06-13,Gulf,20.27.05,10,,,,signal,292,,
PKLE,FL50,262,10.6M,14,2020-06-14,Atlantic,09.21.45,1,nice,"8K, 9K",,ok,293,,
PKLE,FL50,305,12.1M,5,2020-06-12,Midwest_Gulf,19.34.49,100,centromere,2N,,signal,294,,
PKLE,FL50,383,12.3M,14,2020-06-15,Midwest_Atlantic,01.05.37,1,nice,"5N, 1N",,ok,295,,
PKLE,FL50,446,11.5M,12,2020-06-15,Atlantic_Gulf,20.36.20,100,nice,"6K, 8K, 9K",,signal,296,,
PKLE,GR1,125,8.8M,5,2020-06-13,Midwest,15.45.56,0,,,skip,ok,297,,
PKLE,GR1,227,10.3M,6,2020-06-14,Gulf,01.14.36,0,,,skip,ok,298,,
PKLE,GR1,265,10.6M,3,2020-06-14,Atlantic,15.09.16,0,,,skip,signal,299,,
PKLE,GR1,352,12.1M,9,2020-06-13,Midwest_Gulf,03.42.00,0,,,skip,ok,300,,
PKLE,GR1,390,12.3M,4,2020-06-15,Midwest_Atlantic,08.33.20,1,,,,signal,301,,
PKLE,GR1,492,11.5M,9,2020-06-16,Atlantic_Gulf,04.44.50,1,,,,ok,302,,
PKLE,GR50,124,8.8M,1,2020-06-13,Midwest,12.20.11,0,,,skip,low sig,303,,
PKLE,GR50,227,10.3M,14,2020-06-13,Gulf,19.11.32,1,,,,signal,304,,
PKLE,GR50,265,10.6M,6,2020-06-14,Atlantic,07.52.03,1,nice,9N,,ok,305,,
PKLE,GR50,351,12.1M,10,2020-06-12,Midwest_Gulf,17.42.28,1,nice,2N,,signal,306,,
PKLE,GR50,389,12.3M,4,2020-06-14,Midwest_Atlantic,23.09.51,1,,,,ok,307,,
PKLE,GR50,492,11.5M,14,2020-06-15,Atlantic_Gulf,18.44.31,1,,,,ok,308,,
PKLE,GR100,123,8.8M,1,2020-06-13,Midwest,15.57.23,1,nice,,,low sig,309,,
PKLE,GR100,227,10.3M,14,2020-06-14,Gulf,01.27.26,1,,,,ok,310,,
PKLE,GR100,264,10.6M,3,2020-06-14,Atlantic,15.22.04,0,,,skip,ok,311,,
PKLE,GR100,350,12.1M,13,2020-06-13,Midwest_Gulf,03.56.18,1,nice,2N,,ok,312,,
PKLE,GR100,387,12.3M,5,2020-06-15,Midwest_Atlantic,08.47.44,1,nice,4K,,signal,313,,
PKLE,GR100,491,11.5M,14,2020-06-16,Atlantic_Gulf,04.58.52,0,,,skip,ok,314,,
PKLE,PTT.12C,120,8.8M,13,2020-06-13,Midwest,14.37.13,100,nice,"2N, 6N",,signal,315,,
PKLE,PTT.12C,184,10.3M,14,2020-06-13,Gulf,23.33.34,1,nice,3N,,ok,316,,
PKLE,PTT.12C,262,10.6M,14,2020-06-14,Atlantic,13.12.45,10,,,,signal,317,,
PKLE,PTT.12C,304,12.1M,5,2020-06-13,Midwest_Gulf,01.06.20,100,centromere,"2N, 4K",,signal,318,,
PKLE,PTT.12C,382,12.3M,14,2020-06-15,Midwest_Atlantic,06.07.53,10,nice,1N,,signal,319,,
PKLE,PTT.12C,446,11.5M,12,2020-06-16,Atlantic_Gulf,02.10.14,100,nice,"6K, 8K",,signal,320,,
STIL,CGDD.12C,135,12.1M,11,2020-06-12,Midwest_Gulf,17.13.30,0,,,skip,low sig,321,,
STIL,CGDD.12C,141,12.3M,4,2020-06-14,Midwest_Atlantic,22.41.07,100,nice,"4N, 6N, 8K",,drop,322,,
STIL,CGDD.12C,168,11.5M,12,2020-06-15,Atlantic_Gulf,18.16.36,0,,,skip,low sig,323,,
STIL,CRAIN.5d,135,12.1M,1,2020-06-13,Midwest_Gulf,00.24.08,1,,,,ok,324,,
STIL,CRAIN.5d,141,12.3M,1,2020-06-15,Midwest_Atlantic,05.24.46,10,,7K,,signal,325,,
STIL,CRAIN.5d,168,11.5M,1,2020-06-16,Atlantic_Gulf,01.27.52,0,nice,"3K, 7K",,ok,326,,
STIL,CRAIN,135,12.1M,1,2020-06-13,Midwest_Gulf,00.10.45,0,,,skip,low sig,327,,
STIL,CRAIN,141,12.3M,0,2020-06-15,Midwest_Atlantic,05.10.32,0,,,skip,low sig,328,,
STIL,CRAIN,168,11.5M,1,2020-06-16,Atlantic_Gulf,01.14.23,0,,,skip,ok,329,,
STIL,EM1,154,10.6M,7,2020-06-14,Atlantic,19.39.44,1,nice,9N,,signal,330,,
STIL,EM1,217,10.3M,9,2020-06-14,Gulf,04.49.35,0,,,skip,low sig,331,,
STIL,EM1,230,12.3M,10,2020-06-15,Midwest_Atlantic,14.23.15,0,,,skip,ok,332,,
STIL,EM1,293,12.1M,12,2020-06-13,Midwest_Gulf,09.51.39,0,nice,4K,,ok,333,,
STIL,EM1,371,11.5M,14,2020-06-16,Atlantic_Gulf,11.02.57,0,,9N,,ok,334,,
STIL,EM50,154,10.6M,6,2020-06-14,Atlantic,19.52.51,0,,,skip,ok,335,,
STIL,EM50,217,10.3M,9,2020-06-14,Gulf,05.02.13,1,nice,"1N, 2N, 6N",,signal,336,,
STIL,EM50,230,12.3M,9,2020-06-15,Midwest_Atlantic,14.37.49,1,,,,ok,337,,
STIL,EM50,293,12.1M,12,2020-06-13,Midwest_Gulf,10.05.42,10,nice,"1N, 6N",,signal,338,,
STIL,EM50,371,11.5M,12,2020-06-16,Atlantic_Gulf,11.17.04,1,,,,signal,339,,
STIL,FL1,143,10.6M,5,2020-06-14,Atlantic,20.05.37,10,nice,Chr05N,,signal,340,,
STIL,FL1,176,10.3M,12,2020-06-14,Gulf,05.14.45,0,,,skip,ok,341,,
STIL,FL1,215,12.3M,9,2020-06-15,Midwest_Atlantic,14.52.24,0,,,skip,ok,342,,
STIL,FL1,248,12.1M,15,2020-06-13,Midwest_Gulf,10.19.40,0,,,skip,ok,343,,
STIL,FL1,319,11.5M,12,2020-06-16,Atlantic_Gulf,11.31.05,1,,,,ok,344,,
STIL,FL50,137,12.1M,11,2020-06-12,Midwest_Gulf,20.58.53,0,,,skip,low sig,345,,
STIL,FL50,141,12.3M,4,2020-06-15,Midwest_Atlantic,02.18.15,10,nice,8K,,signal,346,,
STIL,FL50,170,11.5M,12,2020-06-15,Atlantic_Gulf,22.00.21,0,,,skip,low sig,347,,
STIL,GR1,156,10.6M,0,2020-06-14,Atlantic,20.18.16,10,,,,ok,348,,
STIL,GR1,217,10.3M,2,2020-06-14,Gulf,05.27.19,1,,,,ok,349,,
STIL,GR1,234,12.3M,0,2020-06-15,Midwest_Atlantic,15.06.26,1,,,,signal,350,,
STIL,GR1,295,12.1M,11,2020-06-13,Midwest_Gulf,10.34.00,1,nice,Chr05N,,signal,351,,
STIL,GR1,373,11.5M,1,2020-06-16,Atlantic_Gulf,11.45.14,0,,,skip,ok,352,,
STIL,GR50,154,10.6M,0,2020-06-14,Atlantic,08.55.59,0,,,skip,low sig,353,,
STIL,GR50,215,10.3M,0,2020-06-13,Gulf,20.01.52,0,,,skip,low sig,354,,
STIL,GR50,231,12.3M,0,2020-06-15,Midwest_Atlantic,00.36.56,0,,,skip,low sig,355,,
STIL,GR50,292,12.1M,1,2020-06-12,Midwest_Gulf,19.06.35,10,nice,Chr05N,,ok,356,,
STIL,GR50,369,11.5M,1,2020-06-15,Atlantic_Gulf,20.08.15,0,,,skip,low sig,357,,
STIL,GR100,149,10.6M,0,2020-06-14,Atlantic,20.30.59,0,,,skip,low sig,358,,
STIL,GR100,213,10.3M,0,2020-06-14,Gulf,05.39.37,0,,,skip,low sig,359,,
STIL,GR100,224,12.3M,7,2020-06-15,Midwest_Atlantic,15.20.41,0,,,skip,low sig,360,,
STIL,GR100,288,12.1M,6,2020-06-13,Midwest_Gulf,10.48.06,1,,,,low sig,361,,
STIL,GR100,362,11.5M,0,2020-06-16,Atlantic_Gulf,11.58.45,0,,,skip,low sig,362,,
STIL,PTT.12C,135,12.1M,11,2020-06-13,Midwest_Gulf,02.31.03,0,,,skip,low sig,363,,
STIL,PTT.12C,141,12.3M,4,2020-06-15,Midwest_Atlantic,07.21.08,100,nice,"4N, 6K, 6N, 8K",,signal,364,,
STIL,PTT.12C,168,11.5M,12,2020-06-16,Atlantic_Gulf,03.34.32,0,,,skip,low sig,365,,
TMPL,CGDD.12C,103,10.6M,3,2020-06-14,Atlantic,07.39.17,1,,,,signal,366,,
TMPL,CGDD.12C,163,12.3M,5,2020-06-14,Midwest_Atlantic,22.55.19,1,,,,ok,367,,
TMPL,CGDD.12C,194,10.3M,7,2020-06-13,Gulf,18.58.39,0,,,skip,low sig,368,,
TMPL,CGDD.12C,254,12.1M,12,2020-06-12,Midwest_Gulf,17.27.48,0,,,skip,ok,369,,
TMPL,CGDD.12C,297,11.5M,12,2020-06-15,Atlantic_Gulf,18.30.27,1,nice,"3N, 8N",,signal,370,,
TMPL,CRAIN.5d,103,10.6M,3,2020-06-14,Atlantic,12.59.55,10,,,,signal,371,,
TMPL,CRAIN.5d,163,12.3M,4,2020-06-15,Midwest_Atlantic,05.53.25,10,,,,signal,372,,
TMPL,CRAIN.5d,194,10.3M,0,2020-06-13,Gulf,23.21.08,10,nice,"Chr04N, Chr05N",,signal,373,,
TMPL,CRAIN.5d,254,12.1M,1,2020-06-13,Midwest_Gulf,00.52.17,1,,,,signal,374,,
TMPL,CRAIN.5d,297,11.5M,8,2020-06-16,Atlantic_Gulf,01.56.06,10,,4K,,ok,375,,
TMPL,CRAIN,103,10.6M,3,2020-06-14,Atlantic,12.47.08,0,,,skip,ok,376,,
TMPL,CRAIN,163,12.3M,4,2020-06-15,Midwest_Atlantic,05.39.05,1,,,,ok,377,,
TMPL,CRAIN,194,10.3M,4,2020-06-13,Gulf,23.08.55,10,messy,,skip,signal,378,,
TMPL,CRAIN,254,12.1M,2,2020-06-13,Midwest_Gulf,00.38.07,1000,messy,,skip,iffy,379,,
TMPL,CRAIN,297,11.5M,3,2020-06-16,Atlantic_Gulf,01.41.47,1000,messy,,skip,iffy,380,,
TMPL,EM1,120,12.3M,4,2020-06-15,Midwest_Atlantic,16.18.30,0,,,skip,low sig,381,,
TMPL,EM50,106,12.3M,2,2020-06-15,Midwest_Atlantic,16.32.35,0,,,skip,low sig,382,,
TMPL,FL1,106,10.6M,3,2020-06-14,Atlantic,20.43.43,1,,8N,,signal,383,,
TMPL,FL1,167,12.3M,4,2020-06-15,Midwest_Atlantic,15.34.47,1,,8N,,ok,384,,
TMPL,FL1,194,10.3M,9,2020-06-14,Gulf,05.52.02,1,,,,signal,385,,
TMPL,FL1,255,12.1M,12,2020-06-13,Midwest_Gulf,11.01.59,0,,,skip,ok,386,,
TMPL,FL1,300,11.5M,12,2020-06-16,Atlantic_Gulf,12.12.32,1,,8N,,signal,387,,
TMPL,FL50,106,10.6M,3,2020-06-14,Atlantic,10.26.01,1,nice,Chr08N,,ok,388,,
TMPL,FL50,167,12.3M,4,2020-06-15,Midwest_Atlantic,02.32.27,0,,,skip,ok,389,,
TMPL,FL50,194,10.3M,6,2020-06-13,Gulf,21.17.19,0,,,skip,low sig,390,,
TMPL,FL50,255,12.1M,12,2020-06-12,Midwest_Gulf,21.12.26,1,nice,Chr09K,,ok,391,,
TMPL,FL50,300,11.5M,12,2020-06-15,Atlantic_Gulf,22.14.22,10,nice,"8N, 1N",,signal,392,,
TMPL,GR1,112,10.6M,11,2020-06-14,Atlantic,20.56.31,1,,,,ok,393,,
TMPL,GR1,174,12.3M,6,2020-06-15,Midwest_Atlantic,15.49.26,1,,,,ok,394,,
TMPL,GR1,204,10.3M,14,2020-06-14,Gulf,06.04.58,10,,,,signal,395,,
TMPL,GR1,266,12.1M,13,2020-06-13,Midwest_Gulf,11.16.12,10,nice,Chr05K,,signal,396,,
TMPL,GR1,316,11.5M,15,2020-06-16,Atlantic_Gulf,12.26.38,100,messy,,skip,ok,397,,
TMPL,GR50,107,10.6M,11,2020-06-14,Atlantic,09.08.51,1,,Chr06K,,ok,398,,
TMPL,GR50,168,12.3M,10,2020-06-15,Midwest_Atlantic,00.51.01,1,,Chr06K,,signal,399,,
TMPL,GR50,204,10.3M,9,2020-06-13,Gulf,20.14.18,1,,,,ok,400,,
TMPL,GR50,265,12.1M,13,2020-06-12,Midwest_Gulf,19.20.33,0,,,skip,ok,401,,
TMPL,GR50,311,11.5M,11,2020-06-15,Atlantic_Gulf,20.22.05,1,,9K,,ok,402,,
TMPL,GR100,105,10.6M,3,2020-06-14,Atlantic,21.09.27,0,,,skip,low sig,403,,
TMPL,GR100,165,12.3M,4,2020-06-15,Midwest_Atlantic,16.03.53,0,,,skip,low sig,404,,
TMPL,GR100,200,10.3M,9,2020-06-14,Gulf,06.17.35,1,,,,ok,405,,
TMPL,GR100,260,12.1M,11,2020-06-13,Midwest_Gulf,11.30.21,1,,,,ok,406,,
TMPL,GR100,305,11.5M,11,2020-06-16,Atlantic_Gulf,12.41.13,0,,,skip,low sig,407,,
TMPL,PTT.12C,103,10.6M,3,2020-06-14,Atlantic,14.17.03,1,,,,ok,408,,
TMPL,PTT.12C,163,12.3M,4,2020-06-15,Midwest_Atlantic,07.35.21,1,,,,ok,409,,
TMPL,PTT.12C,194,10.3M,4,2020-06-14,Gulf,00.23.47,0,,,skip,ok,410,,
TMPL,PTT.12C,254,12.1M,12,2020-06-13,Midwest_Gulf,02.45.03,0,,,skip,ok,411,,
TMPL,PTT.12C,297,11.5M,12,2020-06-16,Atlantic_Gulf,03.48.14,1,nice,8N,,signal,412,,
