matrix,likelihood
greenup.identity.csv,-1534971.50385353
greenup.singleton.TX2.csv,-1534906.87268404
greenup.singleton.MI.csv,-1534841.33747922
greenup.singleton.SD.csv,-1534776.59984267
greenup.singleton.MO.csv,-1534717.03200393
greenup.singleton.TX3.csv,-1534654.12150387
greenup.singleton.NE.csv,-1534588.56116611
greenup.singleton.OK.csv,-1534538.32829728
greenup.midwest.random.PCA_1.csv,-1534487.56139708
greenup.equal_effects.csv,-1534446.184113
greenup.midwest.random.tPCA.csv,-1534440.86089131
greenup.singleton.TX1.csv,-1534438.37685657
greenup.simple_het_1.csv,-1534435.98339882
greenup.midwest.random.PCA_4.csv,-1534433.59801892
greenup.midwest.cgdd_12c_18d.U.mat.csv,-1534431.70869021
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
