Effect,solution,std.error,z.ratio
"vm(PLANT_ID, k_use)_J250.C",0.28432208694588634,0.9669389992597077,0.29404345792605785
"vm(PLANT_ID, k_use)_J251.C",-0.3936534976320991,0.9547141575943887,-0.41232602921066475
"vm(PLANT_ID, k_use)_J352.A",-0.9520973749749393,0.9770207910821133,-0.9744903933113136
"vm(PLANT_ID, k_use)_J344.C",-1.1647788714892446,0.9668271990262116,-1.2047435908530604
"vm(PLANT_ID, k_use)_J004.B",1.096375294066585,0.9576676859179741,1.1448389772237668
"vm(PLANT_ID, k_use)_J301.A",-0.9791170373611895,0.9310205619111345,-1.0516599497559171
"vm(PLANT_ID, k_use)_J013.C",-1.1109440455516706,0.9652166600069791,-1.1509789372508736
"vm(PLANT_ID, k_use)_J018.C",-0.38448753732028884,0.936447135163448,-0.4105811453555039
"vm(PLANT_ID, k_use)_J384.C",-0.9128652296191627,0.956559225758162,-0.9543217032856823
"vm(PLANT_ID, k_use)_J488.C",-0.9926856954816266,1.0616913514101527,-0.9350040331054106
"vm(PLANT_ID, k_use)_J022.C",0.001021563864765715,0.9619164924965203,0.00106200888822936
"vm(PLANT_ID, k_use)_J065.A",-0.5911542805611854,0.8925111386967988,-0.6623494709817964
"vm(PLANT_ID, k_use)_J311.A",1.7985383490833695,0.9715524262083719,1.8512005122589559
"vm(PLANT_ID, k_use)_J016.B",-0.7086892720009594,0.9508373497412983,-0.7453317564710494
"vm(PLANT_ID, k_use)_J352.B",-1.2613633700784357,0.9557416959004419,-1.3197743443536338
"vm(PLANT_ID, k_use)_J001.B",-0.37038046256943513,0.96235826155676,-0.384867546074046
"vm(PLANT_ID, k_use)_J008.D",-0.45746112623234764,0.9483533905879392,-0.48237411367163563
"vm(PLANT_ID, k_use)_J005.B",-0.23155939728952968,0.9668913068046076,-0.2394885502226611
"vm(PLANT_ID, k_use)_J065.B",-0.5481205319413561,0.9558077517210238,-0.5734631582077173
"vm(PLANT_ID, k_use)_J020.B",-0.3151031169838635,0.9329939240726302,-0.3377333001359759
"vm(PLANT_ID, k_use)_J386.B",-1.1045132397830528,1.0283965801257688,-1.0740148899055801
"vm(PLANT_ID, k_use)_J022.D",-0.1588363614710079,0.9454050842434205,-0.16800878704615801
"vm(PLANT_ID, k_use)_J348.A",-0.9954679814860632,0.9510535863681361,-1.0467002025485608
"vm(PLANT_ID, k_use)_J005.D",-0.40963750123783166,0.9619549019609009,-0.4258385714369815
"vm(PLANT_ID, k_use)_J316.A",1.0056050701025943,0.967020284531662,1.0399006992801803
"vm(PLANT_ID, k_use)_J016.C",-0.2008271963851254,0.892849409773077,-0.22492840806846343
"vm(PLANT_ID, k_use)_J352.C",-1.4394282505132894,0.9788021796302661,-1.470601803376675
"vm(PLANT_ID, k_use)_J258.A",-0.9296748200775902,0.9818044476044694,-0.9469042662680214
"vm(PLANT_ID, k_use)_J009.C",0.2607333932286477,0.9464752697525706,0.2754782946381781
"vm(PLANT_ID, k_use)_J023.B",-0.9720619213309925,0.9372462142228735,-1.0371468100695256
"vm(PLANT_ID, k_use)_J073.A",0.7050167926627077,0.9628037608322306,0.7322538832350464
"vm(PLANT_ID, k_use)_J020.C",-0.5719645233260343,0.9473354436738275,-0.6037613467811563
"vm(PLANT_ID, k_use)_J394.B",-1.4889458986360318,0.9651755698269187,-1.5426684482938569
"vm(PLANT_ID, k_use)_J348.C",-1.3403372117602979,0.952195671208213,-1.4076279196476325
"vm(PLANT_ID, k_use)_J320.A",0.2500240167329659,0.9587869230070308,0.26077120028798356
"vm(PLANT_ID, k_use)_J016.D",0.6004731730793813,0.9163302037903756,0.6553021722906655
"vm(PLANT_ID, k_use)_J353.C",-1.3577954457844745,0.9557377777033221,-1.420677802490254
"vm(PLANT_ID, k_use)_J003.D",-0.4092852352523452,0.9019103421444521,-0.4537981394904474
"vm(PLANT_ID, k_use)_J030.C",-0.9638855302088073,0.9287594344450761,-1.0378204457053173
"vm(PLANT_ID, k_use)_J086.A",-0.020517723505553635,0.948270837028477,-0.021636986717685464
"vm(PLANT_ID, k_use)_J396.A",-0.7743686741725736,0.9695968109703206,-0.7986501867695159
"vm(PLANT_ID, k_use)_J354.C",-1.329985739414479,0.9763649934253636,-1.3621808937951718
"vm(PLANT_ID, k_use)_J003.E",-0.6102744018065295,0.9379642033334208,-0.6506371987733454
"vm(PLANT_ID, k_use)_J296.A",-0.6579869275528101,0.9590244995468971,-0.6861002277456771
"vm(PLANT_ID, k_use)_J350.B",-1.2552192479067223,0.9866367158740688,-1.2722202891007501
"vm(PLANT_ID, k_use)_J336.A",1.2792919849575626,1.0909453948422239,1.1726452955444007
"vm(PLANT_ID, k_use)_J016.E",-0.7646052656569869,0.9421124625285316,-0.8115859794539456
"vm(PLANT_ID, k_use)_J458.C",2.57992498114616,0.9487177565763574,2.719380936282197
"vm(PLANT_ID, k_use)_J018.B",0.22405797726331456,0.9489104779053371,0.23612130172480453
"vm(PLANT_ID, k_use)_J003.F",0.5923811790476438,0.9643547594890014,0.6142772389712045
"vm(PLANT_ID, k_use)_J299.A",-0.13844522202975335,0.9386367004783611,-0.14749606739135276
"vm(PLANT_ID, k_use)_J013.B",-0.7375604389188825,1.0123051767201887,-0.7285949493101838
"vm(PLANT_ID, k_use)_J350.C",-1.3755520080415644,0.9437021952657346,-1.457612385498612
"vm(PLANT_ID, k_use)_J008.B",-0.6053365872794592,0.9491517046311283,-0.6377658959320027
"vm(PLANT_ID, k_use)_J461.C",2.666435466922736,0.95955204158104,2.7788336133695144
