Effect,solution,std.error,z.ratio
"vm(PLANT_ID, k_use)_J250.C",3.4933721916670404,4.023273630681995,0.8682909770357504
"vm(PLANT_ID, k_use)_J251.C",2.2317368502510533,3.993392760649012,0.5588573386125807
"vm(PLANT_ID, k_use)_J352.A",-5.19179110613667,4.046410464311215,-1.283060913352107
"vm(PLANT_ID, k_use)_J344.C",-4.410977018554735,4.027484928953357,-1.0952187522402566
"vm(PLANT_ID, k_use)_J004.B",4.3231556788180026,4.003936255322702,1.079726400007228
"vm(PLANT_ID, k_use)_J301.A",0.8936372870943065,3.9124547236574974,0.22840833957534046
"vm(PLANT_ID, k_use)_J013.C",0.0239026212984472,4.012161659356716,0.005957541925735763
"vm(PLANT_ID, k_use)_J018.C",1.4231633143011493,3.9282752884018035,0.3622870623408257
"vm(PLANT_ID, k_use)_J384.C",-4.756337618041923,3.995248028452637,-1.1904987085079812
"vm(PLANT_ID, k_use)_J488.C",-5.5848144580445,4.841783149982314,-1.1534623268010051
"vm(PLANT_ID, k_use)_J022.C",-1.0718496857547637,4.013261721871139,-0.2670769463933754
"vm(PLANT_ID, k_use)_J065.A",-1.600724347137382,3.6888738416742304,-0.4339330689636374
"vm(PLANT_ID, k_use)_J311.A",9.977053902936632,4.033303821154615,2.473667827999255
"vm(PLANT_ID, k_use)_J016.B",-2.8513699102679113,3.979898084402306,-0.7164429464771395
"vm(PLANT_ID, k_use)_J352.B",-7.890817919567127,3.9964556722332087,-1.9744540079329238
"vm(PLANT_ID, k_use)_J001.B",1.4934774605395582,4.010273593164555,0.37241286058017736
"vm(PLANT_ID, k_use)_J008.D",-2.5861937309783096,3.97611876143671,-0.6504317114622169
"vm(PLANT_ID, k_use)_J005.B",-0.031471786192782854,4.011862903501293,-0.007844681373662177
"vm(PLANT_ID, k_use)_J065.B",1.7005728338227382,3.995564293922545,0.4256151844207326
"vm(PLANT_ID, k_use)_J020.B",-0.5603508997303572,3.9082956197613363,-0.14337474803519995
"vm(PLANT_ID, k_use)_J386.B",-6.606372888444769,4.641754502678134,-1.4232490935557054
"vm(PLANT_ID, k_use)_J022.D",-0.5617156791606238,3.944988194871922,-0.14238716351313707
"vm(PLANT_ID, k_use)_J348.A",-5.4352554850794315,3.977922369686475,-1.3663553433064652
"vm(PLANT_ID, k_use)_J005.D",1.6144457854690932,4.001774287863325,0.403432495022376
"vm(PLANT_ID, k_use)_J316.A",7.656229486287115,4.023173868901707,1.9030322167948466
"vm(PLANT_ID, k_use)_J016.C",1.8207105074519998,3.686918074783565,0.4938299334353617
"vm(PLANT_ID, k_use)_J352.C",-9.185787560969246,4.053813893395132,-2.2659618331111906
"vm(PLANT_ID, k_use)_J258.A",-4.995845625711733,4.061606528114845,-1.2300171351237479
"vm(PLANT_ID, k_use)_J009.C",-0.2209279863899368,3.9584773208573223,-0.05581135585288347
"vm(PLANT_ID, k_use)_J023.B",0.54484414436268,3.944251655722846,0.138136252937144
"vm(PLANT_ID, k_use)_J073.A",3.9746096386658354,4.016519358301961,0.9895656622320268
"vm(PLANT_ID, k_use)_J020.C",-0.9511773990560137,3.9785459256892373,-0.2390766417736483
"vm(PLANT_ID, k_use)_J394.B",-9.45474910277463,4.007363900608983,-2.359343782414627
"vm(PLANT_ID, k_use)_J348.C",-8.279474890385261,3.9822433197146725,-2.079098193070353
"vm(PLANT_ID, k_use)_J320.A",3.1021934480610702,4.003520489463294,0.7748663847794983
"vm(PLANT_ID, k_use)_J016.D",3.207370942693648,3.891759428787147,0.8241441952883541
"vm(PLANT_ID, k_use)_J353.C",-8.30856923327286,3.998685887253289,-2.077824932375482
"vm(PLANT_ID, k_use)_J003.D",-0.3736480484812082,3.831768255591786,-0.09751321675989542
"vm(PLANT_ID, k_use)_J030.C",0.9509169930353264,3.910908749249069,0.24314476608995578
"vm(PLANT_ID, k_use)_J086.A",1.746844496137404,3.963777536708579,0.440701951600427
"vm(PLANT_ID, k_use)_J396.A",-1.443244939670514,4.034564713961657,-0.3577201115838218
"vm(PLANT_ID, k_use)_J354.C",-8.144219027847013,4.049165349651984,-2.011332787026588
"vm(PLANT_ID, k_use)_J003.E",-3.3382783563953087,3.944278547246709,-0.8463596869256567
"vm(PLANT_ID, k_use)_J296.A",-0.8901471553840951,3.993411238592067,-0.22290395408861746
"vm(PLANT_ID, k_use)_J350.B",-7.932183169843397,4.062991030901864,-1.9523014226498763
"vm(PLANT_ID, k_use)_J336.A",6.0864063984620556,4.979471947830822,1.222299565541973
"vm(PLANT_ID, k_use)_J016.E",-0.1945388688986832,3.9580684016579553,-0.049149951228026977
"vm(PLANT_ID, k_use)_J458.C",11.613634309381638,3.9727987719199493,2.923287832111636
"vm(PLANT_ID, k_use)_J018.B",2.4510737273596304,3.9785277036076176,0.6160755711558991
"vm(PLANT_ID, k_use)_J003.F",2.614921343264755,4.005255052475318,0.6528726158521884
"vm(PLANT_ID, k_use)_J299.A",1.8798279941079534,3.954693407898606,0.4753410189405384
"vm(PLANT_ID, k_use)_J013.B",-1.1823267211269655,4.581211252017,-0.25808168540719767
"vm(PLANT_ID, k_use)_J350.C",-8.407454976950852,3.953458257017174,-2.1266077520935185
"vm(PLANT_ID, k_use)_J008.B",-1.3789317484383687,3.9823570514703786,-0.34626019983045847
"vm(PLANT_ID, k_use)_J461.C",14.130092033444082,3.98789794532294,3.543243138911326
"vm(PLANT_ID, k_use)_J022.B",0.8660986176983068,3.7054329254592946,0.2337374971079668
"vm(PLANT_ID, k_use)_J045.C",-4.498823390747454,4.0343931469586005,-1.1151177455620487
"vm(PLANT_ID, k_use)_J587.A",2.740776843138755,3.7617853136040953,0.7285840670457796
"vm(PLANT_ID, k_use)_J650.A",16.354829507891072,4.050314182771129,4.037916262758038
"vm(PLANT_ID, k_use)_J650.B",6.394263926553164,4.9678971276414154,1.28711681467304
"vm(PLANT_ID, k_use)_J650.C",5.409666743355428,4.029132176978324,1.3426381924785713
"vm(PLANT_ID, k_use)_J651.A",-1.4367876127515467,3.9673786157176907,-0.362150364741943
"vm(PLANT_ID, k_use)_J651.C",-3.0668544194660905,3.973247849143725,-0.7718759402656012
"vm(PLANT_ID, k_use)_J652.B",-4.136081211673031,3.9898233783487242,-1.0366577212710701
"vm(PLANT_ID, k_use)_J209.A",6.798181802803675,5.010339677478077,1.3568305225615953
"vm(PLANT_ID, k_use)_J210.A",5.579149613669619,4.089222834479957,1.3643545092790579
"vm(PLANT_ID, k_use)_J211.A",1.9481481561613687,4.006589069290157,0.48623607823762177
"vm(PLANT_ID, k_use)_J215.A",6.671988761899062,4.025700767628297,1.657348408890758
"vm(PLANT_ID, k_use)_J216.A",2.7029481373874615,3.9998120275298543,0.6757687908290803
"vm(PLANT_ID, k_use)_J218.A",8.18404654169156,4.014752753945174,2.03849328794889
"vm(PLANT_ID, k_use)_J219.A",4.415764005364268,4.818883935511753,0.9163457897010598
"vm(PLANT_ID, k_use)_J220.A",5.371849282704548,4.03280079839093,1.3320393322794153
"vm(PLANT_ID, k_use)_J222.A",12.622454977569314,4.0026465427603,3.153527258208673
"vm(PLANT_ID, k_use)_J224.A",2.594218110684776,4.031853615218247,0.6434306297463008
"vm(PLANT_ID, k_use)_J225.A",0.33949590300847926,4.029651769203961,0.0842494395180815
"vm(PLANT_ID, k_use)_J226.A",2.4092827331140163,4.01295063736169,0.6003768675056509
"vm(PLANT_ID, k_use)_J228.A",6.90173773438273,5.020459454399003,1.3747223330994782
"vm(PLANT_ID, k_use)_J229.A",4.376239509453293,4.011284799209697,1.0909819991628364
"vm(PLANT_ID, k_use)_J230.A",0.4464412929499067,4.0187114586767025,0.11109065618184807
"vm(PLANT_ID, k_use)_J231.A",3.4892265306965644,3.962065278167194,0.8806585166387366
"vm(PLANT_ID, k_use)_J234.A",-1.5913958566761532,3.7287501186771856,-0.42679069554832977
"vm(PLANT_ID, k_use)_J235.A",1.1930959090426048,4.010560592332101,0.2974885634002681
"vm(PLANT_ID, k_use)_J237.A",5.577135929244958,3.9797071189618496,1.4013935605140246
"vm(PLANT_ID, k_use)_J238.A",-0.03214148498450423,4.0188015857925325,-0.007997778516394641
"vm(PLANT_ID, k_use)_J240.A",6.785827269836453,4.966583008331267,1.3662969607984943
"vm(PLANT_ID, k_use)_J246.A",2.3673523081305694,4.039051945624122,0.5861158360925119
"vm(PLANT_ID, k_use)_J206.A",1.5157799890582686,3.5060945594676096,0.43232718437817474
"vm(PLANT_ID, k_use)_J189.A",11.417328415353039,3.7043679629089508,3.082125892911374
"vm(PLANT_ID, k_use)_J250.A",2.9827915971042414,4.021209845784776,0.7417647204437604
"vm(PLANT_ID, k_use)_J251.A",2.6421716706668854,3.696602917389592,0.7147566914037637
"vm(PLANT_ID, k_use)_J270.A",4.461679182507803,3.8745971222221587,1.1515208011998266
"vm(PLANT_ID, k_use)_J273.A",1.644100095304627,3.934565297274262,0.41786067102345603
"vm(PLANT_ID, k_use)_J276.A",10.724166522056912,3.7621410352704703,2.850548775688289
"vm(PLANT_ID, k_use)_J279.A",5.214824615865239,3.647066064530773,1.4298684267284234
"vm(PLANT_ID, k_use)_J280.A",3.4886544378183437,4.023108461179195,0.8671539610432973
"vm(PLANT_ID, k_use)_J294.A",6.571750403416592,5.036295757740862,1.3048777751615785
"vm(PLANT_ID, k_use)_J295.A",6.368541735545544,4.008487878273947,1.5887641247621374
"vm(PLANT_ID, k_use)_J303.A",6.758048584982936,5.211452115299772,1.2967688151911958
"vm(PLANT_ID, k_use)_J308.A",4.8048928304210525,4.027514954671784,1.193016757106646
"vm(PLANT_ID, k_use)_J312.A",6.646216393850266,5.117213115121141,1.2987960916091197
"vm(PLANT_ID, k_use)_J314.A",5.111764036568378,3.726720836873183,1.3716519858399918
"vm(PLANT_ID, k_use)_J318.A",4.2384533980279615,4.0140108408167725,1.0559147860112703
"vm(PLANT_ID, k_use)_J319.A",5.690493472495627,4.029053109382888,1.4123649696360578
"vm(PLANT_ID, k_use)_J324.A",1.606744639421857,4.030882968574958,0.3986086055953867
"vm(PLANT_ID, k_use)_J326.A",4.401120164030109,3.7139638327804407,1.1850196615229913
"vm(PLANT_ID, k_use)_J329.A",6.284200176306209,4.022378455107892,1.5623095256802852
"vm(PLANT_ID, k_use)_J330.A",8.12154290874174,4.028276887147074,2.0161332342011917
"vm(PLANT_ID, k_use)_J331.A",3.971444067178258,5.230753575324367,0.7592489322978636
"vm(PLANT_ID, k_use)_J337.A",7.022753264627185,4.03303269241703,1.7413082908629711
"vm(PLANT_ID, k_use)_J340.A",9.388147409043231,4.030470867368961,2.3292929580636548
"vm(PLANT_ID, k_use)_J343.A",6.606899733852694,5.187029104910153,1.2737348490291793
"vm(PLANT_ID, k_use)_J359.A",-8.058517724005114,3.9970021464426897,-2.0161404544596384
"vm(PLANT_ID, k_use)_J390.A",-5.85833260145133,4.030376977353189,-1.4535445776832985
"vm(PLANT_ID, k_use)_J395.A",-5.116298836638416,3.9130662288200075,-1.3074909897912066
"vm(PLANT_ID, k_use)_J403.A",-10.05320265729894,4.028549784721656,-2.4954892441508068
"vm(PLANT_ID, k_use)_J407.A",-7.382982072913225,4.078555955674287,-1.810195116396934
"vm(PLANT_ID, k_use)_J424.A",2.7570286875320145,4.084423822379086,0.6750104316858349
"vm(PLANT_ID, k_use)_J463.A",12.546474599888576,3.9764578125469394,3.1551886606971196
"vm(PLANT_ID, k_use)_J466.A",7.062249206626221,4.700715957231171,1.5023773550414745
"vm(PLANT_ID, k_use)_J477.A",-0.5592183283647054,4.0494354970587665,-0.1380978481496701
