Effect,solution,std.error,z.ratio
"vm(PLANT_ID, k_use)_J250.C",-0.6120367851611872,0.7990251066931384,-0.765979416709664
"vm(PLANT_ID, k_use)_J251.C",-0.8404603942400666,0.795447444348359,-1.0565882136042095
"vm(PLANT_ID, k_use)_J004.B",0.02782929275185404,0.7978365583502431,0.03488094455009572
"vm(PLANT_ID, k_use)_J301.A",-1.1307975757457105,0.7734313112037277,-1.4620530089295154
"vm(PLANT_ID, k_use)_J013.C",-1.1637221821040777,0.8006180875039053,-1.453529716936855
"vm(PLANT_ID, k_use)_J018.C",-0.9322961403144068,0.7770998183348763,-1.199712209831777
"vm(PLANT_ID, k_use)_J022.C",-0.9000403480702633,0.7999449719584734,-1.1251278270638172
"vm(PLANT_ID, k_use)_J065.A",-1.0798479129967922,0.7134904910734676,-1.5134720455378865
"vm(PLANT_ID, k_use)_J311.A",1.2794903945871963,0.8026079039435923,1.5941662028251338
"vm(PLANT_ID, k_use)_J016.B",-1.256376117738107,0.7911220098945508,-1.5880940007035957
"vm(PLANT_ID, k_use)_J001.B",-0.6488186329871172,0.8008517702242071,-0.8101607027795835
"vm(PLANT_ID, k_use)_J008.D",-1.1490773377355368,0.790131615652386,-1.4542859885270898
"vm(PLANT_ID, k_use)_J005.B",-0.6705865794982594,0.797016772401382,-0.8413707248315576
"vm(PLANT_ID, k_use)_J065.B",-1.0255085140640081,0.7956907486101096,-1.288827997378803
"vm(PLANT_ID, k_use)_J020.B",-0.9354426016154146,0.7713246284417202,-1.2127741901684848
"vm(PLANT_ID, k_use)_J022.D",-0.7658230553988302,0.781973038488469,-0.9793471356495153
"vm(PLANT_ID, k_use)_J005.D",-0.7530290052865283,0.7946458405508515,-0.9476284488754458
"vm(PLANT_ID, k_use)_J316.A",1.1819739672202165,0.8028104260589398,1.472295237896474
"vm(PLANT_ID, k_use)_J016.C",-0.650896321497218,0.7129851976053045,-0.9129170194323476
"vm(PLANT_ID, k_use)_J009.C",-0.6561795090334297,0.7854976522368772,-0.8353678806866123
"vm(PLANT_ID, k_use)_J023.B",-1.112574713151696,0.7815342776829038,-1.4235776279068173
"vm(PLANT_ID, k_use)_J073.A",-0.06858227585753422,0.8010990034689012,-0.08561023738709045
"vm(PLANT_ID, k_use)_J020.C",-0.9516753808230667,0.7907507928136162,-1.2035086015365921
"vm(PLANT_ID, k_use)_J320.A",-0.4470635283371018,0.7976588554653655,-0.5604695858059252
"vm(PLANT_ID, k_use)_J016.D",-0.10555734910699267,0.7670878840599725,-0.13760789513231314
"vm(PLANT_ID, k_use)_J003.D",-0.8774967939256263,0.751074294487172,-1.1683222290609407
"vm(PLANT_ID, k_use)_J030.C",-1.107493477611163,0.7729168120442882,-1.4328753888558234
"vm(PLANT_ID, k_use)_J086.A",-0.5693935563944678,0.7829735245770265,-0.7272194250783413
"vm(PLANT_ID, k_use)_J003.E",-1.2546663364800181,0.7787604718935573,-1.6111068573232727
"vm(PLANT_ID, k_use)_J296.A",-0.9465156510542975,0.7920591740116153,-1.1950062345220902
"vm(PLANT_ID, k_use)_J336.A",0.39244017696896444,1.0295593063063446,0.3811729684391723
"vm(PLANT_ID, k_use)_J016.E",-1.0132266943525452,0.7850283678874891,-1.290688000331934
"vm(PLANT_ID, k_use)_J458.C",1.7612395886589696,0.7880360305825926,2.234973428000355
"vm(PLANT_ID, k_use)_J018.B",-0.404843797975608,0.7913382473910653,-0.5115938719129564
"vm(PLANT_ID, k_use)_J003.F",-0.10058295823636322,0.7980332264570112,-0.12603855942554726
"vm(PLANT_ID, k_use)_J299.A",-0.6597214252648,0.7850473479827303,-0.8403587719390815
"vm(PLANT_ID, k_use)_J013.B",-1.0793462079016527,0.9442176950064223,-1.1431116082762156
"vm(PLANT_ID, k_use)_J008.B",-0.9827480204082734,0.79224982287016,-1.240452180661874
"vm(PLANT_ID, k_use)_J461.C",2.7018159027222466,0.7918588351280655,3.4119918637837614
"vm(PLANT_ID, k_use)_J022.B",-0.7788970054018994,0.7179524623013054,-1.0848865994626498
"vm(PLANT_ID, k_use)_J587.A",-0.49967056824225864,0.7322740189112441,-0.6823546313785327
"vm(PLANT_ID, k_use)_J650.A",1.9483129565690311,0.8090228728496626,2.408229757097459
"vm(PLANT_ID, k_use)_J650.B",0.3722852581018573,1.0374605016842056,0.358842825820831
"vm(PLANT_ID, k_use)_J650.C",0.011626188582038325,0.8036632288358798,0.014466493134044543
"vm(PLANT_ID, k_use)_J651.A",-1.0006459805313226,0.7882410915644358,-1.269466907066876
"vm(PLANT_ID, k_use)_J651.C",-1.2678985717770548,0.7896555929820135,-1.605634890761718
"vm(PLANT_ID, k_use)_J652.B",-1.317272445956642,0.794083666054462,-1.6588585085772276
"vm(PLANT_ID, k_use)_J209.A",0.5671072915968375,1.0442448587730795,0.5430788448057595
"vm(PLANT_ID, k_use)_J210.A",0.05366841309497228,0.8195244976413135,0.06548725907454407
"vm(PLANT_ID, k_use)_J211.A",-0.8093642684845807,0.7987374354663971,-1.013304538570899
"vm(PLANT_ID, k_use)_J215.A",0.3234886905147865,0.800854289260718,0.4039295223272193
"vm(PLANT_ID, k_use)_J216.A",-0.7675615281140017,0.796922529488127,-0.9631570192989973
"vm(PLANT_ID, k_use)_J218.A",1.2370558834639633,0.8010110176145833,1.5443681251075982
"vm(PLANT_ID, k_use)_J219.A",-0.08716350185129572,0.9951467557296502,-0.0875885906771476
"vm(PLANT_ID, k_use)_J220.A",0.26678567999386826,0.8023276222873027,0.33251463938547526
"vm(PLANT_ID, k_use)_J222.A",1.2995627901976619,0.7974356256907529,1.629677366209915
"vm(PLANT_ID, k_use)_J224.A",-0.6084385013307952,0.8038735996980442,-0.7568832980201621
"vm(PLANT_ID, k_use)_J225.A",-0.6159190457154675,0.8016056811332727,-0.7683566374488638
"vm(PLANT_ID, k_use)_J226.A",-0.7324138419877924,0.8004580654768805,-0.9149933938781039
"vm(PLANT_ID, k_use)_J228.A",0.5899608839546733,1.0452271536809095,0.5644331778762596
"vm(PLANT_ID, k_use)_J229.A",-8.721052274680942e-4,0.8000367596823276,-0.0010900814455255569
"vm(PLANT_ID, k_use)_J230.A",-0.6853612061528348,0.8018329103440602,-0.8547431731864831
"vm(PLANT_ID, k_use)_J231.A",-0.4484029882552091,0.7841127997006175,-0.5718603094177446
"vm(PLANT_ID, k_use)_J234.A",-0.8939398209443794,0.7224564549372923,-1.2373615251620549
"vm(PLANT_ID, k_use)_J235.A",-0.6390048431244357,0.7995787546483892,-0.7991768658303521
"vm(PLANT_ID, k_use)_J237.A",0.049266077692356434,0.7898791936843315,0.06237166149744819
"vm(PLANT_ID, k_use)_J238.A",-0.6618983166230149,0.8020782519849233,-0.8252291032514576
"vm(PLANT_ID, k_use)_J240.A",0.5551752484719011,1.0323759566665962,0.5377646049259881
"vm(PLANT_ID, k_use)_J246.A",-0.6605903875691326,0.8053578338632847,-0.8202445668160875
"vm(PLANT_ID, k_use)_J206.A",-0.8876874639657166,0.6605413960522151,-1.343878626337517
"vm(PLANT_ID, k_use)_J189.A",1.911903243173759,0.716989451616605,2.6665709500508927
"vm(PLANT_ID, k_use)_J250.A",-0.6386066526201106,0.7985315704078836,-0.7997262428759272
"vm(PLANT_ID, k_use)_J251.A",-0.3024215240464666,0.7155111460415224,-0.422665007693558
"vm(PLANT_ID, k_use)_J270.A",-0.06882047297109478,0.7609764288777374,-0.09043706264672208
"vm(PLANT_ID, k_use)_J273.A",-0.33128703905906953,0.7772712156620284,-0.42621807212673
"vm(PLANT_ID, k_use)_J276.A",1.3841642684932562,0.7305669898410853,1.8946438694066141
"vm(PLANT_ID, k_use)_J279.A",0.5340515571530314,0.700456015447999,0.7624341077454546
"vm(PLANT_ID, k_use)_J280.A",-0.17151655545593414,0.80204363381714,-0.21384940697009341
"vm(PLANT_ID, k_use)_J294.A",0.5763167863242356,1.051312831641397,0.5481877220355447
"vm(PLANT_ID, k_use)_J295.A",0.6116843080613439,0.7991445836706252,0.7654238301306627
"vm(PLANT_ID, k_use)_J303.A",0.6220966115321346,1.095698956514135,0.5677623473433592
"vm(PLANT_ID, k_use)_J308.A",-0.1556154295729381,0.8014015083874267,-0.19417910740655597
"vm(PLANT_ID, k_use)_J312.A",0.5821604529273653,1.0727419097585709,0.5426845428816939
"vm(PLANT_ID, k_use)_J314.A",0.46873079427363684,0.7218277879415197,0.6493665138749299
"vm(PLANT_ID, k_use)_J318.A",0.03454498776015621,0.8006885074343429,0.043144103405267024
