matrix,likelihood
greenup.identity.csv,-1832993.94942002
greenup.simple_het_1.csv,-1832119.2163817
greenup.gulf.dyln_14d_prior.U.mat.csv,-1832108.6812542
greenup.gulf.tave_21d.U.mat.csv,-1832102.23722806
greenup.gulf.dyln_change_sec_14d_prior.U.mat.csv,-1832097.74062782
greenup.gulf.crain_7d.U.mat.csv,-1832094.85745373
greenup.gulf.crain_2d.U.mat.csv,-1832093.05210651
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
