matrix,likelihood
greenup.identity.csv,-1203135.92308388
greenup.simple_het_2.csv,-1201694.21625303
greenup.all.dyln_change_sec_14d_prior.U.mat.csv,-1201588.2429161
greenup.all.dyln_gr50.U.mat.csv,-1201523.4717761
greenup.simple_het_1.csv,-1201465.3414689
greenup.simple_het_3.csv,-1201379.0523966
greenup.singleton.TX3.csv,-1201323.73818541
greenup.singleton.NE.csv,-1201269.69431954
greenup.singleton.TX2.csv,-1201231.51917143
greenup.singleton.MI.csv,-1201203.12713872
greenup.singleton.TX1.csv,-1201175.43208167
greenup.singleton.SD.csv,-1201149.37872941
greenup.singleton.OK.csv,-1201126.31350614
greenup.singleton.MO.csv,-1201108.09823131
greenup.all.crain_2d.U.mat.csv,-1201092.37378505
greenup.all.strong.PCA_4.csv,-1201082.4154461
greenup.all.crain_4d.U.mat.csv,-1201073.20917789
greenup.equal_effects.csv,-1201064.56162724
greenup.all.tave_6d.U.mat.csv,-1201058.5290853
greenup.all.strong.tPCA.csv,-1201054.71188479
greenup.all.tave_1d.U.mat.csv,-1201053.64718434
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
