matrix,likelihood
flowering.identity.csv,-2134194.58292709
flowering.singleton.SD.csv,-2134164.68407567
flowering.singleton.MO.csv,-2134137.0968818
flowering.singleton.OK.csv,-2134110.00878122
flowering.singleton.MI.csv,-2134082.65957149
flowering.simple_het_1.csv,-2134057.59749307
flowering.singleton.TX3.csv,-2134036.72659526
flowering.singleton.NE.csv,-2134018.84619811
flowering.singleton.TX2.csv,-2134002.08204801
flowering.singleton.TX1.csv,-2133990.17586256
flowering.midwest.random.tPCA.csv,-2133987.92605652
flowering.midwest.cgdd_12c_1d.U.mat.csv,-2133987.35170647
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
