matrix,likelihood
greenup.identity.csv,-2351721.53373734
greenup.simple_het_1.csv,-2351098.82051305
greenup.all.dyln_gr50.U.mat.csv,-2351025.27044822
greenup.simple_het_3.csv,-2350970.75644272
greenup.all.dyln_change_sec_14d_prior.U.mat.csv,-2350937.55718317
greenup.all.crain_2d.U.mat.csv,-2350917.63062056
greenup.singleton.OK.csv,-2350902.8484855
greenup.all.cgdd_12c_7d.U.mat.csv,-2350890.05685517
greenup.singleton.MI.csv,-2350877.18976703
greenup.singleton.TX1.csv,-2350865.12758686
greenup.singleton.TX3.csv,-2350854.71504471
greenup.all.random.PCA_2.csv,-2350846.19602892
greenup.singleton.NE.csv,-2350838.17048269
greenup.all.crain_4d.U.mat.csv,-2350830.15927654
greenup.all.cgdd_12c_5d.U.mat.csv,-2350826.68503484
greenup.all.crain_7d.U.mat.csv,-2350823.32665967
greenup.singleton.SD.csv,-2350821.20092304
greenup.singleton.TX2.csv,-2350819.46823911
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
