matrix,likelihood
greenup.identity.csv,-883610.331810931
greenup.simple_het_1.csv,-883165.375960737
greenup.singleton.OK.csv,-882772.959030427
greenup.singleton.MI.csv,-882368.035274155
greenup.singleton.TX3.csv,-881944.441734464
greenup.singleton.NE.csv,-881512.858473668
greenup.singleton.TX2.csv,-881069.102958715
greenup.singleton.TX1.csv,-880608.961999649
greenup.singleton.MO.csv,-880138.906812651
greenup.singleton.SD.csv,-879629.787927234
greenup.midwest.cgdd_12c_6d.U.mat.csv,-879625.113474468
greenup.midwest.strong.tPCA.csv,-879620.733271829
greenup.midwest.dyln_change_sec_14d_prior.U.mat.csv,-879617.9021703
greenup.midwest.crain_6d.U.mat.csv,-879616.071098244
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
