PLANT_ID,LIBRARY,LIB_GROWN,LIB_BIOCLIM,Genetic_subpop_50per,Genetic_subpop_95per,Texas_Q,Eastcoast_Q,Midwest_DA,Ecotype,Ecotype_PC1,UP_ecotype,TX_ecotype,CO_ecotype,LIB_CLIMATE,LIB_PHENO,LIB_ACC,LIB_NOTES,PLOIDY,COLLECTION_TYPE,COLLECTION_METHOD,COLLECTOR,STATE,COUNTY,LATITUDE,LONGITUDE,ELEVATION,NOTE_LATLONG,LOCALITY,TAXON,HABITAT,COLL_DATE
J251.B,IEZC,Y,Y,Texas,Texas,1,0,0,Texas,-156.297238452811,0.00233183203485732,0.986296523858895,0.0113716441062473,Y,Y,N,NA,4X,Natural Collection,Field Seed Collection From Single Plant,T. Juenger,Texas,Travis ,30.29,-97.74,183,Location Approximate,NA,Panicum virgatum,NA,2014-11-15 00:00:00
J251.C,IEZD,Y,Y,Texas,Texas,1,0,0,Texas,-209.774377462114,0.00178318833876162,0.980150817260866,0.0180659944003729,Y,Y,Y,NA,4X,Natural Collection,Field Seed Collection From Single Plant,T. Juenger,Texas,Travis ,30.29,-97.74,183,Location Approximate,NA,Panicum virgatum,NA,2014-11-15 00:00:00
J253.A,IGRA,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Supplied by Mike Cassler,NA,Wisconsin,Polk,45.565,-92.825,254,NA,NA,Panicum virgatum,NA,NA
J254.A,IEMC,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Supplied by Mike Cassler,NA,Wisconsin,Kenosha,42.496,-87.808,179,NA,NA,Panicum virgatum,NA,NA
J256.A,IEMD,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Supplied by Mike Cassler,NA,Iowa,NA,42,-93,311,NA,Representing all of central Iowa (1/3 of state),Panicum virgatum,NA,NA
J257.A,IGRT,Y,Y,Midwest,Midwest,NA,NA,1,Upland,209.026649940028,0.980419152889094,0.00105544652188554,0.0185254005890209,Y,Y,Y,NA,4X,Natural Collection,Supplied by Mike Cassler,NA,Minnesota,Dakota,44.7922,-93.2744,217,NA,NA,Panicum virgatum,NA,NA
J258.A,IHXU,Y,Y,Midwest,Midwest,NA,NA,1,Upland,259.375430928431,0.985558702642753,7.79711294916277e-4,0.0136615860623303,Y,Y,N,NA,4X,Natural Collection,Supplied by Mike Cassler,NA,Minnesota,Anoka,45.3815,-93.1641,284,NA,NA,Panicum virgatum,NA,NA
J258.B,IIIN,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Supplied by Mike Cassler,NA,Minnesota,Anoka,45.3815,-93.1641,284,NA,NA,Panicum virgatum,NA,NA
J258.C,IIIP,Y,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Supplied by Mike Cassler,NA,Minnesota,Anoka,45.3815,-93.1641,284,NA,NA,Panicum virgatum,NA,NA
J259.A,IGNM,Y,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Supplied by Mike Cassler,NA,Minnesota,Blue Earth,44.2662,-94.0022,251,NA,NA,Panicum virgatum,NA,NA
J262.A,IHYF,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Supplied by Mike Cassler,NA,Minnesota,Murray,43.9345,-95.7229,475,NA,NA,Panicum virgatum,NA,NA
J263.A,IGNY,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Supplied by Mike Cassler,NA,Minnesota,Pipestone,44.11605,-96.1506,553,NA,NA,Panicum virgatum,NA,NA
J264.A,IGPR,Y,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Supplied by Mike Cassler,NA,Minnesota,Fillmore,43.7884,-91.8088,264,NA,NA,Panicum virgatum,NA,NA
J267.A,IIIQ,Y,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Supplied by Mike Cassler,NA,Minnesota,Sherburne,45.4182,-93.7014,294,NA,NA,Panicum virgatum,NA,NA
J267.B,IIIR,Y,Y,Midwest,Midwest,NA,NA,1,Upland,258.377785889239,0.979449248118219,9.38821576880287e-4,0.0196119303049011,Y,Y,N,NA,4X,Natural Collection,Supplied by Mike Cassler,NA,Minnesota,Sherburne,45.4182,-93.7014,294,NA,NA,Panicum virgatum,NA,NA
J267.C,IIIS,Y,Y,Midwest,Midwest,NA,NA,1,Upland,358.773677990595,0.986521634742595,7.9446001158279e-4,0.012683905245822,Y,Y,N,NA,4X,Natural Collection,Supplied by Mike Cassler,NA,Minnesota,Sherburne,45.4182,-93.7014,294,NA,NA,Panicum virgatum,NA,NA
J268.A,IJAM,Y,Y,Texas,Texas,1,0,0,Texas,-316.791019985444,0.00183892489800817,0.974843182034241,0.0233178930677511,Y,Y,Y,NA,4X,Natural Collection,Seed from Mexico Collaborators.,NA,Coahuila,NA,29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,NA,2012-09-15 00:00:00
J270.A,IEME,Y,Y,Texas,Texas,1,0,0,Texas,-412.180742784464,0.0018059394464258,0.975481327261929,0.0227127332916453,Y,Y,Y,NA,4X,Natural Collection,Seed from Mexico Collaborators.,NA,Coahuila,NA,29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,NA,2012-09-15 00:00:00
J271.A,IJAN,Y,Y,Texas,Texas,1,0,0,Texas,-219.78185475657,0.00398446986752526,0.923018956809698,0.0729965733227769,Y,Y,Y,NA,4X,Natural Collection,Seed from Mexico Collaborators.,NA,Coahuila,NA,29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,NA,2012-09-15 00:00:00
J272.A,IJAP,Y,Y,Texas,Texas,1,0,0,Texas,-262.068694822266,0.00167634678833012,0.97940660738469,0.0189170458269797,Y,Y,Y,NA,4X,Natural Collection,Seed from Mexico Collaborators.,NA,Coahuila,NA,29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,NA,2012-09-15 00:00:00
J273.A,IEMF,Y,Y,Texas,Texas,1,0,0,Texas,-323.859003560808,0.00189672311830951,0.974065898469183,0.0240373784125073,Y,Y,Y,NA,4X,Natural Collection,Seed from Mexico Collaborators.,NA,Coahuila,NA,29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,NA,2012-09-15 00:00:00
J274.A,IJAQ,Y,Y,Texas,Texas,1,0,0,Coastal,-304.300906655192,0.00776666150015739,0.0915730611851477,0.900660277314695,Y,Y,Y,NA,4X,Natural Collection,Seed from Mexico Collaborators.,NA,Coahuila,NA,29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,NA,2012-09-15 00:00:00
J276.A,IEMG,Y,Y,Texas,Texas,1,0,0,Texas,-285.417950471933,0.0032014443896207,0.939968617627301,0.0568299379830787,Y,Y,Y,NA,4X,Natural Collection,Seed from Mexico Collaborators.,NA,Coahuila,NA,29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,NA,2012-09-15 00:00:00
J276.B,IJAS,Y,Y,Texas,Texas,1,0,0,Texas,-206.865765374308,0.00194577138214804,0.97597490855262,0.0220793200652316,Y,Y,N,NA,4X,Natural Collection,Seed from Mexico Collaborators.,NA,Coahuila,NA,29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,NA,2012-09-15 00:00:00
J279.A,IEMH,Y,Y,Texas,Texas,1,0,0,Texas,-285.940594408616,0.00156105261077161,0.981663455280411,0.0167754921088171,Y,Y,Y,NA,4X,Natural Collection,Seed from Mexico Collaborators.,NA,Coahuila,NA,29.3247,-101.3645,440,Location Approximate,North Coahuila,Panicum virgatum,NA,2012-09-15 00:00:00
J280.A,IEMI,Y,Y,Texas,Texas,1,0,0.001,Texas,-231.201980209916,0.00180451587703151,0.97646320724249,0.0217322768804782,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,Juan Palacio,Texas,Val Verde,29.89883,-100.99755,429,NA,Devil's River State Park,Panicum virgatum,NA,2015-02-16 00:00:00
J283.A,IEMJ,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Field Seed Collection From Single Plant,Briana Whitaker,Illinois ,Kane ,41.859778,-88.253833,225,NA,Restored Prarie (from local genotypes) Markham Prarie? Infro from R. Walton,Panicum virgatum,"Mesic Prarie, loamy soil",2014-09-13 00:00:00
J288.B,IJAT,Y,N,NA,NA,NA,NA,NA,Texas,-242.340707564409,0.00160992382832133,0.980284666659952,0.0181054095117265,N,Y,N,"Some very general lat lons, assigning to michigan",4X,Cultivar,Supplied by Laura Bartley,L. Bartley,Michigan,Ottawa,43,-86,190,NA,Grand River,Panicum virgatum,NA,NA
J293.A,IGQK,Y,Y,Texas,Texas,0.9985,0.0015,0.033,Texas,-219.772518780361,0.00167089337580184,0.979030078231376,0.0192990283928218,Y,Y,Y,NA,4X,Natural Collection,Plant Obtained From USDA Collaborators,USDA,Texas,Bexar,29.59,-98.54,293,NA,NA,Panicum virgatum,NA,NA
J294.A,IEMK,Y,Y,Texas,Texas,0.985,0.015,0.013,Texas,-233.642101471197,0.0025598619265475,0.963819707075426,0.0336204309980268,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Texas,Aransas ,28.11,-97.0291,3,NA,Fulton; Wet roadside ditch,Panicum virgatum,NA,NA
J295.A,IEML,Y,Y,Texas,Texas,1,0,0,Texas,-382.059086659573,0.00137856352996336,0.983906085055913,0.0147153514141234,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,NA,Texas,Travis ,30.32,-97.9823,322,NA,West Bee Caves ,Panicum virgatum,NA,NA
J296.A,IHYZ,Y,N,Texas,Texas,0.9945,0.0055000000000000005,0,Texas,-255.152615927485,0.0020223575812063,0.971494337059411,0.0264833053593821,Y,Y,Y,NA,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,NA,NA,NA,NA,NA,Need Info From Nobel,NAM Top Lines from Ardmore-Malay,Panicum virgatum,NA,NA
J297.A,IIIT,Y,N,Texas,Texas,0.99225,0.00775,0,Texas,-265.687461504717,0.00155793930135842,0.981015112700913,0.0174269479977287,Y,Y,Y,NA,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,NA,NA,NA,NA,NA,Need Info From Nobel,NAM Top Lines from Ardmore-Malay,Panicum virgatum,NA,NA
J299.A,IHZS,Y,N,Admixed,Admixed,NA,NA,0,Coastal,-239.708160654039,0.00580516703265743,0.0318770664318666,0.962317766535476,Y,Y,Y,NA,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,NA,NA,NA,NA,NA,Need Info From Nobel,NAM Top Lines from Ardmore-Malay,Panicum virgatum,NA,NA
J300.A,IIIU,Y,N,Texas,Texas,1,0,0,Texas,-160.304488946072,0.00161771495924979,0.983973985152272,0.0144082998884779,Y,Y,Y,NA,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,NA,NA,NA,NA,NA,Need Info From Nobel,NAM Top Lines from Ardmore-Malay,Panicum virgatum,NA,NA
J301.A,IHWL,Y,N,Texas,Texas,1,0,0,Texas,-227.860276055027,0.00191590520928302,0.973650727317079,0.0244333674736384,Y,Y,Y,NA,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,NA,NA,NA,NA,NA,Need Info From Nobel,NAM Top Lines from Ardmore-Malay,Panicum virgatum,NA,NA
J303.A,IEMM,Y,Y,Texas,Texas,0.999,0.001,0.006,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Kenedy ,26.869715,-97.698227,5,Approx @ County Center,NA,Panicum virgatum,NA,2001-01-01 00:00:00
J305.A,IGRE,Y,Y,Texas,Texas,0.985,0.015,0.013,Texas,-255.004018992238,0.00350167142613801,0.93229608294245,0.0642022456314116,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Refugio ,28.116958,-96.800263,2,Approx @ County Center,Aransas National Wildlife Refuge,Panicum virgatum,NA,2001-01-01 00:00:00
J306.A,IGRP,Y,Y,Texas,Texas,0.996,0.004,0.059,Texas,-244.077602645568,0.00562891358554681,0.866134641368452,0.128236445046001,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,J.D Palacio-Mejia,Texas,Mason,30.87404,-99.049946,482,NA,NA,Panicum virgatum,NA,2016-05-09 00:00:00
J306.B,IGNN,Y,Y,Texas,Texas,0.9995,5e-4,0.055,Texas,-240.854181101336,0.00624216254674973,0.838378697980526,0.155379139472725,Y,Y,N,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,J.D Palacio-Mejia,Texas,Mason,30.87404,-99.049946,482,NA,NA,Panicum virgatum,NA,2016-05-09 00:00:00
J306.C,IGPH,Y,Y,Texas,Texas,1,0,0.049,Coastal,-12.7699457462391,0.344179100955753,0.266638355149138,0.38918254389511,Y,Y,Y,NA,4X,Natural Collection,Rhizome Plug Dug from Single Indvidual in a Natural Population,J.D Palacio-Mejia,Texas,Mason,30.87404,-99.049946,482,NA,NA,Panicum virgatum,NA,2016-05-09 00:00:00
J307.A,IGQB,Y,Y,Texas,Texas,0.977,0.023,0.017,Coastal,-20.841368880502,0.00401541288692556,0.00374330036315181,0.992241286749923,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Wilson ,29.268378,-98.046518,135,Approx @ County Center,NA,Panicum virgatum,NA,2002-01-01 00:00:00
J308.A,IEMN,Y,Y,Texas,Texas,0.989,0.011,0.019,Texas,-235.990000358319,0.00218580329865544,0.967425949375359,0.0303882473259852,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Goliad ,28.567371,-97.351656,45,Approx @ County Center,NA,Panicum virgatum,NA,2002-01-01 00:00:00
J311.A,IHWX,Y,Y,Texas,Texas,0.999,0.001,0.034,Texas,-158.342850326855,0.00259700065123476,0.979399046001735,0.0180039533470298,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Bexar,29.420076,-98.572102,214,Approx @ County Center,NA,Panicum virgatum,NA,2003-01-01 00:00:00
J312.A,IEMP,Y,Y,Texas,Texas,0.993,0.007,0.009,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Kenedy ,26.869715,-97.698227,5,Approx @ County Center,NA,Panicum virgatum,NA,2004-01-01 00:00:00
J313.A,IGQU,Y,Y,Texas,Texas,0.998,0.002,0.004,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Harris ,29.775182,-95.31025,13,Approx @ County Center,NA,Panicum virgatum,NA,2004-01-01 00:00:00
J314.A,IEMQ,Y,Y,Texas,Texas,0.9694999999999999,0.0305,0.064,Coastal,-150.595944337761,0.00881058490730098,0.113069831044644,0.878119584048055,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Harris,29.775182,-95.31025,13,Approx @ County Center,NA,Panicum virgatum,NA,2006-01-01 00:00:00
J315.A,IIIW,Y,N,Texas,Texas,1,0,0,Texas,-202.994161054367,0.00152950990995585,0.982594146803565,0.0158763432864794,Y,Y,Y,NA,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,NA,NA,NA,NA,NA,Need Info From Nobel,NAM Parent Lines from Ardmore-Malay,Panicum virgatum,NA,NA
J316.A,IHXQ,Y,N,Texas,Texas,1,0,0,Texas,-197.64619732687,0.00308080706523071,0.94427602374754,0.0526431691872291,Y,Y,Y,NA,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,NA,NA,NA,NA,NA,Need Info From Nobel,NAM Parent Lines from Ardmore-Malay,Panicum virgatum,NA,NA
J317.A,IIIX,Y,N,Texas,Texas,1,0,0,Texas,-282.133761824621,0.00133574959469377,0.984952596417324,0.0137116539879819,Y,Y,Y,NA,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,NA,NA,NA,NA,NA,Need Info From Nobel,NAM Parent Lines from Ardmore-Malay,Panicum virgatum,NA,NA
J318.A,IEMR,Y,Y,Texas,Texas,1,0,0,Texas,-240.685047281804,0.00362635220994408,0.927196580391459,0.0691770673985967,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Calhoun ,28.654051,-96.681313,9,Approx @ County Center,NA,Panicum virgatum,NA,2009-01-01 00:00:00
J319.A,IEMS,Y,Y,Texas,Texas,0.9584999999999999,0.0415,0.07,Texas,-184.053655090684,0.00954369005759708,0.570975963052401,0.419480346890002,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Matagorda ,28.691133,-95.968271,2,Approx @ County Center,NA,Panicum virgatum,NA,2009-01-01 00:00:00
J320.A,IHYJ,Y,N,Texas,Texas,1,0,0,Texas,-176.187028158865,0.00341046507484151,0.945084929326293,0.0515046055988659,Y,Y,Y,NA,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,NA,NA,NA,NA,NA,Need Info From Nobel,NAM Parent Lines from Ardmore-Malay,Panicum virgatum,NA,NA
J321.A,IIIY,Y,N,Texas,Texas,1,0,0,Texas,-242.419115322057,0.00179718306676903,0.977035364498996,0.0211674524342347,Y,Y,Y,NA,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,NA,NA,NA,NA,NA,Need Info From Nobel,NAM Parent Lines from Ardmore-Malay,Panicum virgatum,NA,NA
J322.A,IIIZ,Y,N,Texas,Texas,1,0,0,Texas,-227.614472488983,0.00148312887385921,0.984355157411725,0.0141617137144158,Y,Y,Y,NA,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,NA,NA,NA,NA,NA,Need Info From Nobel,NAM Parent Lines from Ardmore-Malay,Panicum virgatum,NA,NA
J323.A,IGRF,Y,Y,Texas,Texas,0.957,0.043,0.067,Texas,-198.98959899727,0.00308067007596086,0.950316750663335,0.0466025792607045,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Matagorda ,28.691133,-95.968271,2,Approx @ County Center,NA,Panicum virgatum,NA,2010-01-01 00:00:00
J324.A,IEMT,Y,Y,Texas,Texas,0.976,0.024,0.021,Texas,-72.4432951656325,0.00608588211551836,0.939316234773811,0.0545978831106706,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Matagorda ,28.691133,-95.968271,2,Approx @ County Center,NA,Panicum virgatum,NA,2010-01-01 00:00:00
J326.A,IEMU,Y,Y,Texas,Texas,0.96,0.04,0.078,Coastal,-167.48984315496,0.0104405886318251,0.492516220401522,0.497043190966653,Y,Y,N,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Brazoria ,29.213186,-95.477781,9,Approx @ County Center,NA,Panicum virgatum,NA,2011-01-01 00:00:00
J326.B,IEZE,Y,Y,Texas,Texas,0.963,0.037,0.082,Coastal,-242.618884435208,0.00969510148163305,0.202196211466516,0.788108687051851,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Brazoria ,29.213186,-95.477781,9,Approx @ County Center,NA,Panicum virgatum,NA,2011-01-01 00:00:00
J327.A,IGRZ,Y,Y,Texas,Texas,0.97,0.03,0.039,Coastal,-179.345222856779,0.00292486948478815,0.00486674633769953,0.992208384177512,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Victoria ,28.805267,-97.003598,29,Approx @ County Center,NA,Panicum virgatum,NA,2012-01-01 00:00:00
J329.A,IEMW,Y,Y,Texas,Texas,0.9532499999999999,0.04675,0.036,Coastal,-89.489890759509,0.0115080932500799,0.0514220116823241,0.937069895067596,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Jackson ,28.934089,-96.535645,13,Approx @ County Center,NA,Panicum virgatum,NA,2012-01-01 00:00:00
J330.A,IEMX,Y,Y,Texas,Texas,1,0,0.004,Texas,-154.539311580807,0.00274648971350032,0.96275227708584,0.0345012332006591,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,LaSalle ,28.275892,-99.10135,101,Approx @ County Center,NA,Panicum virgatum,NA,2012-01-01 00:00:00
J331.A,IEMY,Y,Y,Texas,Texas,0.991,0.009,0.023,Texas,-145.138324561681,0.00926856282329332,0.682365826346241,0.308365610830465,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Colorado ,29.537865,-96.49298,64,Approx @ County Center,NA,Panicum virgatum,NA,2012-01-01 00:00:00
J335.A,IGNS,Y,Y,Texas,Texas,0.9577500000000001,0.04225,0.035,Coastal,-133.683343247814,0.0100338348678852,0.185504826867935,0.804461338264179,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Colorado ,29.68326,-96.286172,57,Approx @ County Center,Attwater Prairie Chicken National Wildlife Refuge,Panicum virgatum,NA,2012-01-01 00:00:00
J336.A,IHZD,Y,Y,Texas,Admixed,0.947,0.053,0.038,Coastal,-155.97471887174,0.00261465098484752,0.00359586819735092,0.993789480817802,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Austin ,29.871129,-96.280086,81,Approx @ County Center,NA,Panicum virgatum,NA,2012-01-01 00:00:00
J337.A,IEMZ,Y,Y,Texas,Texas,0.9607499999999999,0.03925,0.049,Coastal,-74.9933076411899,0.00424163528639006,0.00738045952146255,0.988377905192147,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Austin ,29.871129,-96.280086,81,Approx @ County Center,NA,Panicum virgatum,NA,2012-01-01 00:00:00
J339.A,IEZF,Y,Y,Texas,Texas,0.9562499999999999,0.04375,0.04,Coastal,-308.009626927547,0.00272765206883454,0.00437076468879765,0.992901583242368,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Austin ,29.871129,-96.280086,81,Approx @ County Center,NA,Panicum virgatum,NA,2012-01-01 00:00:00
J340.A,IENA,Y,Y,Texas,Admixed,0.933,0.067,0.055,Coastal,-177.815425883447,0.00297079428273427,0.00549506907048557,0.99153413664678,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,J. Riley,Texas,Harris ,29.775182,-95.31025,13,Approx @ County Center,NA,Panicum virgatum,NA,2011-01-01 00:00:00
J341.A,IEZG,Y,Y,Texas,Texas,1,0,0,Texas,-188.921108937521,0.00483890299114688,0.897561368289617,0.0975997287192363,Y,Y,Y,NA,4X,Natural Collection,Supplied by John Riley,T. Juenger,Texas,Lubbock,33.53342,-101.679606,945,NA,Ransom Canyon,Panicum virgatum,NA,2013-10-13 00:00:00
J343.A,IENB,Y,Y,Texas,Texas,0.998,0.002,0.009,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Supplied by John Riley,J. Riley,Texas,Kleberg,27.503259,-97.955818,NA,Approximate,Selection of cross between cultivars found in the King Ranch of southern Texas,Panicum virgatum,NA,NA
J344.A,IIJA,Y,Y,Midwest,Midwest,NA,NA,1,Upland,258.687359151052,0.98492708012085,8.69761426719951e-4,0.0142031584524304,Y,Y,Y,NA,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Illinios,Will,41.3045667,-88.1723167,174,NA,Total Prairie Size - 106ha,Panicum virgatum,NA,2009-01-01 00:00:00
J344.C,IHWJ,Y,Y,Midwest,Midwest,NA,NA,0.998,Upland,241.747707527358,0.984697605245529,0.00123087861847,0.0140715161360015,Y,Y,N,NA,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Illinios,Will,41.3045667,-88.1723167,174,NA,Total Prairie Size - 106ha,Panicum virgatum,NA,2009-01-01 00:00:00
J348.A,IHXN,Y,Y,Midwest,Midwest,NA,NA,1,Upland,295.53934307675,0.988452747894012,0.00115570778347933,0.0103915443225083,Y,Y,Y,NA,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.6203,-83.02145,302,NA,ONM1. Total Prairie Size- 2.2ha,Panicum virgatum,NA,2009-01-01 00:00:00
J348.B,IIJB,Y,Y,Midwest,Midwest,NA,NA,1,Upland,272.037609373133,0.983876821730329,8.97150466665042e-4,0.0152260278030058,Y,Y,N,NA,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.6203,-83.02145,302,NA,ONM1. Total Prairie Size- 2.2ha,Panicum virgatum,NA,2009-01-01 00:00:00
J348.C,IHYH,Y,Y,Midwest,Midwest,NA,NA,1,Upland,146.908472827935,0.987946439983551,0.00286329170879293,0.0091902683076562,Y,Y,N,NA,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.6203,-83.02145,302,NA,ONM1. Total Prairie Size- 2.2ha,Panicum virgatum,NA,2009-01-01 00:00:00
J349.A,IIJC,Y,Y,Midwest,Midwest,NA,NA,1,Upland,225.910248197716,0.981861648736456,0.00114428187706841,0.0169940693864755,Y,Y,N,NA,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.6203,-83.02145,302,NA,Total Prairie Size- 2.2ha,Panicum virgatum,NA,2009-01-01 00:00:00
J349.B,IIJD,Y,Y,Midwest,Midwest,NA,NA,1,Upland,202.370544620263,0.987230592961728,0.00137086538729344,0.0113985416509786,Y,Y,N,NA,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.6203,-83.02145,302,NA,Total Prairie Size- 2.2ha,Panicum virgatum,NA,2009-01-01 00:00:00
J349.C,IIJE,Y,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.6203,-83.02145,302,NA,Total Prairie Size- 2.2ha,Panicum virgatum,NA,2009-01-01 00:00:00
J350.B,IHZB,Y,Y,Midwest,Midwest,NA,NA,1,Upland,247.992252060429,0.990289157273678,0.00362960355036794,0.00608123917595351,Y,Y,N,NA,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.7318833,-83.0926167,291,NA,ONM2 Total Prairie Size- 4.5ha,Panicum virgatum,NA,2009-01-01 00:00:00
J350.C,IHZU,Y,Y,Midwest,Midwest,NA,NA,1,Upland,160.05660013458,0.797982348272471,0.0047815263528712,0.197236125374657,Y,Y,Y,NA,4X,Natural Collection,Field Seed Collection From Single Plant,A. Stottlemyer,Ohio,Marion,40.7318833,-83.0926167,291,NA,ONM2 Total Prairie Size- 4.5ha,Panicum virgatum,NA,2009-01-01 00:00:00
