PLANT_ID,LIBRARY,LIB_GROWN,LIB_BIOCLIM,Genetic_subpop_50per,Genetic_subpop_95per,Texas_Q,Eastcoast_Q,Midwest_DA,Ecotype,Ecotype_PC1,UP_ecotype,TX_ecotype,CO_ecotype,LIB_CLIMATE,LIB_PHENO,LIB_ACC,LIB_NOTES,PLOIDY,COLLECTION_TYPE,COLLECTION_METHOD,COLLECTOR,STATE,COUNTY,LATITUDE,LONGITUDE,ELEVATION,NOTE_LATLONG,LOCALITY,TAXON,HABITAT,COLL_DATE
A4,NNBS,N,Y,Texas,Texas,1,0,0.005,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Cultivar,Unknown,NA,Texas,Live Oak ,28.3325,-98.117505,48,NA,"George West, TX",Panicum virgatum,NA,NA
Cave_In_Rock_WO1,WZGB,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Cultivar,Unknown,NA,Illinios,Hardin,37.469217,-88.165308,114,GPS estimated using passport data,Cave-in-Rock,Panicum virgatum,NA,NA
DAC6,CWAB,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Unknown,NA,North Dakota,East Morton,46.392962,-100.941106,NA,Approximate,Derived From Several  Plants Near Breien North Dakota,Panicum virgatum,NA,NA
Dacotah_WO1,WZCY,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Unknown,NA,North Dakota,East Morton,46.392962,-100.941106,NA,Approximate,Derived From Several  Plants Near Breien North Dakota,Panicum virgatum,NA,NA
DVR3,OBXC,N,Y,Texas,Texas,1,0,0.008,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Unknown,NA,Texas,Val Verde,29.9,-100.992,422,NA,Devil's River State Park,Panicum virgatum,NA,NA
GAasmb6,WZCW,N,Y,Eastcoast,Admixed,0.064,0.936,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Unknown,NA,NA,NA,27.197548,-80.252826,NA,Estimated From Passport Data,"Photoperiod Sensitive: Selected from PI422001 collected from Florida, related to NAM 16",Panicum virgatum,NA,NA
Hammonasset,TCTP,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Unknown,NA,NA,NA,NA,NA,NA,Hybrid,NA,Panicum virgatum,NA,NA
i1029.1,WZGC,N,Y,Texas,Texas,1,0,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Unknown,NA,Coahuila,NA,29.3247,-101.3645,440,Location Approximate,"239-4, Mexico Collection, 13BFLGH; The samples were collected in 2012 in the northern state of Coahuila (Rancho los Ángeles, Saltillo, Coah)",Panicum virgatum,NA,NA
J001.A,IHWG,Y,Y,Admixed,Admixed,NA,NA,0,Texas,-181.737805377727,0.00225595093401498,0.979369296825078,0.0183747522409069,Y,Y,N,NA,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Florida,Hernado,28.57,-82.38,26,NA,FL,Panicum virgatum,NA,NA
J001.B,IHXA,Y,Y,Admixed,Admixed,NA,NA,0,Coastal,-198.031753068876,0.0109863861497695,0.264831643034183,0.724181970816047,Y,Y,Y,NA,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Florida,Hernado,28.57,-82.38,26,NA,FL,Panicum virgatum,NA,NA
J003.A,IEKY,Y,N,NA,NA,NA,NA,NA,Texas,-147.411813246958,0.00500405719282478,0.946215226825698,0.0487807159814775,N,Y,N,J003 is a mess. ,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Carolina,Richmond,35.029935,-79.547826,128,NA,"Hoffman, NC",Panicum virgatum,NA,NA
J003.B,IHXT,Y,Y,Eastcoast,Admixed,0.246,0.754,0,Coastal,-152.113169638548,0.00684430049623335,0.0470678587795761,0.946087840724191,Y,Y,Y,NA,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,North Carolina,Richmond,35.029935,-79.547826,128,NA,"Hoffman, NC",Panicum virgatum,NA,NA
J003.D,IHYM,Y,N,NA,NA,NA,NA,NA,Texas,-206.016101266136,0.00171056585354879,0.977997695904172,0.020291738242279,N,Y,N,J003 is a mess. ,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,North Carolina,Richmond,35.029935,-79.547826,128,NA,"Hoffman, NC",Panicum virgatum,NA,NA
J003.E,IHYY,Y,N,NA,NA,NA,NA,NA,Texas,-261.704856881232,0.00137646867928254,0.98437839447464,0.0142451368460779,N,Y,N,J003 is a mess. ,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,North Carolina,Richmond,35.029935,-79.547826,128,NA,"Hoffman, NC",Panicum virgatum,NA,NA
J003.F,IHZR,Y,N,NA,NA,NA,NA,NA,Coastal,-297.513330544253,0.0102821984899459,0.288068883150035,0.701648918360019,N,Y,N,J003 is a mess. ,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,North Carolina,Richmond,35.029935,-79.547826,128,NA,"Hoffman, NC",Panicum virgatum,NA,NA
J004.B,IHWK,Y,Y,Texas,Texas,1,0,0,Texas,-322.339839012691,0.00157282383192049,0.98035822961213,0.0180689465559496,Y,Y,Y,NA,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Kansas,Ellsworth,38.736583,-98.22838,480,NA,Ellsworth,Panicum virgatum,NA,1956-01-01 00:00:00
J005.A,IEKZ,Y,Y,Texas,Admixed,0.9047500000000002,0.09525,0.043,Texas,-124.238108907755,0.0039888207173386,0.938400641325065,0.057610537957596,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,Mississippi,Yalobusha,33.9764,-89.683105,97,NA,"Plant Materials Center, Soil Conservation Service, Coffeeville, MS",Panicum virgatum,NA,NA
J005.B,IHXE,Y,Y,Texas,Admixed,0.742,0.258,0.04,Coastal,-142.826640607623,0.0107686382296884,0.401009902977304,0.588221458793008,Y,Y,N,NA,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Mississippi,Yalobusha,33.9764,-89.683105,97,NA,"Plant Materials Center, Soil Conservation Service, Coffeeville, MS",Panicum virgatum,NA,NA
J005.D,IHXP,Y,Y,Texas,Admixed,0.7587499999999999,0.24125,0.032,Coastal,-195.374538833898,0.010976966603255,0.438612982719689,0.550410050677056,Y,Y,N,NA,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Mississippi,Yalobusha,33.9764,-89.683105,97,NA,"Plant Materials Center, Soil Conservation Service, Coffeeville, MS",Panicum virgatum,NA,NA
J006.A,IELA,Y,Y,Eastcoast,Admixed,0.121,0.879,0.12,Upland,102.239891966703,0.975926228715521,0.00349471397313874,0.0205790573113402,Y,Y,N,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Carolina,Wake,35.732678,-78.851233,151,NA,"Apex, NC, through Soil Conservation Service Nursery, Chapel Hill, NC",Panicum virgatum,NA,NA
J006.B,IHYI,Y,Y,Admixed,Admixed,NA,NA,0.189,Upland,128.691723229935,0.984195570470608,0.00927811290390597,0.00652631662548668,Y,Y,Y,NA,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,North Carolina,Wake,35.732678,-78.851233,151,NA,"Apex, NC, through Soil Conservation Service Nursery, Chapel Hill, NC",Panicum virgatum,NA,NA
J006.C,IHZC,Y,Y,Eastcoast,Eastcoast,0.02475,0.9752500000000001,0.002,Coastal,43.4477372483337,0.0992956565088474,0.0110521063126025,0.88965223717855,Y,Y,N,NA,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,North Carolina,Wake,35.732678,-78.851233,151,NA,"Apex, NC, through Soil Conservation Service Nursery, Chapel Hill, NC",Panicum virgatum,NA,NA
J008.A,IELB,Y,Y,Texas,Texas,1,0,0,Texas,-215.474675908759,0.00166864446816951,0.979847958257197,0.0184833972746338,Y,Y,N,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,Arkansas,White,35.426617,-91.839435,102,NA,"Soil Conservation Service, Pangburn, AR",Panicum virgatum,NA,NA
J008.B,IHZW,Y,Y,Texas,Texas,0.951,0.049,0,Texas,-268.056807088484,0.00159666862744206,0.980277519828001,0.0181258115445568,Y,Y,N,NA,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Arkansas,White,35.426617,-91.839435,102,NA,"Soil Conservation Service, Pangburn, AR",Panicum virgatum,NA,NA
J008.C,IHWI,Y,N,NA,NA,NA,NA,NA,Coastal,-9.5021519416506,0.00489288777032289,0.00471171670972638,0.990395395519951,N,Y,N,Outlier on J008,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Arkansas,White,35.426617,-91.839435,102,NA,"Soil Conservation Service, Pangburn, AR",Panicum virgatum,NA,NA
J008.D,IHXC,Y,Y,Texas,Texas,0.981,0.019,0,Texas,-290.674641374371,0.0081437634194237,0.685308437361453,0.306547799219123,Y,Y,Y,NA,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Arkansas,White,35.426617,-91.839435,102,NA,"Soil Conservation Service, Pangburn, AR",Panicum virgatum,NA,NA
J009.C,IHXW,Y,N,NA,NA,NA,NA,NA,Texas,-92.0995177887546,0.00358602873793983,0.967717826210198,0.0286961450518626,N,Y,N,Garbage.,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,New Mexico,Union,36.600366,-103.609128,1816,NA,Near Grenville.,Panicum virgatum,Deep sand site a few miles south of the town. Annual precipitation 4 mm.,1940-01-01 00:00:00
J011.B,IGNG,Y,N,NA,NA,NA,NA,NA,Texas,-237.182762016945,0.00603151325491721,0.838688807589699,0.155279679155383,N,Y,N,"Library looks good, but Jason gives it a '1' - prob exclude. ",4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Kansas,Saline,38.824832,-97.625651,NA,GPS estimated using passport data,Soil Conservation Service,Panicum virgatum,NA,1976-11-26 00:00:00
J013.A,IELC,Y,Y,Texas,Texas,1,0,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,Kansas,Saline,38.824832,-97.625651,NA,GPS estimated using passport data,Soil Conservation Service,Panicum virgatum,NA,1976-11-26 00:00:00
J013.B,IHZT,Y,Y,Texas,Texas,1,0,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Kansas,Saline,38.5111,-96.8005,NA,GPS estimated using passport data,Soil Conservation Service,Panicum virgatum,NA,1976-11-26 00:00:00
J013.C,IHWM,Y,Y,Texas,Texas,1,0,0,Texas,-145.624015163391,0.0041099351574346,0.958410146453305,0.0374799183892605,Y,Y,N,NA,4X,Breeding Selection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Kansas,Saline,38.5111,-96.8005,NA,GPS estimated using passport data,Soil Conservation Service,Panicum virgatum,NA,1976-11-26 00:00:00
J016.A,IELD,Y,Y,Texas,Texas,1,0,0,Texas,-262.554544518869,0.00181240182989874,0.976332684567514,0.0218549136025875,Y,Y,Y,NA,4X,Cultivar,Grown from GRIN Seed Packet In Austin,T. Juenger,Oklahoma,Huges,35.26,-96.18,250,Developed by KSU,Kanlow: Near Wetumka,Panicum virgatum,NA,1957-01-01 00:00:00
J016.B,IHWY,Y,Y,Texas,Texas,1,0,0,Texas,-178.173158525012,0.00587468716957987,0.841527893057294,0.152597419773126,Y,Y,N,NA,4X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Oklahoma,Huges,35.26,-96.18,250,Developed by KSU,Kanlow: Near Wetumka,Panicum virgatum,NA,1957-01-01 00:00:00
J016.C,IHXR,Y,Y,Texas,Texas,1,0,0,Texas,-219.905453181951,0.00254608235815368,0.960873144859023,0.0365807727828234,Y,Y,N,NA,4X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Oklahoma,Huges,35.26,-96.18,250,Developed by KSU,Kanlow: Near Wetumka,Panicum virgatum,NA,1957-01-01 00:00:00
J016.D,IHYK,Y,Y,Texas,Admixed,0.788,0.212,0,Texas,-348.442005456245,0.00365113525213296,0.926184997754657,0.0701638669932099,Y,Y,N,NA,4X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Oklahoma,Huges,35.26,-96.18,250,Developed by KSU,Kanlow: Near Wetumka,Panicum virgatum,NA,1957-01-01 00:00:00
J016.E,IHZE,Y,Y,Texas,Texas,1,0,0,Texas,-291.721666180464,0.00171748109231106,0.977491924081201,0.020790594826488,Y,Y,N,NA,4X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Oklahoma,Huges,35.26,-96.18,250,Developed by KSU,Kanlow: Near Wetumka,Panicum virgatum,NA,1957-01-01 00:00:00
J017.A,IEXH,N,Y,Eastcoast,Admixed,0.476,0.524,0.059,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Cultivar,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Dade,25.76168,-80.19179,1,NA,"Miami, Dade County.",Panicum virgatum,NA,NA
J018.A,IEXI,Y,Y,Texas,Admixed,0.919,0.081,0,Coastal,-177.17572458457,0.0102856148149375,0.325715095601391,0.663999289583672,Y,Y,N,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Arkansas,White,35.426748,-91.83681,106,NA,Pangburn,Panicum virgatum,NA,NA
J018.B,IHZP,Y,Y,Texas,Texas,1,0,0,Texas,-142.078115468481,0.00323697177456773,0.944936974487998,0.0518260537374341,Y,Y,N,NA,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Arkansas,White,35.426748,-91.83681,106,NA,Pangburn,Panicum virgatum,NA,NA
J018.C,IHWN,Y,Y,Texas,Texas,0.972,0.028,0,Texas,-154.816152586417,0.0113693332627127,0.56597145459629306,0.422659212140995,Y,Y,Y,NA,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Arkansas,White,35.426748,-91.83681,106,NA,Pangburn,Panicum virgatum,NA,NA
J019.A,IELE,Y,Y,Eastcoast,Admixed,0.05975,0.9402499999999999,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Indian River,27.748362,-80.436163,4,NA,"Wabasso, Indian River County.",Panicum virgatum,NA,NA
J019.L1,IEXJ,N,Y,Eastcoast,Admixed,0.066,0.934,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Indian River,27.748362,-80.436163,4,NA,"Wabasso, Indian River County.",Panicum virgatum,NA,NA
J019.L2,IEXK,N,Y,Eastcoast,Admixed,0.06575,0.9342500000000001,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Indian River,27.748362,-80.436163,4,NA,"Wabasso, Indian River County.",Panicum virgatum,NA,NA
J019.L3,IEXL,N,Y,Eastcoast,Admixed,0.07075000000000001,0.9292500000000001,0,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Indian River,27.748362,-80.436163,4,NA,"Wabasso, Indian River County.",Panicum virgatum,NA,NA
J020.A,IELF,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,"collected from florida, but asigns to midwest É this is one of those upland florida plants. Not sure if they are real",4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Florida,Martin,27.197548,-80.252826,3,NA,"Stuart, Martin County.",Panicum virgatum,NA,NA
J020.B,IHXH,Y,N,NA,NA,NA,NA,NA,Coastal,-199.834925359766,0.00662149551925203,0.0487780514946785,0.944600452986069,N,Y,N,J020 is a bit strange - not the best library. ,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Florida,Martin,27.197548,-80.252826,3,NA,"Stuart, Martin County.",Panicum virgatum,NA,NA
J020.C,IHYB,Y,N,NA,NA,NA,NA,NA,Coastal,-91.1625697632643,0.0320852910958495,0.279650370316748,0.688264338587403,N,Y,N,J020 is a bit strange - not the best library. ,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Florida,Martin,27.197548,-80.252826,3,NA,"Stuart, Martin County.",Panicum virgatum,NA,NA
J021.C,IHZF,Y,N,NA,NA,NA,NA,NA,Coastal,-40.6967991165641,0.025124020962298,0.06410543071697,0.910770548320732,N,Y,N,Supposedly from Austin É assigns to east ocast and jason gives a 2. ,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Texas,Gonzales,29.443853,-96.941093,NA,GPS estimated using passport data,NA,Panicum virgatum,NA,1977-09-27 00:00:00
J022.A,IEXM,Y,Y,Texas,Texas,1,0,0,Texas,-285.843176284634,0.00407265285268532,0.910897753681344,0.0850295934659712,Y,Y,N,NA,4X,Cultivar,Grown from GRIN Seed Packet In Austin,T. Juenger,Texas,Live Oak ,28.3325,-98.117505,48,NA,"George West, TX",Panicum virgatum,NA,1977-09-29 00:00:00
J022.B,IHZZ,Y,Y,Texas,Texas,1,0,0,Texas,-156.256165707726,0.001996082614894,0.981365116268724,0.0166388011163823,Y,Y,N,NA,4X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Texas,Live Oak ,28.3325,-98.117505,48,NA,"George West, TX",Panicum virgatum,NA,1977-09-29 00:00:00
J022.C,IHWS,Y,Y,Texas,Texas,1,0,0,Texas,-186.801238036831,0.00230652825360624,0.969788030090354,0.0279054416560395,Y,Y,Y,NA,4X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Texas,Live Oak ,28.3325,-98.117505,48,NA,"George West, TX",Panicum virgatum,NA,1977-09-29 00:00:00
J022.D,IHXL,Y,Y,Texas,Texas,1,0,0,Texas,-254.643302913997,0.00138371637403644,0.983953770539159,0.0146625130868039,Y,Y,N,NA,4X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Texas,Live Oak ,28.3325,-98.117505,48,NA,"George West, TX",Panicum virgatum,NA,1977-09-29 00:00:00
J023.B,IHXX,Y,N,NA,NA,NA,NA,NA,Texas,-156.333713148118,0.00255209680141917,0.974612461553158,0.022835441645423,N,Y,N,Cultivar supposedly from W. Virgina É borderline never use. ,4X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,West Virginia,Raleigh,37.73816,-81.251883,NA,GPS estimated using passport data,"Originally from Raleigh County, West Virginia",Panicum virgatum,NA,1973-01-01 00:00:00
J024.A,IELG,Y,N,NA,NA,NA,NA,NA,Upland,325.891055443105,0.990253941984795,0.00166491475518713,0.00808114326001819,N,Y,N,this is weird É says it should have been collected in belgium,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,Antwerp,Antwerp,NA,NA,11,NA,Unknown. Collector Indicates Wild Seed,Panicum virgatum,NA,1979-04-01 00:00:00
J024.B,IHYQ,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,Garbage.,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Antwerp,Antwerp,NA,NA,11,NA,Unknown. Collector Indicates Wild Seed,Panicum virgatum,NA,1979-04-01 00:00:00
J026.A,IELH,Y,Y,Eastcoast,Admixed,0.362,0.638,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Carolina,New Hanover,34.225726,-77.94471,11,NA,"Wilmington, North Carolina",Panicum virgatum,NA,NA
J026.B,IHZJ,Y,Y,Admixed,Admixed,NA,NA,0,Coastal,-173.383335119128,0.0125195578441604,0.332057054414444,0.655423387741396,Y,Y,N,NA,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,North Carolina,New Hanover,34.225726,-77.94471,11,NA,"Wilmington, North Carolina",Panicum virgatum,NA,NA
J026.C,IIAD,Y,Y,Eastcoast,Admixed,0.44325000000000003,0.55675,0,Texas,-163.217279832186,0.0101916648400364,0.647374127725549,0.342434207434415,Y,Y,N,NA,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,North Carolina,New Hanover,34.225726,-77.94471,11,NA,"Wilmington, North Carolina",Panicum virgatum,NA,NA
J027.A,IGPA,Y,Y,Eastcoast,Eastcoast,0.032,0.968,0,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Carolina,New Hanover,34.225725,-77.94471,NA,GPS estimated using passport data,NA,Panicum virgatum,NA,1983-01-01 00:00:00
J027.B,IGPT,Y,Y,Eastcoast,Admixed,0.45,0.55,0,Texas,-58.0427162292982,0.0269254501639067,0.72979730448176094,0.243277245354332,Y,Y,N,NA,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,North Carolina,New Hanover,34.225725,-77.94471,NA,GPS estimated using passport data,NA,Panicum virgatum,NA,1983-01-01 00:00:00
J028.C,IGQM,Y,N,NA,NA,NA,NA,NA,Texas,-156.356003509025,0.00454124958313403,0.912878543698724,0.0825802067181423,N,Y,N,"looks good from all aspects, except that jason has no idea of it pedigre",4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Arkansas,Franklin,35.592797,-93.824824,355,NA,"Franklin County, Arkansas",Panicum virgatum,NA,1955-10-31 00:00:00
J029.A,IELI,Y,N,NA,NA,NA,NA,NA,Upland,187.257442771921,0.987788641681924,0.00239477242806406,0.00981658589001163,N,Y,N,"Worst J029 lib, and different from others. ",4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New Jersey,Cumberland,39.222976,-74.992585,3,NA,"Heislerville, New Jersey",Panicum virgatum,NA,NA
J029.B,IGQY,Y,Y,Eastcoast,Admixed,0.317,0.683,0.391,Upland,185.531679219591,0.985685771502926,9.14575114318273e-4,0.0133996533827557,Y,Y,N,NA,4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,New Jersey,Cumberland,39.222976,-74.992585,3,NA,"Heislerville, New Jersey",Panicum virgatum,NA,NA
J029.L1,IEXN,N,Y,Admixed,Admixed,NA,NA,0.513,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New Jersey,Cumberland,39.222976,-74.992585,3,NA,"Heislerville, New Jersey",Panicum virgatum,NA,NA
J029.L2,IEXP,N,Y,Admixed,Admixed,NA,NA,0.262,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New Jersey,Cumberland,39.222976,-74.992585,3,NA,"Heislerville, New Jersey",Panicum virgatum,NA,NA
J029.L3,IEXQ,N,Y,Admixed,Admixed,NA,NA,0.231,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,New Jersey,Cumberland,39.222976,-74.992585,3,NA,"Heislerville, New Jersey",Panicum virgatum,NA,NA
J030.C,IHYN,Y,Y,Texas,Texas,1,0,0,NA,NA,NA,NA,NA,Y,Y,Y,"manually added pass.overall - is from CO, which is close enuf to TX for me. ",4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Colorado,Kiowa,38.480562,-102.781863,1286,NA,"Eads, Colorado",Panicum virgatum,NA,NA
J036.A,IELJ,Y,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,South Dakota,Hand ,44.520755,-99.200387,525,NA,"Hand County, North Dakota",Panicum virgatum,NA,1955-05-01 00:00:00
J036.L1,IEXS,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,South Dakota,Hand ,44.520755,-99.200387,525,NA,"Hand County, North Dakota",Panicum virgatum,NA,1955-05-02 00:00:00
J036.L2,IEXT,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,South Dakota,Hand ,44.520755,-99.200387,525,NA,"Hand County, North Dakota",Panicum virgatum,NA,1955-05-03 00:00:00
J036.L3,IEXU,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,N,NA,4X,Natural Collection,Grown from GRIN Seed Packet In Austin,T. Juenger,South Dakota,Hand ,44.520755,-99.200387,525,NA,"Hand County, North Dakota",Panicum virgatum,NA,1955-05-04 00:00:00
J037.A,IELK,Y,Y,Midwest,Midwest,NA,NA,1,Upland,327.489602705718,0.986918815255414,8.2297994583742e-4,0.0122582047987483,Y,Y,Y,NA,4X,Cultivar,Grown from GRIN Seed Packet In Austin,T. Juenger,South Dakota,Hand ,46.388289,-100.98355,NA,Cultivar Origin,Dacotah,Panicum virgatum,NA,1990-02-20 00:00:00
J041.A,IELL,Y,Y,Texas,Texas,1,0,0,Texas,-166.272021840242,0.00314317816007964,0.953669827206035,0.0431869946338856,Y,Y,Y,NA,4X,Cultivar,Grown from GRIN Seed Packet In Austin,T. Juenger,Texas,Live Oak ,28.3325,-98.117505,48,NA,"George West, TX",Panicum virgatum,NA,2004-11-26 00:00:00
J045.C,IIAB,Y,N,NA,NA,NA,NA,NA,Upland,184.373354395985,0.958975829499078,0.00165019098336942,0.039373979517553,N,Y,N,"All signs say this is OK, but most of the other seeds from this site come out as 8x, which is fishy. ",4X,Cultivar,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Nebraska,York,40.739884000000004,-97.546288,NA,NA,NA,Panicum virgatum,NA,1964-04-01 00:00:00
J065.A,IHWU,Y,N,NA,NA,NA,NA,NA,Texas,-205.869414149314,0.00150771910896776,0.985424388135811,0.0130678927552215,N,Y,N,"**This assigns to TX, but is from FL - need to check about it. Might want to keep",4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Florida,Hillsborough,28.06,-82.3,12,NA,"Hillsborough River State Park, FL",Panicum virgatum,NA,NA
J065.B,IHXF,Y,N,NA,NA,NA,NA,NA,Texas,-319.681233036091,0.00138077223541659,0.983905598961727,0.0147136288028562,N,Y,N,"**This assigns to TX, but is from FL - need to check about it. Might want to keep",4X,Natural Collection,"Dug up from established common garden at the Noble Foundataion in Ardmore, OK",Noble,Florida,Hillsborough,28.06,-82.3,12,NA,"Hillsborough River State Park, FL",Panicum virgatum,NA,NA
J066.A,IIYA,N,Y,Midwest,Midwest,NA,NA,1,NA,NA,NA,NA,NA,Y,Y,Y,NA,4X,Breeding Selection,Grown from GRIN Seed Packet In Austin,T. Juenger,North Dakota,NA,47.5362,-99.793,511,Approx @ State Center,NA,Panicum virgatum,NA,NA
