matrix,likelihood
greenup.identity.csv,-2351721.53373734
greenup.simple_het_1.csv,-2351098.82051305
greenup.simple_het_3.csv,-2351045.17824628
greenup.singleton.OK.csv,-2351029.73742068
greenup.singleton.MI.csv,-2351016.43078238
greenup.all.random.PCA_2.csv,-2351003.68906476
greenup.singleton.TX1.csv,-2350991.67049089
greenup.singleton.TX3.csv,-2350982.00086205
greenup.all.tave_10d.U.mat.csv,-2350973.69430816
greenup.singleton.NE.csv,-2350965.70989793
greenup.all.cgdd_12c_10d.U.mat.csv,-2350963.25322406
greenup.singleton.SD.csv,-2350961.27282785
greenup.singleton.TX2.csv,-2350959.70356842
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
