 ,MI,MO,NE,SD,TX1,TX2,TX3
MI,0.08953882279269629,-0.011201377506758555,0.44574277668608436,0.43239343049164064,-0.3016170237365925,-0.4078493647762986,-0.33741530644585493
MO,-0.011201377506758555,0.060012501338489344,0.022193755987978226,0.05926427663107717,-0.15520029223689683,0.06660236574065347,-0.27053772151824645
NE,0.44574277668608436,0.022193755987978226,0.10023279805698587,0.4213884022532312,-0.05028131444917248,-0.15927068953179047,-0.19770878891132387
SD,0.43239343049164064,0.05926427663107717,0.4213884022532312,0.08127530569013994,-0.18890932600848798,-0.3142880910548586,-0.15847718656367318
TX1,-0.3016170237365925,-0.15520029223689683,-0.05028131444917248,-0.18890932600848798,0.07949779117682623,-0.10221595410433189,0.3057609896259642
TX2,-0.4078493647762986,0.06660236574065347,-0.15927068953179047,-0.3142880910548586,-0.10221595410433189,0.11118028183097488,0.2108084285657047
TX3,-0.33741530644585493,-0.27053772151824645,-0.19770878891132387,-0.15847718656367318,0.3057609896259642,0.2108084285657047,0.07589541809406487
