 ,MI,MO,NE,SD,TX1,TX2,TX3
MI,0.040461080899966334,0.8211585149241374,0.9099563309718236,0.8766860723870256,-0.0699048439386041,-0.4966931616199246,-0.2508203787999365
MO,0.8211585149241374,0.019803606445714945,0.831806808086139,0.8404561384245063,-0.15477590047650683,-0.4574567482041767,-0.2090645654098574
NE,0.9099563309718236,0.831806808086139,0.028547059214928422,0.8689425889558899,-0.023396974762999016,-0.40644918537427854,-0.03849312000934093
SD,0.8766860723870256,0.8404561384245063,0.8689425889558899,0.030743425249933527,-0.1451964740215467,-0.3733925420106617,-0.34063104409612577
TX1,-0.0699048439386041,-0.15477590047650683,-0.023396974762999016,-0.1451964740215467,0.02081985714225597,0.19590470373343255,0.014003076882158485
TX2,-0.4966931616199246,-0.4574567482041767,-0.40644918537427854,-0.3733925420106617,0.19590470373343255,0.015611011054517293,-0.18364433598706925
TX3,-0.2508203787999365,-0.2090645654098574,-0.03849312000934093,-0.34063104409612577,0.014003076882158485,-0.18364433598706925,0.024410612810559822
