 ,MI,MO,NE,SD,TX1,TX2,TX3
MI,-0.04235459077753356,0.5887577530723526,0.6726114988813966,0.9559753982292284,0.33364216588347256,0.46422261346779903,0.2776321688622957
MO,0.5887577530723526,-0.1626682585777184,0.48175731198497773,0.6712174224664935,0.48999923459415584,0.6225213768369139,0.28554882481080235
NE,0.6726114988813966,0.48175731198497773,-0.07652335622382134,0.638294982048424,0.24496125878825858,0.5888279718782652,0.15276120058261886
SD,0.9559753982292284,0.6712174224664935,0.638294982048424,-0.05527375454439382,0.15520831473990584,0.636161843508487,0.3459787475578454
TX1,0.33364216588347256,0.48999923459415584,0.24496125878825858,0.15520831473990584,-3.335846821063001,0.5098427215933088,0.27730548794909354
TX2,0.46422261346779903,0.6225213768369139,0.5888279718782652,0.636161843508487,0.5098427215933088,-0.7905888060529952,0.4266889853397917
TX3,0.2776321688622957,0.28554882481080235,0.15276120058261886,0.3459787475578454,0.27730548794909354,0.4266889853397917,-0.3395458662717714
