 ,MI,MO,NE,SD,TX1,TX2,TX3
MI,0.06435510385383647,0.47590303363019953,0.048360080192447405,0.10234390517817345,0.061836827651358214,0.33266161221757734,0.11196469774924228
MO,0.47590303363019953,0.2657752359002227,0.26816348212785324,0.33312665334141595,0.2985171121487858,0.5532038535458319,0.35325708563033587
NE,0.048360080192447405,0.26816348212785324,0.09701983040471517,-0.1179364737111541,0.04683930548956437,0.34935396890966597,0.24925355850382033
SD,0.10234390517817345,0.33312665334141595,-0.1179364737111541,0.09848717385960472,0.08965896309124524,0.3509306733843792,0.28190084435041945
TX1,0.061836827651358214,0.2985171121487858,0.04683930548956437,0.08965896309124524,0.04355085916734726,0.6471610692656298,0.6598957699620513
TX2,0.33266161221757734,0.5532038535458319,0.34935396890966597,0.3509306733843792,0.6471610692656298,0.21873938199984505,0.7087948919814393
TX3,0.11196469774924228,0.35325708563033587,0.24925355850382033,0.28190084435041945,0.6598957699620513,0.7087948919814393,0.06244429597167286
