 ,MI,MO,NE,SD,TX1,TX2,TX3
MI,0.2399889714130224,0.24794260049523945,0.1751631735841281,-0.010553183670150559,-0.18256528849580153,-0.052693796809243305,-0.23797112300376408
MO,0.24794260049523945,0.18304094251304795,-0.09533908201323076,0.08368906131529398,-0.12231354889960114,0.006364516182463395,-0.2149206734983804
NE,0.1751631735841281,-0.09533908201323076,0.28471267538201056,0.023517447963702042,-0.16145894834863256,-0.12792184666616485,-0.11948631339387268
SD,-0.010553183670150559,0.08368906131529398,0.023517447963702042,0.19411007931285976,-0.09847383568483398,-0.08535050776074556,-0.0027700100699738447
TX1,-0.18256528849580153,-0.12231354889960114,-0.16145894834863256,-0.09847383568483398,0.23986066895390687,0.08167283788367936,0.3375369296705898
TX2,-0.052693796809243305,0.006364516182463395,-0.12792184666616485,-0.08535050776074556,0.08167283788367936,0.3563047852878628,0.04038517898379579
TX3,-0.23797112300376408,-0.2149206734983804,-0.11948631339387268,-0.0027700100699738447,0.3375369296705898,0.04038517898379579,0.3708617770803326
