 ,MI,MO,NE,SD,TX1,TX2,TX3
MI,0.770909121070439,0.3516157953110184,0.041784748943083205,-0.03496213217674084,-0.22616879823950672,-0.04877815212847383,-0.2606624433684773
MO,0.3516157953110184,0.42135182487270234,0.04381505079994817,-0.1273066958298563,-0.07611263649531559,0.04445776156036445,-0.2052530963593432
NE,0.041784748943083205,0.04381505079994817,0.7024202615310055,0.1469019094227272,-0.13655224260528565,-0.23311049492144656,-0.19448398647954837
SD,-0.03496213217674084,-0.1273066958298563,0.1469019094227272,0.44656855848362353,-0.10043353323933003,-0.13834848898715557,-0.11126023339132234
TX1,-0.22616879823950672,-0.07611263649531559,-0.13655224260528565,-0.10043353323933003,0.43214495332487834,0.13406133450587887,0.38246740631540826
TX2,-0.04877815212847383,0.04445776156036445,-0.23311049492144656,-0.13834848898715557,0.13406133450587887,0.7585016564027712,0.15757086460490433
TX3,-0.2606624433684773,-0.2052530963593432,-0.19448398647954837,-0.11126023339132234,0.38246740631540826,0.15757086460490433,0.8916416222449103
