 ,MI,MO,NE,SD,TX1,TX2,TX3
MI,0.6052756671071331,-0.12847703629834376,0.12245315749474286,-0.09867931151713034,-0.14137676339965577,0.09542045947818951,-0.08233196240337867
MO,-0.12847703629834376,0.15929397566530476,-0.1464761825838861,-0.11580205396684,0.021838951929602564,-0.19059514437480246,-0.12723280934346679
NE,0.12245315749474286,-0.1464761825838861,0.6949185778997555,-0.09724208825680206,-0.38641932307857424,-0.02620421237653188,0.24993821986360137
SD,-0.09867931151713034,-0.11580205396684,-0.09724208825680206,0.2493008471114148,0.011887951951158044,0.23442849307679645,0.08491635955188369
TX1,-0.14137676339965577,0.021838951929602564,-0.38641932307857424,0.011887951951158044,0.36730008837637557,0.4729277593422694,0.16111613079577694
TX2,0.09542045947818951,-0.19059514437480246,-0.02620421237653188,0.23442849307679645,0.4729277593422694,0.5116490620185884,0.1864025211797622
TX3,-0.08233196240337867,-0.12723280934346679,0.24993821986360137,0.08491635955188369,0.16111613079577694,0.1864025211797622,0.36374144286957377
