 ,MI,MO,NE,SD,TX1,TX2,TX3
MI,0.28000174446291515,0.271052341401179,0.5359914495097701,0.4336140806912812,-0.5223594108981396,-0.4541058677968709,-0.34449490785685016
MO,0.271052341401179,0.11550862678741285,0.10026876258470326,0.22108697260184398,-0.2280748087763363,-0.15194142066405295,-0.2546015652540949
NE,0.5359914495097701,0.10026876258470326,0.16764926479378986,0.381910476990536,-0.4537293815350814,-0.4589051619752371,-0.4901464863912976
SD,0.4336140806912812,0.22108697260184398,0.381910476990536,0.2185419563342759,-0.2171292568880357,-0.2967268918912599,-0.22717845067013132
TX1,-0.5223594108981396,-0.2280748087763363,-0.4537293815350814,-0.2171292568880357,0.12009834853085435,0.3827563878524835,0.4271834869656531
TX2,-0.4541058677968709,-0.15194142066405295,-0.4589051619752371,-0.2967268918912599,0.3827563878524835,0.22072478075548604,0.430455001569382
TX3,-0.34449490785685016,-0.2546015652540949,-0.4901464863912976,-0.22717845067013132,0.4271834869656531,0.430455001569382,0.10548130225213441
