 ,MI,MO,NE,SD,TX1,TX2,TX3
MI,0.03412033095677039,0.5952664065629735,0.6494703758796445,0.8419199785596319,0.5145289899564379,0.2949673192858399,0.43886101214467266
MO,0.5952664065629735,0.047614561062138974,0.4851829132399852,0.6289031720449617,0.5581469586498299,0.484684420201456,0.5065889644322737
NE,0.6494703758796445,0.4851829132399852,0.030075453324371997,0.581479925849361,0.14344105257402867,0.30699061062150856,0.23570696775918862
SD,0.8419199785596319,0.6289031720449617,0.581479925849361,0.0376515466789826,0.31603386140317785,0.17272687447658483,0.4304991344720365
TX1,0.5145289899564379,0.5581469586498299,0.14344105257402867,0.31603386140317785,0.03214269231099094,0.7298938379006706,0.5454873757406299
TX2,0.2949673192858399,0.484684420201456,0.30699061062150856,0.17272687447658483,0.7298938379006706,0.053320642103869935,0.42533782275943394
TX3,0.43886101214467266,0.5065889644322737,0.23570696775918862,0.4304991344720365,0.5454873757406299,0.42533782275943394,0.0548676580731869
