Estimate,SE,site,subpop,phe,bic,loglik
0.5461906084921762,0.10481547873098317,TX1,Gulf,GR50,746.4887820094456,-368.21395308333035
0.5454224668182909,0.10505662692586037,TX1,Gulf,DYLN,-357.680942135053,183.87090898891893
0.5275833270763975,0.10859535210257874,TX1,Gulf,cgdd_12c_jan2gr,1340.824256566149,-665.381690361682
0.5500357744883293,0.10417150133856896,TX1,Gulf,cgdd_8c_jan2gr,1460.2143653359637,-725.0767447465894
0.24562922437571663,0.144166728422111,TX1,Gulf,tmax_18d,199.55911920227038,-94.74912167974276
0.4784879226897896,0.122766880096797,TX1,Gulf,tmin_18d,275.98568022553144,-132.9624021913733
0.39461391238228194,0.13423090351811368,TX1,Gulf,tave_18d,227.73009850520378,-108.83461133120946
0.3600829113060827,0.14170373440795378,TX1,Gulf,cgdd_12c_18d,214.89153608288765,-102.4153301200514
0.11566139931897373,0.1303009062385766,TX1,Gulf,tmax_10d,246.42015086085928,-118.1796375090372
0.21434355980943678,0.14913232004404933,TX1,Gulf,tmin_10d,337.67403299314964,-163.80657857518239
0.1530501434870318,0.14917066395981557,TX1,Gulf,tave_10d,285.0522740944714,-137.49569912584326
0.2488434514430577,0.15418403892442203,TX1,Gulf,cgdd_12c_10d,300.29290026593117,-145.11601221157315
1.0491538334777204e-7,0.07896786152434415,TX1,Gulf,tmax_5d,559.9873352749115,-274.9632297160633
1.3419792878213693e-7,0.03032005919837745,TX1,Gulf,tmin_5d,598.4930681118973,-294.2160961345562
1.122816100283881e-7,0.04262237783779877,TX1,Gulf,tave_5d,574.3569044430311,-282.1480143001231
0.053763400980483565,0.07677903087585183,TX1,Gulf,cgdd_12c_5d,524.9776493135234,-257.4583867353693
0.9999993033900568,2.0541517470854381e-7,TX1,Midwest,GR50,154.40911445891152,-74.06906301352662
0.9999992927302352,2.085584610240346e-7,TX1,Midwest,DYLN,-11.302130035392125,8.786559233625212
0.9999991852741745,2.402441417803255e-7,TX1,Midwest,cgdd_12c_jan2gr,247.85546976753875,-120.79224066784022
0.9999991585419639,2.481266668510215e-7,TX1,Midwest,cgdd_8c_jan2gr,266.0390198343124,-129.88401570122704
0.6278428480696109,1.5429047896335573,TX1,Midwest,tmax_18d,60.166336001436136,-26.94767378478892
0.9999984999278125,4.423265767253062e-7,TX1,Midwest,tmin_18d,69.68409595798451,-31.706553763063106
0.9999986896112899,1.2509990614096886,TX1,Midwest,tave_18d,63.82305056219498,-28.77603106516834
0.9999987221910415,3.767902212663965e-7,TX1,Midwest,cgdd_12c_18d,58.63439501486424,-26.18170329150297
0.4491910514472058,1.5673785850050328,TX1,Midwest,tmax_10d,64.86838645480132,-29.298699011471513
0.9819702964208838,1.1394352589999768,TX1,Midwest,tmin_10d,65.07619871171741,-29.402605139929552
0.7984515234622185,1.2981062448381584,TX1,Midwest,tave_10d,63.70063542548944,-28.71482349681557
0.999998968824943,3.040682067018769e-7,TX1,Midwest,cgdd_12c_10d,61.0656911863228,-27.39735137723225
6.709808698039314e-6,1.9783628228729937e-6,TX1,Midwest,tmax_5d,101.77341971957115,-47.751215643856426
0.2995465171895297,1.42684351480428,TX1,Midwest,tmin_5d,102.94037833938172,-48.33469495376171
0.107409213182405,1.476019644710619,TX1,Midwest,tave_5d,101.74649608836468,-47.73775382825319
0.8374869214346734,1.397517440250684,TX1,Midwest,cgdd_12c_5d,93.65296562985442,-43.69098859899806
0.6894407795956708,0.07627840564455397,TX1,Gulf_and_Midwest,GR50,928.0822867694707,-458.8649936521615
0.69064286745628,0.07608288243150724,TX1,Gulf_and_Midwest,DYLN,-348.4998343963522,179.42606693074993
0.6989379504274117,0.07486299347074331,TX1,Gulf_and_Midwest,cgdd_12c_jan2gr,1628.087472640644,-808.8675865877482
0.7143121622377137,0.0711449778134436,TX1,Gulf_and_Midwest,cgdd_8c_jan2gr,1766.379783283891,-878.0137419093717
0.3687728281804713,0.12578100228054126,TX1,Gulf_and_Midwest,tmax_18d,266.85110408953875,-128.24940231219554
0.5569760189567462,0.10577632984295243,TX1,Gulf_and_Midwest,tmin_18d,349.9397381686474,-169.79371935174987
0.49003443665989754,0.11573311736221308,TX1,Gulf_and_Midwest,tave_18d,297.32579712591576,-143.48674883038404
0.4528927152481148,0.12247027006597141,TX1,Gulf_and_Midwest,cgdd_12c_18d,276.4725911170298,-133.06014582594108
0.19162796974749718,0.13453858924433768,TX1,Gulf_and_Midwest,tmax_10d,315.2234950500831,-152.43559779246772
0.2543897638687999,0.13479992698688253,TX1,Gulf_and_Midwest,tmin_10d,398.35036181031114,-193.99903117258174
0.22737258788941256,0.13687076162528597,TX1,Gulf_and_Midwest,tave_10d,347.0808068411741,-168.3642536880132
0.31198641153171225,0.1377731665710844,TX1,Gulf_and_Midwest,cgdd_12c_10d,358.277027702927,-173.96236411888967
0.01327841382920409,0.05575575928104833,TX1,Gulf_and_Midwest,tmax_5d,662.0504892157263,-325.8490948752893
1.7325031896695075e-7,0.04722280868159967,TX1,Gulf_and_Midwest,tmin_5d,698.1414796445503,-343.8945900897013
1.62229051893206e-7,0.05465216085079081,TX1,Gulf_and_Midwest,tave_5d,674.4123316066172,-332.03001607073475
0.11736324496015982,0.09736675654071421,TX1,Gulf_and_Midwest,cgdd_12c_5d,616.6287177611699,-303.13820914801113
0.8815989486789898,0.1657465004177583,TX1,Atlantic,GR50,398.3989625581448,-195.0886074148991
0.8820305408516088,0.1654769290248546,TX1,Atlantic,DYLN,-41.433395759901465,24.827571744124043
0.9612796466740953,0.05568075100415418,TX1,Atlantic,cgdd_12c_jan2gr,645.8704901450072,-318.8243712083303
0.9583169344432816,0.05988527738324122,TX1,Atlantic,cgdd_8c_jan2gr,694.190174754038,-342.9842135128457
0.5006661050924855,0.5160009134615965,TX1,Atlantic,tmax_18d,156.1441552739964,-73.96120377282489
0.18506359884363788,0.5336770224834027,TX1,Atlantic,tmin_18d,181.11244855179893,-86.44535041172615
0.38044103929921064,0.5787137622391558,TX1,Atlantic,tave_18d,164.11787896731897,-77.94806561948617
0.27446756392087485,0.5670912922754792,TX1,Atlantic,cgdd_12c_18d,147.93831026164835,-69.85828126665086
0.8169544228933934,0.23089959271739216,TX1,Atlantic,tmax_10d,186.59577858760073,-89.18701542962705
0.13395591103149973,0.5471086361227842,TX1,Atlantic,tmin_10d,176.39131853696594,-84.08478540430966
0.7668422742755495,0.3423508783358327,TX1,Atlantic,tave_10d,174.57728325470552,-83.17776776317945
0.9959133035159452,0.00557003137149235,TX1,Atlantic,cgdd_12c_10d,165.82522722248817,-78.80173974707077
2.6526843469198246e-6,0.5155047723937426,TX1,Atlantic,tmax_5d,258.55976036043785,-125.16900631604562
2.084069639763374e-6,3.773425314641349e-7,TX1,Atlantic,tmin_5d,252.20849023122585,-121.99337125143961
1.6838881283270138e-6,0.5424198176627967,TX1,Atlantic,tave_5d,251.63578116165857,-121.70701671665597
2.5629525553599973e-6,0.551628928859896,TX1,Atlantic,cgdd_12c_5d,235.91184010921324,-113.84504619043331
0.7994983677421151,0.04600214968407102,TX1,three_subpops,GR50,1342.3836457674827,-665.7153593318099
0.8005052753381869,0.04580330431482144,TX1,three_subpops,DYLN,-381.2124938084325,196.08271045614777
0.819658889232419,0.04170409874847766,TX1,three_subpops,cgdd_12c_jan2gr,2298.434096364922,-1143.7405846305294
0.8278333493066548,0.03985873946140909,TX1,three_subpops,cgdd_8c_jan2gr,2485.5555799341496,-1237.3013264151432
0.5523202309466093,0.09440136289247054,TX1,three_subpops,tmax_18d,431.06620118178495,-210.05663703896096
0.6779120679615194,0.07342490754189014,TX1,three_subpops,tmin_18d,535.7068683203242,-262.37697060823064
0.6348881149975223,0.08070179382092892,TX1,three_subpops,tave_18d,466.5960289653188,-227.82155093072788
0.5924284889113337,0.08863359284378065,TX1,three_subpops,cgdd_12c_18d,426.6131179493926,-207.83009542276477
0.5367519784697662,0.10113861386769943,TX1,three_subpops,tmax_10d,524.9267984424548,-256.9869356692959
0.40181428740418323,0.11093124126994035,TX1,three_subpops,tmin_10d,574.2404580772078,-281.6437654866724
0.45223459443914177,0.1097134057998006,TX1,three_subpops,tave_10d,527.8106059668585,-258.42883943149775
0.4691585920584488,0.10778644293382376,TX1,three_subpops,cgdd_12c_10d,527.3375404621491,-258.1923066791431
0.06736973475607588,0.07870470442401835,TX1,three_subpops,tmax_5d,918.4734120467608,-453.7602424714489
0.05629580942794827,0.07341488278569154,TX1,three_subpops,tmin_5d,946.7271575083033,-467.8871152022202
0.05864515219011509,0.07337470058183862,TX1,three_subpops,tave_5d,922.5235365356364,-455.7853047158867
0.1673825872291552,0.10196015229991258,TX1,three_subpops,cgdd_12c_5d,848.5954412064407,-418.82125705128885
0.859465059356911,0.02477120329454474,TX2,Gulf,GR50,1423.2244833063778,-705.9954705555223
0.8408869214106415,0.027944016595552998,TX2,Gulf,DYLN,-537.3177522139262,274.27564720462965
0.8593149036626961,0.025036447453267285,TX2,Gulf,cgdd_12c_jan2gr,2009.3245662778904,-999.0455120412787
0.8909474413138381,0.019468215550416935,TX2,Gulf,cgdd_8c_jan2gr,2347.851269033689,-1168.308863419178
0.0825912185404911,0.05760718017672268,TX2,Gulf,tmax_18d,342.1608674483383,-165.46366262650258
0.6598858088661221,0.060132161611575315,TX2,Gulf,tmin_18d,336.3420871895786,-162.55427249712272
0.3080404077007722,0.1001503170829205,TX2,Gulf,tave_18d,322.61251247427515,-155.689485139471
0.8190065557791362,0.0330773929867306,TX2,Gulf,cgdd_12c_18d,117.91333895224173,-53.33989837845429
0.2711319272444509,0.10324478885507261,TX2,Gulf,tmax_10d,522.3524835107763,-255.5594706577216
0.5750792353307779,0.07972652399259006,TX2,Gulf,tmin_10d,761.2289255441948,-374.9976916744308
0.4032789139628843,0.10493870246133138,TX2,Gulf,tave_10d,627.1138103063386,-307.9401340555027
0.8568892276268066,0.026626199856156916,TX2,Gulf,cgdd_12c_10d,375.77949496094794,-182.2729763828074
0.09046394550185885,0.06175902256518216,TX2,Gulf,tmax_5d,1007.163283667486,-497.9648707360764
0.30606761153619194,0.11885632179857507,TX2,Gulf,tmin_5d,1024.6175061234267,-506.6919819640467
0.1392433829186845,0.08888243516910675,TX2,Gulf,tave_5d,984.0974855587938,-486.4319716817303
0.5962534629473266,0.07668285124680221,TX2,Gulf,cgdd_12c_5d,736.3409694424441,-362.5537136235555
0.2511442907829334,0.36872592705632107,TX2,Midwest,GR50,683.904923526667,-337.15667121773674
0.25119801043030077,0.36791358274317715,TX2,Midwest,DYLN,-159.49682552518047,84.54420330818698
0.39386713092934444,0.33444706448159767,TX2,Midwest,cgdd_12c_jan2gr,1084.1258901511922,-537.2671545299993
0.3968536909714529,0.3340638731032072,TX2,Midwest,cgdd_8c_jan2gr,1206.6683524597051,-598.5383856842558
0.5056337137031363,0.2950828318179049,TX2,Midwest,tmax_18d,388.49634757450747,-189.452383241657
0.4212514947097061,0.3079898651449483,TX2,Midwest,tmin_18d,309.5862304367141,-149.99732467276033
0.4748117393536839,0.29934614512871194,TX2,Midwest,tave_18d,351.2744111682545,-170.84141503853053
0.193303851570128,0.33767593157430886,TX2,Midwest,cgdd_12c_18d,247.13871620080758,-118.77356755480704
0.18596208074837065,0.36056280745388436,TX2,Midwest,tmax_10d,456.54488052158393,-223.47664971519524
0.27064738311223396,0.3656060101460668,TX2,Midwest,tmin_10d,385.6549486172379,-188.03168376302222
0.23023145689153615,0.3646336224773229,TX2,Midwest,tave_10d,422.2910354742994,-206.34972719155297
4.771631590271267e-7,0.38911274069325585,TX2,Midwest,cgdd_12c_10d,299.4480662841505,-144.92824259647853
1.5798959324281404e-6,2.0311369629154658e-7,TX2,Midwest,tmax_5d,499.50036833716706,-244.9543936229868
3.135446459550517e-7,0.36709049235475893,TX2,Midwest,tmin_5d,461.4931140495629,-225.95076647918472
1.445706229947089e-7,0.3378720992654179,TX2,Midwest,tave_5d,475.46089056299536,-232.93465473590095
3.7942089083061485e-7,4.877991340483462e-8,TX2,Midwest,cgdd_12c_5d,375.7354010362429,-183.0719099725247
0.8470881286978539,0.024457227558587452,TX2,Gulf_and_Midwest,GR50,2125.261111682099,-1056.6466195603623
0.8369827094554289,0.026119087274455055,TX2,Gulf_and_Midwest,DYLN,-684.048229514588,348.0080510379812
0.8833047121943285,0.01954921282564873,TX2,Gulf_and_Midwest,cgdd_12c_jan2gr,3173.1247307960543,-1580.57842911734
0.8950926463170472,0.017452697133239718,TX2,Gulf_and_Midwest,cgdd_8c_jan2gr,3613.934157349099,-1800.9831423938624
0.5617561396786368,0.07707894323706103,TX2,Gulf_and_Midwest,tmax_18d,885.0427713163808,-436.5374493775032
0.7512906551655856,0.04291548229342529,TX2,Gulf_and_Midwest,tmin_18d,688.1453901765647,-338.0887588075951
0.6552424116788386,0.06055530435719081,TX2,Gulf_and_Midwest,tave_18d,777.068477829476,-382.5503026340508
0.8409247456093952,0.02750339719110661,TX2,Gulf_and_Midwest,cgdd_12c_18d,437.382326326903,-212.7072268827643
0.7027512695950725,0.054544748229867365,TX2,Gulf_and_Midwest,tmax_10d,1106.9340878646317,-547.4831076516286
0.5918150257273844,0.07176835713223277,TX2,Gulf_and_Midwest,tmin_10d,1141.981742244057,-565.0069348413413
0.6287366426749043,0.06694564821355185,TX2,Gulf_and_Midwest,tave_10d,1091.644678936534,-539.8384031875798
0.8668647093957865,0.023189113026868775,TX2,Gulf_and_Midwest,cgdd_12c_10d,696.2174807489457,-342.12480409378566
0.16488395922338628,0.07391777637929269,TX2,Gulf_and_Midwest,tmax_5d,1512.4053000638319,-750.2187137512287
0.2713262392607486,0.1086163052054942,TX2,Gulf_and_Midwest,tmin_5d,1479.8404725317448,-733.9362999851852
0.19169895023299657,0.08854243295307698,TX2,Gulf_and_Midwest,tave_5d,1458.4119839733612,-723.2220557059934
0.5734486443437947,0.07659917037089921,TX2,Gulf_and_Midwest,cgdd_12c_5d,1114.3162233497528,-551.1741753941892
0.7763538952668761,0.09933671634239995,TX2,Atlantic,GR50,1582.6268621178667,-785.7299347501516
0.7634395473408763,0.10326388908604447,TX2,Atlantic,DYLN,-284.49794246533276,147.83246754144807
0.6747511741419788,0.13271328910475416,TX2,Atlantic,cgdd_12c_jan2gr,2377.91499952976,-1183.3740034560983
0.6944699675065886,0.12323870324584062,TX2,Atlantic,cgdd_8c_jan2gr,2665.335048495382,-1327.0840279389095
0.36014927142510333,0.1606195879238461,TX2,Atlantic,tmax_18d,829.9605059914735,-409.39675668695503
0.31265315278565164,0.16583830886620807,TX2,Atlantic,tmin_18d,654.9259198175141,-321.87946359997534
0.34205948712403866,0.16300994081021736,TX2,Atlantic,tave_18d,745.9110555418156,-367.3720314621261
0.398990792483935,0.16839682041313417,TX2,Atlantic,cgdd_12c_18d,502.9217051619828,-245.8773562722097
0.45697146690035084,0.16841008782571615,TX2,Atlantic,tmax_10d,957.1437424894115,-472.988374935924
0.3465857432524158,0.17893708098039773,TX2,Atlantic,tmin_10d,834.3104138193261,-411.5717106008813
0.42130025851707426,0.17382990315857808,TX2,Atlantic,tave_10d,891.7629580044118,-440.29798269342416
0.4751518545743088,0.1834995768490678,TX2,Atlantic,cgdd_12c_10d,612.0415268314051,-300.43726710692084
0.5583464497537391,0.17894734418815247,TX2,Atlantic,tmax_5d,1048.8484195469441,-518.8407134646903
0.4681442702366446,0.19564425617125136,TX2,Atlantic,tmin_5d,996.7564823725107,-492.79474487747365
0.5655984821175727,0.18360875673149563,TX2,Atlantic,tave_5d,1007.7217770008579,-498.2773921916472
0.4973287174007455,0.19106847664520107,TX2,Atlantic,cgdd_12c_5d,778.9312387344697,-383.88212305845315
0.8475520530381597,0.022262868322612595,TX2,three_subpops,GR50,3703.3303231724904,-1845.1668794367688
0.8415061147343261,0.023216431710904484,TX2,three_subpops,DYLN,-977.891379294682,495.44397179681744
0.8824079443625978,0.018087787540662283,TX2,three_subpops,cgdd_12c_jan2gr,5573.492084768199,-2780.247760234623
0.8892482458305316,0.016917557442632354,TX2,three_subpops,cgdd_8c_jan2gr,6299.93375528775,-3143.4685954943984
0.6310856320043018,0.05743567642146675,TX2,three_subpops,tmax_18d,1746.4247885766038,-866.7141121388255
0.7256770581274774,0.043235078162880775,TX2,three_subpops,tmin_18d,1359.4703712440755,-673.2369034725614
0.6742661796918741,0.05124144222487348,TX2,three_subpops,tave_18d,1548.7146922480133,-767.8590639745303
0.8160360962675288,0.02938477102943635,TX2,three_subpops,cgdd_12c_18d,958.9155039709267,-472.9594698359869
0.7337218411144646,0.043469134985349184,TX2,three_subpops,tmax_10d,2084.446963664587,-1035.7251996828172
0.5452068224301707,0.07008606907616292,TX2,three_subpops,tmin_10d,1971.34626614115,-979.1748509210986
0.6494160671374645,0.05606327717837584,TX2,three_subpops,tave_10d,1990.1609044206532,-988.5821700608502
0.8519312615773582,0.024130480030836628,TX2,three_subpops,cgdd_12c_10d,1311.1147241624687,-649.059079931758
0.25063078562754865,0.07279938764229754,TX2,three_subpops,tmax_5d,2561.059284613695,-1274.0313601573712
0.2836761681052728,0.08709511625084905,TX2,three_subpops,tmin_5d,2470.7801124783487,-1228.891774089698
0.2717250640057168,0.07957726443101126,TX2,three_subpops,tave_5d,2463.506446094398,-1225.2549408977227
0.5384831408935317,0.07113984391279747,TX2,three_subpops,cgdd_12c_5d,1888.3368606734784,-937.6701481872628
0.7903773629744892,0.043874000089616345,TX3,Gulf,GR50,1189.558694966582,-589.3070768096195
0.7912792847418135,0.04379222289649239,TX3,Gulf,DYLN,-461.01925133139406,235.98189633936852
0.7034093794674676,0.06232102738513517,TX3,Gulf,cgdd_12c_jan2gr,1710.88228487647,-849.9688717645636
0.7538930516789304,0.052405105427983954,TX3,Gulf,cgdd_8c_jan2gr,2010.320746100289,-999.688102376473
0.6175999021291668,0.08950002687724914,TX3,Gulf,tmax_18d,470.97585904751185,-230.01565885008444
0.6274160727771864,0.08625313015797771,TX3,Gulf,tmin_18d,377.08247562339267,-183.06896713802485
0.6258829249163973,0.08726715633847218,TX3,Gulf,tave_18d,423.31464182559506,-206.18505023912604
0.49817271172292643,0.10943673567421507,TX3,Gulf,cgdd_12c_18d,195.53685334979946,-92.29615600122825
0.16214215265764262,0.12804860901051,TX3,Gulf,tmax_10d,681.1979203502999,-335.1266895014785
0.21906462995804837,0.1161014501883748,TX3,Gulf,tmin_10d,555.9272458100518,-272.4913522313544
0.18531944583493484,0.12205026199969948,TX3,Gulf,tave_10d,617.076572936545,-303.066015794601
0.3171506788323048,0.11015628642158128,TX3,Gulf,cgdd_12c_10d,374.7168501384038,-181.8861543955304
0.24281087999063236,0.09952141631824167,TX3,Gulf,tmax_5d,939.8493400383798,-464.4523993455184
0.20511335811153575,0.09207496649067695,TX3,Gulf,tmin_5d,843.1356038992947,-416.0955312759759
0.23155729033572037,0.09629279475812492,TX3,Gulf,tave_5d,882.926778695449,-435.99111867405304
0.3416778383641668,0.10223554835543283,TX3,Gulf,cgdd_12c_5d,607.6026202501491,-298.3290394514031
0.9999991524412671,1.5604086316589145e-7,TX3,Midwest,GR50,308.6463861797031,-150.24565564594582
0.9999991787672675,1.5119419027936155e-7,TX3,Midwest,DYLN,-99.63817142489576,53.8966231563536
0.999998582683371,2.609325820302139e-7,TX3,Midwest,cgdd_12c_jan2gr,492.995782040119,-242.4203535761538
0.9999988015230785,2.2064502275179534e-7,TX3,Midwest,cgdd_8c_jan2gr,560.5773215596538,-276.2111233359212
0.9999982966373379,3.1359794539097867e-7,TX3,Midwest,tmax_18d,159.99348007918667,-75.91920259568761
0.9999984389977793,0.6808365886211519,TX3,Midwest,tmin_18d,131.89900278507707,-61.87196394863282
0.9999995573735964,0.6843856636399198,TX3,Midwest,tave_18d,146.10271816890514,-68.97382164054684
0.9999976739305528,0.7189987180320722,TX3,Midwest,cgdd_12c_18d,44.28850546199495,-18.066715287091757
0.9999991871876959,0.7910881645799729,TX3,Midwest,tmax_10d,152.24607398043474,-72.04549954631165
0.9999993408824441,0.8660375433509636,TX3,Midwest,tmin_10d,115.9750649255685,-53.90999501887853
0.9999996513702697,0.8418947241082761,TX3,Midwest,tave_10d,134.4290129127004,-63.13696901244447
