"","MI","NE","OK","TX1","TX2","TX3"
"MI",0.000778940173447314,0.000516358015874523,-3.9189781878422e-05,-6.62179936367092e-05,6.14098180577445e-05,9.08911021994241e-05
"NE",0.000516358015874523,0.000425014392247471,7.54714087988291e-05,0.000110149327675601,-7.76377074935512e-05,-0.000141518527969059
"OK",-3.9189781878422e-05,7.54714087988291e-05,0.00118229812471166,-4.52478982088489e-07,1.98906745692542e-05,1.52328235288128e-05
"TX1",-6.62179936367092e-05,0.000110149327675601,-4.52478982088508e-07,0.00111336298570268,2.07745537594178e-05,2.16761853973944e-05
"TX2",6.14098180577444e-05,-7.76377074935512e-05,1.98906745692543e-05,2.07745537594177e-05,0.00114974571993862,-5.42637179955914e-06
"TX3",9.08911021994241e-05,-0.000141518527969059,1.52328235288128e-05,2.16761853973944e-05,-5.4263717995591e-06,0.00113093378574795
