"","MI","NE","OK","TX1","TX2","TX3"
"MI",0.504744919953394,-0.101530332266949,0.0328647384028122,0.208723848955039,0.0701546378453056,0.0977624814780674
"NE",-0.101530332266949,0.19823767527911,-0.052664752446151,-0.207391392616456,-0.1127264729397,0.188605366502205
"OK",0.0328647384028122,-0.052664752446151,0.259942393526292,-0.126882550208648,-0.163412908497402,-0.118025136363686
"TX1",0.208723848955039,-0.207391392616456,-0.126882550208648,0.376845904188018,0.265025026645095,-0.100786319205195
"TX2",0.0701546378453056,-0.1127264729397,-0.163412908497402,0.265025026645095,0.216758382952486,-0.0464688627343464
"TX3",0.0977624814780674,0.188605366502205,-0.118025136363686,-0.100786319205195,-0.0464688627343464,0.283063123020253
