"","MI","NE","OK","TX1","TX2","TX3"
"MI",0.809906773261894,0.117292196339255,0.460743252442201,-0.0541444157345082,0.108831820524323,-0.0833088316853362
"NE",0.117292196339255,0.999931804547672,0.35080088764179,-0.456966752505827,-0.0652896035262054,0.244752819638671
"OK",0.460743252442201,0.35080088764179,0.999931804547672,0.388624412666551,0.388823218573678,-0.074904347015157
"TX1",-0.0541444157345082,-0.456966752505827,0.388624412666551,0.999931804547672,0.450276410171043,0.17455360733854
"TX2",0.108831820524323,-0.0652896035262054,0.388823218573678,0.450276410171043,0.999931804547672,0.190571361583403
"TX3",-0.0833088316853362,0.244752819638671,-0.074904347015157,0.17455360733854,0.190571361583403,0.682761101793363
